codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
30201,AIQUILE,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31303,ALALAY,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20202,ANCORAIMES,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,2,3,0,0,0,0,0,0,1,1,3,4,7
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,2,2,1,1,5,2,4,0,0,0,12,6,18
60202,BERMEJO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,1,3,0,1,0,0,0,4,1,5
90103,BOLPEBRA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,1,0,1,0,2,1,3
70703,CABEZAS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,1,0,0,6,0,0,0,6,1,7
21304,CALAMARCA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,2,1,0,0,1,0,3,1,1,1,7,3,10
20302,CAQUIAVIRI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,1,1,0,0,0,0,0,1,2,3
31204,CHIMORE,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,1,1,8,0,8,3,0,3,17,8,25
30801,CLIZA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
90101,COBIJA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,11,6,14,1,22,9,48,19,5,0,100,35,135
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,2,4,12,4,7,15,6,68,35,16,18,107,80,187
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,2,0,3,0,6,5,0,0,11,6,17
31002,COLOMI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,1,0,0,0,4,0,0,0,5,1,6
71301,COMARAPA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
71101,CONCEPCION,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,1,0,1,0,2,1,0,0,5,1,6
21402,CORIPATA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,2,0,1,0,3,0,1,0,7,1,8
21401,COROICO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,2,4,2,2,0,7,5,6,6,2,3,21,18,39
70102,COTOCA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,5,2,1,2,4,2,8,1,0,0,18,8,26
20804,DESAGUADERO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,1,2,1,0,0,0,0,2,3,5
20105,EL ALTO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,4,11,41,21,17,15,54,29,127,83,22,15,265,174,439
60502,EL PUENTE(TJA),"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70105,EL TORNO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,2,0,6,3,1,0,6,7,8,7,0,1,23,18,41
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,2,0,7,5,9,3,1,2,19,10,29
20802,GUAQUI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,1,0,1,0,0,0,3,0,3
80202,GUAYARAMERIN,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40701,HUANUNI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,2,1,3,1,5,5,2,0,12,7,19
21102,IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,2,1,3,7,4,20,11,5,5,34,25,59
21501,IXIAMAS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,0,1,1,9,3,1,0,11,5,16
20806,JESUS DE MACHACA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,0,0,7,2,4,2,12,4,16
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,1,2,5,4,0,4,1,10,3,0,1,21,11,32
70104,LA GUARDIA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,2,1,1,0,2,4,2,1,0,0,8,6,14
20101,LA PAZ,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,1,1,2,2,4,6,3,1,0,11,10,21
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,3,1,0,1,2,2,2,1,1,1,8,7,15
70903,MAIRANA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,0,0,0,0,1,0,2,1,1,1,4,3,7
20103,MECAPACA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,0,1,0,0,0,1,1,1,1,0,3,3,6
