codigo_municipio,municipio,grupo,variable,mes,hombres menores a 1 año,mujeres menores a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 14 años,mujeres de 5 a 14 años,hombres de 15 a 59 años,mujeres de 15 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
41503,CARANGAS,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
60302,CARAPARI,clasificacion general sistemica,otras causas,2002-01-01,2,0,11,0,6,0,19,0,1,0,39,0,39
50702,CARIPUYO,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,22,0,2,0,25,0,25
40201,CHALLAPATA,clasificacion general sistemica,otras causas,2002-01-01,10,0,12,0,8,0,52,0,10,0,92,0,92
50302,CHAQUI,clasificacion general sistemica,otras causas,2002-01-01,2,0,2,0,10,0,27,0,0,0,41,0,41
70702,CHARAGUA,clasificacion general sistemica,otras causas,2002-01-01,9,0,26,0,22,0,145,0,15,0,217,0,217
20305,CHARAÑA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,4,0,0,0,5,0,5
50202,CHAYANTA,clasificacion general sistemica,otras causas,2002-01-01,1,0,4,0,10,0,9,0,4,0,28,0,28
31204,CHIMORE,clasificacion general sistemica,otras causas,2002-01-01,23,0,26,0,13,0,16,0,4,0,82,0,82
40903,CHIPAYA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,0,0,6,0,1,0,8,0,8
20501,CHUMA,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,0,0,1,0,1,0,4,0,4
30801,CLIZA,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,3,0,13,0,2,0,20,0,20
90101,COBIJA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,0,0,54,0,24,0,79,0,79
30101,COCHABAMBA,clasificacion general sistemica,otras causas,2002-01-01,243,0,323,0,419,0,990,0,69,0,2044,0,2044
30905,COLCAPIRHUA,clasificacion general sistemica,otras causas,2002-01-01,15,0,40,0,15,0,141,0,6,0,217,0,217
50901,"COLCHA ""K""",clasificacion general sistemica,otras causas,2002-01-01,1,0,2,0,4,0,23,0,5,0,35,0,35
21307,COLLANA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,2,0,1,0,3,0,3
31002,COLOMI,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,0,0,4,0,2,0,8,0,8
50401,COLQUECHACA,clasificacion general sistemica,otras causas,2002-01-01,3,0,7,0,18,0,104,0,17,0,149,0,149
21306,COLQUENCHA,clasificacion general sistemica,otras causas,2002-01-01,1,0,5,0,17,0,53,0,6,0,82,0,82
20304,COMANCHE,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,1,0,2,0,2,0,6,0,6
71301,COMARAPA,clasificacion general sistemica,otras causas,2002-01-01,51,0,23,0,3,0,34,0,1,0,112,0,112
71101,CONCEPCION,clasificacion general sistemica,otras causas,2002-01-01,7,0,6,0,11,0,29,0,3,0,56,0,56
21701,COPACABANA,clasificacion general sistemica,otras causas,2002-01-01,2,0,1,0,3,0,6,0,1,0,13,0,13
21402,CORIPATA,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,5,0,15,0,0,0,21,0,21
20301,CORO CORO,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,0,0,10,0,2,0,14,0,14
21401,COROICO,clasificacion general sistemica,otras causas,2002-01-01,5,0,0,0,1,0,17,0,1,0,24,0,24
40301,CORQUE,clasificacion general sistemica,otras causas,2002-01-01,0,0,4,0,5,0,10,0,5,0,24,0,24
50601,COTAGAITA,clasificacion general sistemica,otras causas,2002-01-01,1,0,3,0,7,0,39,0,6,0,56,0,56
70102,COTOCA,clasificacion general sistemica,otras causas,2002-01-01,54,0,66,0,17,0,159,0,17,0,313,0,313
70704,CUEVO,clasificacion general sistemica,otras causas,2002-01-01,3,0,13,0,12,0,33,0,5,0,66,0,66
10902,CULPINA,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,1,0,31,0,4,0,38,0,38
40401,CURAHUARA DE CARANGAS,clasificacion general sistemica,otras causas,2002-01-01,1,0,2,0,4,0,8,0,0,0,15,0,15
20804,DESAGUADERO,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,9,0,5,0,15,0,15
20105,EL ALTO,clasificacion general sistemica,otras causas,2002-01-01,851,0,593,0,569,0,1995,0,94,0,4102,0,4102
40103,EL CHORO,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,4,0,11,0,3,0,18,0,18
71503,EL PUENTE(STC),clasificacion general sistemica,otras causas,2002-01-01,6,0,5,0,9,0,25,0,0,0,45,0,45
60502,EL PUENTE(TJA),clasificacion general sistemica,otras causas,2002-01-01,24,0,27,0,7,0,46,0,12,0,116,0,116
70105,EL TORNO,clasificacion general sistemica,otras causas,2002-01-01,13,0,50,0,106,0,215,0,51,0,435,0,435
10405,EL VILLAR,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,1,0,2,0,0,0,5,0,5
60601,ENTRE RIOS,clasificacion general sistemica,otras causas,2002-01-01,3,0,51,0,38,0,78,0,11,0,181,0,181
40502,ESCARA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,3,0,2,0,2,0,7,0,7
41101,EUCALIPTUS,clasificacion general sistemica,otras causas,2002-01-01,5,0,10,0,1,0,0,0,2,0,18,0,18
80402,EXALTACION,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,0,0,0,0,0,0,2,0,2
90203,FILADELFIA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,5,0,1,0,1,0,7,0,7
71002,GENERAL SAAVEDRA,clasificacion general sistemica,otras causas,2002-01-01,25,0,128,0,21,0,59,0,1,0,234,0,234
21601,GRAL. J.J. PEREZ (CHARAZANI),clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,0,0,10,0,2,0,14,0,14
20602,GUANAY,clasificacion general sistemica,otras causas,2002-01-01,32,0,53,0,38,0,123,0,20,0,266,0,266
20802,GUAQUI,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,5,0,11,0,4,0,21,0,21
80202,GUAYARAMERIN,clasificacion general sistemica,otras causas,2002-01-01,41,0,141,0,231,0,459,0,44,0,916,0,916
70705,GUTIERREZ,clasificacion general sistemica,otras causas,2002-01-01,4,0,18,0,17,0,100,0,6,0,145,0,145
10502,HUACARETA,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,7,0,25,0,4,0,39,0,39
40701,HUANUNI,clasificacion general sistemica,otras causas,2002-01-01,6,0,14,0,11,0,101,0,2,0,134,0,134
80803,HUARACAJE,clasificacion general sistemica,otras causas,2002-01-01,2,0,2,0,4,0,33,0,3,0,44,0,44
41601,HUAYLLAMARCA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,1,0,2,0,2,0,6,0,6
21005,ICHOCA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10304,ICLA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,0,0,7,0,2,0,10,0,10
10703,INCAHUASI,clasificacion general sistemica,otras causas,2002-01-01,2,0,0,0,0,0,20,0,2,0,24,0,24
21001,INQUISIVI,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,0,0,4,0,4,0,9,0,9
21102,IRUPANA (VILLA DE LANZA),clasificacion general sistemica,otras causas,2002-01-01,3,0,3,0,8,0,22,0,1,0,37,0,37
21501,IXIAMAS,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,0,0,3,0,0,0,6,0,6
21105,LA ASUNTA,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,2,0,17,0,1,0,22,0,22
70104,LA GUARDIA,clasificacion general sistemica,otras causas,2002-01-01,32,0,40,0,35,0,456,0,2,0,565,0,565
20101,LA PAZ,clasificacion general sistemica,otras causas,2002-01-01,314,0,305,0,388,0,2318,0,336,0,3661,0,3661
41501,LA RIVERA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,2,0,3,0,0,0,5,0,5
70701,LAGUNILLAS,clasificacion general sistemica,otras causas,2002-01-01,8,0,9,0,27,0,107,0,16,0,167,0,167
21202,LAJA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,3,0,4,0,3,0,11,0,11
10903,LAS CARRERAS,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,2,0,18,0,1,0,24,0,24
21006,LICOMA PAMPA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
51401,LLICA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,2,0,14,0,3,0,20,0,20
80601,LORETO,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,2,0,4,0,2,0,11,0,11
20901,LURIBAY,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,2,0,2,0,0,0,5,0,5
40702,MACHACAMARCA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
11003,MACHARETI,clasificacion general sistemica,otras causas,2002-01-01,3,0,57,0,18,0,50,0,1,0,129,0,129
80801,MAGDALENA,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,7,0,36,0,14,0,59,0,59
70903,MAIRANA,clasificacion general sistemica,otras causas,2002-01-01,5,0,1,0,7,0,15,0,3,0,31,0,31
20103,MECAPACA,clasificacion general sistemica,otras causas,2002-01-01,2,0,14,0,16,0,60,0,6,0,98,0,98
71003,MINEROS,clasificacion general sistemica,otras causas,2002-01-01,20,0,42,0,51,0,197,0,25,0,335,0,335
31301,MIZQUE,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,1,0,8,0,1,0,12,0,12
20402,MOCOMOCO,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,10,0,79,0,9,0,100,0,100
51002,MOJINETE,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10303,MOJOCOYA,clasificacion general sistemica,otras causas,2002-01-01,1,0,5,0,5,0,28,0,2,0,41,0,41
10501,MONTEAGUDO,clasificacion general sistemica,otras causas,2002-01-01,39,0,72,0,48,0,271,0,14,0,444,0,444
71001,MONTERO,clasificacion general sistemica,otras causas,2002-01-01,115,0,82,0,81,0,344,0,34,0,656,0,656
70803,MORO MORO,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,4,0,1,0,5,0,5
30302,MOROCHATA,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,3,0,20,0,0,0,24,0,24
90401,NACEBE (SANTA ROSA DEL ABUNA),clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
50404,OCURI,clasificacion general sistemica,otras causas,2002-01-01,1,0,2,0,19,0,92,0,7,0,121,0,121
70202,OKINAWA,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,14,0,8,0,0,0,24,0,24
30203,OMEREQUE,clasificacion general sistemica,otras causas,2002-01-01,7,0,9,0,6,0,33,0,6,0,61,0,61
40101,ORURO,clasificacion general sistemica,otras causas,2002-01-01,131,0,74,0,83,0,494,0,37,0,819,0,819
60201,PADCAYA,clasificacion general sistemica,otras causas,2002-01-01,5,0,14,0,14,0,17,0,2,0,52,0,52
10401,PADILLA,clasificacion general sistemica,otras causas,2002-01-01,10,0,56,0,14,0,113,0,6,0,199,0,199
70502,PAILON,clasificacion general sistemica,otras causas,2002-01-01,16,0,18,0,3,0,8,0,1,0,46,0,46
20102,PALCA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,6,0,15,0,2,0,24,0,24
21104,PALOS BLANCOS,clasificacion general sistemica,otras causas,2002-01-01,0,0,4,0,3,0,28,0,4,0,39,0,39
70902,PAMPA GRANDE,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,5,0,9,0,2,0,18,0,18
30202,PASORAPA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21305,PATACAMAYA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,2,0,27,0,3,0,32,0,32
40602,PAZÑA,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,1,0,3,0,0,0,5,0,5
20702,PELECHUCO,clasificacion general sistemica,otras causas,2002-01-01,0,0,5,0,8,0,28,0,1,0,42,0,42
50403,POCOATA,clasificacion general sistemica,otras causas,2002-01-01,4,0,25,0,28,0,142,0,15,0,214,0,214
31203,POCONA,clasificacion general sistemica,otras causas,2002-01-01,5,0,7,0,11,0,42,0,2,0,67,0,67
31202,POJO (CBBA),clasificacion general sistemica,otras causas,2002-01-01,6,0,3,0,10,0,51,0,2,0,72,0,72
40601,POOPO,clasificacion general sistemica,otras causas,2002-01-01,2,0,0,0,2,0,4,0,2,0,10,0,10
51203,PORCO,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,8,0,25,0,4,0,40,0,40
10103,POROMA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,2,0,9,0,0,0,12,0,12
70103,PORONGO,clasificacion general sistemica,otras causas,2002-01-01,4,0,12,0,17,0,27,0,6,0,66,0,66
70601,PORTACHUELO,clasificacion general sistemica,otras causas,2002-01-01,14,0,34,0,15,0,66,0,4,0,133,0,133
70804,POSTRER VALLE,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,11,0,0,0,11,0,11
50101,POTOSI,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,0,0,1,0,0,0,2,0,2
10302,PRESTO,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,1,0,5,0,0,0,9,0,9
70805,PUCARA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,2,0,8,0,0,0,10,0,10
21201,PUCARANI,clasificacion general sistemica,otras causas,2002-01-01,1,0,2,0,10,0,24,0,1,0,38,0,38
20401,PUERTO ACOSTA,clasificacion general sistemica,otras causas,2002-01-01,2,0,5,0,6,0,41,0,1,0,55,0,55
20403,PUERTO CARABUCO,clasificacion general sistemica,otras causas,2002-01-01,2,0,1,0,3,0,26,0,1,0,33,0,33
90301,PUERTO GONZALO MORENO,clasificacion general sistemica,otras causas,2002-01-01,1,0,2,0,2,0,1,0,1,0,7,0,7
21204,PUERTO PEREZ,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,0,0,9,0,2,0,12,0,12
71402,PUERTO QUIJARRO,clasificacion general sistemica,otras causas,2002-01-01,3,0,6,0,11,0,36,0,3,0,59,0,59
90201,PUERTO RICO,clasificacion general sistemica,otras causas,2002-01-01,5,0,10,0,5,0,22,0,0,0,42,0,42
71401,PUERTO SUAREZ,clasificacion general sistemica,otras causas,2002-01-01,39,0,56,0,60,0,164,0,26,0,345,0,345
31205,PUERTO VILLARROEL,clasificacion general sistemica,otras causas,2002-01-01,13,0,21,0,25,0,113,0,6,0,178,0,178
51101,PUNA,clasificacion general sistemica,otras causas,2002-01-01,2,0,0,0,4,0,24,0,6,0,36,0,36
31401,PUNATA,clasificacion general sistemica,otras causas,2002-01-01,0,0,5,0,5,0,18,0,7,0,35,0,35
30901,QUILLACOLLO,clasificacion general sistemica,otras causas,2002-01-01,17,0,11,0,13,0,23,0,10,0,74,0,74
21002,QUIME,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,2,0,0,0,3,0,3
70904,QUIRUSILLAS,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,4,0,14,0,1,0,21,0,21
50402,RAVELO,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,0,0,10,0,4,0,17,0,17
80301,REYES,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
80201,RIBERALTA,clasificacion general sistemica,otras causas,2002-01-01,77,0,91,0,72,0,208,0,30,0,478,0,478
70503,ROBORE,clasificacion general sistemica,otras causas,2002-01-01,21,0,18,0,3,0,28,0,2,0,72,0,72
40901,SABAYA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,5,0,14,0,4,0,23,0,23
31001,SACABA,clasificacion general sistemica,otras causas,2002-01-01,35,0,19,0,23,0,54,0,7,0,138,0,138
30404,SACABAMBA,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,0,0,8,0,6,0,17,0,17
50701,SACACA,clasificacion general sistemica,otras causas,2002-01-01,4,0,4,0,2,0,34,0,9,0,53,0,53
71302,SAIPINA,clasificacion general sistemica,otras causas,2002-01-01,7,0,2,0,1,0,14,0,1,0,25,0,25
40801,SALINAS DE GARCI MENDOZA,clasificacion general sistemica,otras causas,2002-01-01,0,0,4,0,7,0,18,0,14,0,43,0,43
70901,SAMAIPATA,clasificacion general sistemica,otras causas,2002-01-01,6,0,4,0,2,0,16,0,3,0,31,0,31
51601,SAN AGUSTIN,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,8,0,1,0,9,0,9
51003,SAN ANTONIO DE ESMORUCO,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
71105,SAN ANTONIO DE LOMERIO,clasificacion general sistemica,otras causas,2002-01-01,3,0,5,0,13,0,36,0,5,0,62,0,62
31403,SAN BENITO,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,1,0,0,0,2,0,2
80302,SAN BORJA,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,0,0,2,0,0,0,3,0,3
21502,SAN BUENA VENTURA,clasificacion general sistemica,otras causas,2002-01-01,0,0,6,0,4,0,15,0,0,0,25,0,25
70402,SAN CARLOS,clasificacion general sistemica,otras causas,2002-01-01,21,0,13,0,17,0,156,0,12,0,219,0,219
80501,SAN IGNACIO,clasificacion general sistemica,otras causas,2002-01-01,9,0,21,0,37,0,72,0,8,0,147,0,147
70301,SAN IGNACIO DE VELASCO,clasificacion general sistemica,otras causas,2002-01-01,45,0,45,0,68,0,347,0,30,0,535,0,535
80102,SAN JAVIER(BNI),clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,0,0,0,0,0,0,2,0,2
71102,SAN JAVIER(STC),clasificacion general sistemica,otras causas,2002-01-01,4,0,3,0,1,0,204,0,1,0,213,0,213
80701,SAN JOAQUIN,clasificacion general sistemica,otras causas,2002-01-01,4,0,1,0,3,0,17,0,0,0,25,0,25
70501,SAN JOSE DE CHIQUITOS,clasificacion general sistemica,otras causas,2002-01-01,13,0,29,0,15,0,72,0,6,0,135,0,135
71104,SAN JULIAN,clasificacion general sistemica,otras causas,2002-01-01,40,0,37,0,35,0,299,0,8,0,419,0,419
90302,SAN LORENZO(PND),clasificacion general sistemica,otras causas,2002-01-01,3,0,4,0,2,0,8,0,0,0,17,0,17
60501,SAN LORENZO(TJA),clasificacion general sistemica,otras causas,2002-01-01,30,0,44,0,40,0,91,0,15,0,220,0,220
10702,SAN LUCAS,clasificacion general sistemica,otras causas,2002-01-01,10,0,24,0,16,0,140,0,14,0,204,0,204
71201,SAN MATIAS,clasificacion general sistemica,otras causas,2002-01-01,109,0,56,0,24,0,174,0,1,0,364,0,364
70302,SAN MIGUEL DE VELASCO,clasificacion general sistemica,otras causas,2002-01-01,17,0,3,0,19,0,68,0,10,0,117,0,117
51001,SAN PABLO DE LIPEZ,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,16,0,0,0,17,0,17
50501,SAN PEDRO DE BUENA VISTA,clasificacion general sistemica,otras causas,2002-01-01,0,0,3,0,5,0,23,0,7,0,38,0,38
50902,SAN PEDRO DE QUEMES,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,3,0,1,0,5,0,5
21702,SAN PEDRO DE TIQUINA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,4,0,0,0,1,0,6,0,6
70303,SAN RAFAEL,clasificacion general sistemica,otras causas,2002-01-01,16,0,10,0,0,0,57,0,1,0,84,0,84
80702,SAN RAMON,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,2,0,31,0,1,0,34,0,34
80702,SAN RAMON,clasificacion general sistemica,otras causas,2002-01-01,28,0,4,0,6,0,32,0,12,0,82,0,82
80401,SANTA ANA,clasificacion general sistemica,otras causas,2002-01-01,0,0,2,0,0,0,26,0,5,0,33,0,33
70101,SANTA CRUZ DE LA SIERRA,clasificacion general sistemica,otras causas,2002-01-01,703,0,637,0,677,0,2583,0,483,0,5083,0,5083
80303,SANTA ROSA,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,1,0,13,0,1,0,17,0,17
70602,SANTA ROSA DEL SARA,clasificacion general sistemica,otras causas,2002-01-01,15,0,31,0,18,0,26,0,23,0,113,0,113
20308,SANTIAGO DE CALLAPA,clasificacion general sistemica,otras causas,2002-01-01,3,0,3,0,6,0,14,0,9,0,35,0,35
41401,SANTIAGO DE HUARI,clasificacion general sistemica,otras causas,2002-01-01,2,0,0,0,3,0,17,0,4,0,26,0,26
21901,SANTIAGO DE MACHACA,clasificacion general sistemica,otras causas,2002-01-01,0,0,1,0,0,0,3,0,0,0,4,0,4
30702,SANTIVAÑES,clasificacion general sistemica,otras causas,2002-01-01,1,0,0,0,1,0,5,0,1,0,8,0,8
40202,SANTUARIO DE QUILLACAS,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,1,0,4,0,0,0,5,0,5
20902,SAPAHAQUI,clasificacion general sistemica,otras causas,2002-01-01,1,0,1,0,8,0,8,0,2,0,20,0,20
90303,SENA,clasificacion general sistemica,otras causas,2002-01-01,1,0,2,0,0,0,6,0,0,0,9,0,9
21301,SICA SICA (VILLA AROMA),clasificacion general sistemica,otras causas,2002-01-01,3,0,3,0,4,0,41,0,12,0,63,0,63
30902,SIPE SIPE,clasificacion general sistemica,otras causas,2002-01-01,13,0,12,0,2,0,28,0,2,0,57,0,57
10403,SOPACHUY,clasificacion general sistemica,otras causas,2002-01-01,3,0,2,0,2,0,10,0,1,0,18,0,18
20601,SORATA,clasificacion general sistemica,otras causas,2002-01-01,0,0,0,0,0,0,4,0,2,0,6,0,6
10101,SUCRE,clasificacion general sistemica,otras causas,2002-01-01,78,0,184,0,197,0,1193,0,305,0,1957,0,1957
