codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres,dentro de establecimientos mujeres,fuera de establecimientos hombres,fuera de establecimientos mujeres,hombres total,mujeres total,total
30101,COCHABAMBA,mortalidad,muerte materna,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
50401,COLQUECHACA,mortalidad,muerte materna,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
20105,EL ALTO,mortalidad,muerte materna,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20101,LA PAZ,mortalidad,muerte materna,2014-01-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
31301,MIZQUE,mortalidad,muerte materna,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-01-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
10101,SUCRE,mortalidad,muerte materna,2014-01-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
21703,TITO YUPANQUI (PARQUIPUJIO),mortalidad,muerte materna,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
10704,VILLA CHARCAS,mortalidad,muerte materna,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
30101,COCHABAMBA,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20101,LA PAZ,mortalidad,muerte materna,2014-02-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
80801,MAGDALENA,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30302,MOROCHATA,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
40101,ORURO,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
51003,SAN ANTONIO DE ESMORUCO,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
80302,SAN BORJA,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
71103,SAN RAMON SCZ,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-02-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
10101,SUCRE,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10202,TARVITA,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
31003,VILLA TUNARI,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
21303,AYO AYO,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
10701,CAMARGO,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
