codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,1,3,0,0,2,3,5
20202,ANCORAIMES,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
30501,ARANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
30601,ARQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50802,ATOCHA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
20502,AYATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10201,AZURDUY,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50301,BETANZOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
21003,CAJUATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
21304,CALAMARCA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3
10701,CAMARGO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
70706,CAMIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
40102,CARACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
40201,CHALLAPATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3
21101,CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,1,0,2,0,0,1,3,4
20501,CHUMA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30801,CLIZA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,10,0,0,1,10,11
30101,COCHABAMBA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,1,0,3,1,9,0,0,2,13,15
30905,COLCAPIRHUA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31002,COLOMI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,2,0,1,0,0,1,3,4
21306,COLQUENCHA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
21004,COLQUIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20605,COMBAYA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21402,CORIPATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21401,COROICO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,4,0,1,1,5,6
40301,CORQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
71106,CUATRO CAÑADAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,2,1,0,0,3,1,4
40401,CURAHUARA DE CARANGAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
20105,EL ALTO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,1,0,0,0,0,1,5,3,58,0,1,4,65,69
70105,EL TORNO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
41101,EUCALIPTUS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
80202,GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
40701,HUANUNI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,1,0,0,0,0,0,0,3,2,0,0,3,3,6
10304,ICLA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10703,INCAHUASI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21102,IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20806,JESUS DE MACHACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70104,LA GUARDIA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,2,0,6,0,0,0,8,8
20101,LA PAZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,1,1,0,1,0,6,2,27,1,4,4,39,43
20901,LURIBAY,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
80801,MAGDALENA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
70903,MAIRANA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20607,MAPIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20103,MECAPACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,1,2,3,3,2,3,7,7,0,0,13,15,28
31301,MIZQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
10501,MONTEAGUDO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,2,3,0,0,3,3,6
71001,MONTERO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,6,0,0,0,7,7
30302,MOROCHATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
30203,OMEREQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40101,ORURO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10401,PADILLA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
70601,PORTACHUELO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
50101,POTOSI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,3,0,2,0,0,0,5,5
21201,PUCARANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
20401,PUERTO ACOSTA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
20403,PUERTO CARABUCO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21204,PUERTO PEREZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
71402,PUERTO QUIJARRO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
51101,PUNA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
31401,PUNATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,1,0,0,0,8,0,1,0,10,10
30901,QUILLACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,1,0,0,0,0,0,4,2,12,41,1,0,18,43,61
80201,RIBERALTA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
70503,ROBORE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
80304,RURRENABAQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31001,SACABA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,8,0,0,1,8,9
31403,SAN BENITO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21502,SAN BUENA VENTURA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
70402,SAN CARLOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
10702,SAN LUCAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
71201,SAN MATIAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
80401,SANTA ANA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
70101,SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,0,1,1,0,4,0,0,2,5,7
70602,SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
21301,SICA SICA (VILLA AROMA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30902,SIPE SIPE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,1,1,1,0,0,2,3,0,0,3,5,8
20601,SORATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
10101,SUCRE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
10601,TARABUCO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60101,TARIJA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
20803,TIAWANACU,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20606,TIPUANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31601,TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,15,0,7,0,0,0,22,22
21703,TITO YUPANQUI (PARQUIPUJIO),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
