codigo_municipio,municipio,grupo,variable,mes,total
10405,EL VILLAR,eventos - notificacion inmediata parte i,incendio,2020-05-01,1.0
20803,TIAHUANACU,eventos - notificacion inmediata parte i,incendio,2020-05-01,10.0
10304,ICLA,eventos - notificacion inmediata parte i,incendio,2020-06-01,9.0
60201,PADCAYA,eventos - notificacion inmediata parte i,incendio,2020-06-01,1.0
10101,SUCRE,eventos - notificacion inmediata parte i,incendio,2020-06-01,1.0
21601,GRAL. J.J. PEREZ (CHARAZANI),eventos - notificacion inmediata parte i,incendio,2020-07-01,1.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,incendio,2020-07-01,2.0
60201,PADCAYA,eventos - notificacion inmediata parte i,incendio,2020-08-01,1.0
31601,TIRAQUE (CBBA),eventos - notificacion inmediata parte i,incendio,2020-08-01,14.0
10405,EL VILLAR,eventos - notificacion inmediata parte i,incendio,2020-09-01,2.0
10502,HUACARETA,eventos - notificacion inmediata parte i,incendio,2020-09-01,23.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,incendio,2020-09-01,709.0
11003,MACHARETI,eventos - notificacion inmediata parte i,incendio,2020-09-01,691.0
80801,MAGDALENA,eventos - notificacion inmediata parte i,incendio,2020-09-01,1.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,incendio,2020-09-01,6.0
10401,PADILLA,eventos - notificacion inmediata parte i,incendio,2020-09-01,5.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,incendio,2020-09-01,2.0
10302,PRESTO,eventos - notificacion inmediata parte i,incendio,2020-09-01,38.0
70503,ROBORE,eventos - notificacion inmediata parte i,incendio,2020-09-01,1.0
70301,SAN IGNACIO DE VELASCO,eventos - notificacion inmediata parte i,incendio,2020-09-01,3327.0
70302,SAN MIGUEL DE VELASCO,eventos - notificacion inmediata parte i,incendio,2020-09-01,21.0
10101,SUCRE,eventos - notificacion inmediata parte i,incendio,2020-09-01,1.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,incendio,2020-09-01,2.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,incendio,2020-09-01,5.0
20701,APOLO,eventos - notificacion inmediata parte i,incendio,2020-10-01,21.0
71503,EL PUENTE(STC),eventos - notificacion inmediata parte i,incendio,2020-10-01,1.0
11003,MACHARETI,eventos - notificacion inmediata parte i,incendio,2020-10-01,1.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,incendio,2020-10-01,106.0
60201,PADCAYA,eventos - notificacion inmediata parte i,incendio,2020-10-01,18.0
10401,PADILLA,eventos - notificacion inmediata parte i,incendio,2020-10-01,6.0
70503,ROBORE,eventos - notificacion inmediata parte i,incendio,2020-10-01,2.0
70901,SAMAIPATA,eventos - notificacion inmediata parte i,incendio,2020-10-01,147.0
70301,SAN IGNACIO DE VELASCO,eventos - notificacion inmediata parte i,incendio,2020-10-01,10.0
70302,SAN MIGUEL DE VELASCO,eventos - notificacion inmediata parte i,incendio,2020-10-01,38.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,incendio,2020-10-01,8.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,incendio,2020-10-01,821.0
60302,CARAPARI,eventos - notificacion inmediata parte i,incendio,2020-11-01,1.0
10502,HUACARETA,eventos - notificacion inmediata parte i,incendio,2020-11-01,28.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,incendio,2020-11-01,29.0
10401,PADILLA,eventos - notificacion inmediata parte i,incendio,2020-11-01,5.0
70502,PAILON,eventos - notificacion inmediata parte i,incendio,2020-11-01,51.0
70901,SAMAIPATA,eventos - notificacion inmediata parte i,incendio,2020-11-01,137.0
80302,SAN BORJA,eventos - notificacion inmediata parte i,incendio,2020-11-01,27.0
70301,SAN IGNACIO DE VELASCO,eventos - notificacion inmediata parte i,incendio,2020-11-01,3.0
70302,SAN MIGUEL DE VELASCO,eventos - notificacion inmediata parte i,incendio,2020-11-01,1.0
20803,TIAHUANACU,eventos - notificacion inmediata parte i,incendio,2020-11-01,1.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,incendio,2020-11-01,8.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,incendio,2020-11-01,3.0
