codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,3,1,2,1,6,7
30201,AIQUILE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
41201,ANDAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,1,0,0,0,1,1,3,0,0,1,5,2,7
30402,ANZALDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30501,ARANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,2,1,1,1,3,2,5
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,6,4,14,3,5,0,25,7,32
20502,AYATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
30301,AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
60202,BERMEJO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
20905,CAIROMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21304,CALAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,1,1,0,2,1,1,0,4,2,6
70706,CAMIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30701,CAPINOTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,5,2,0,3,5,8
40102,CARACOLLO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
71403,CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50202,CHAYANTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,3,12,4,10,5,15,6,32,22,4,4,73,44,117
20501,CHUMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
51103,CKOCHAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
90101,COBIJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30303,COCAPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
30101,COCHABAMBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,3,4,9,4,9,6,100,34,328,167,45,50,494,265,759
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,9,4,11,2,15,9,26,21,3,1,64,37,101
31002,COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
21306,COLQUENCHA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
21004,COLQUIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,2,1,0,0,0,1,2,3
21402,CORIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,1,1,0,0,0,0,0,0,1,1,2,3
21401,COROICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,1,0,1,2,1,1,3,1,1,1,0,0,7,5,12
20105,EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,8,7,4,1,13,3,21,21,2,5,48,37,85
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70105,EL TORNO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
71004,FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
71002,GENERAL SAAVEDRA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
40701,HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,5,1,11,5,0,1,16,7,23
41601,HUAYLLAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3
20404,HUMANATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
21102,IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,1,5,1,0,2,6,6,12,11,2,4,25,25,50
20806,JESUS DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
21105,LA ASUNTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,2,2,5,3,5,1,6,5,0,0,18,11,29
20101,LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,1,0,0,0,2,0,2,0,5,3,1,0,11,3,14
21202,LAJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
50203,LLALLAGUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,7,0,0,1,7,8
70903,MAIRANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20103,MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,2,1,0,0,6,2,2,3,6,7,2,0,18,13,31
71003,MINEROS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,1,1,1,0,0,0,3,0,0,0,5,1,6
31301,MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
71001,MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,3,2,2,0,4,5,14,7,0,0,23,14,37
40101,ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20102,PALCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,1,0,2,4,2,2,1,0,6,6,12
21104,PALOS BLANCOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21305,PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
31203,POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70103,PORONGO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70804,POSTRER VALLE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50101,POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,1,0,1,0,1,0,5,1,0,1,8,2,10
20401,PUERTO ACOSTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
