codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
30101,COCHABAMBA,mortalidad,muerte materna,2013-01-01,0,2,0,0,0,2,2
10703,INCAHUASI,mortalidad,muerte materna,2013-01-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2013-01-01,0,6,0,1,0,7,7
40101,ORURO,mortalidad,muerte materna,2013-01-01,0,1,0,0,0,1,1
70502,PAILON,mortalidad,muerte materna,2013-01-01,0,0,0,1,0,1,1
50101,POTOSI,mortalidad,muerte materna,2013-01-01,0,2,0,0,0,2,2
90201,PUERTO RICO,mortalidad,muerte materna,2013-01-01,0,0,0,1,0,1,1
31205,PUERTO VILLARROEL,mortalidad,muerte materna,2013-01-01,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-01-01,0,2,0,1,0,3,3
71501,ASCENCION DE GUARAYOS,mortalidad,muerte materna,2013-02-01,0,1,0,0,0,1,1
21602,CURVA,mortalidad,muerte materna,2013-02-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2013-02-01,0,2,0,0,0,2,2
20101,LA PAZ,mortalidad,muerte materna,2013-02-01,0,2,0,0,0,2,2
31001,SACABA,mortalidad,muerte materna,2013-02-01,0,1,0,0,0,1,1
40801,SALINAS DE GARCI MENDOZA,mortalidad,muerte materna,2013-02-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-02-01,0,3,0,0,0,3,3
51301,ARAMPAMPA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2013-03-01,0,0,0,2,0,2,2
20101,LA PAZ,mortalidad,muerte materna,2013-03-01,0,1,0,0,0,1,1
50101,POTOSI,mortalidad,muerte materna,2013-03-01,0,1,0,0,0,1,1
80102,SAN JAVIER(BNI),mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
10702,SAN LUCAS,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-03-01,0,4,0,0,0,4,4
70602,SANTA ROSA DEL SARA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
90303,SENA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
50102,TINGUIPAYA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
60303,VILLA MONTES,mortalidad,muerte materna,2013-03-01,0,1,0,0,0,1,1
31402,VILLA RIVERO,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
10102,YOTALA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
20701,APOLO,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
22001,CARANAVI,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2013-04-01,0,2,0,0,0,2,2
60601,ENTRE RIOS TRJ,mortalidad,muerte materna,2013-04-01,0,1,0,0,0,1,1
40501,HUACHACALLA,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2013-04-01,0,4,0,1,0,5,5
40101,ORURO,mortalidad,muerte materna,2013-04-01,0,1,0,0,0,1,1
20403,PUERTO CARABUCO,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
80201,RIBERALTA,mortalidad,muerte materna,2013-04-01,0,2,0,0,0,2,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-04-01,0,6,0,0,0,6,6
10101,SUCRE,mortalidad,muerte materna,2013-04-01,0,2,0,0,0,2,2
60301,YACUIBA,mortalidad,muerte materna,2013-04-01,0,1,0,0,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2013-05-01,0,2,0,1,0,3,3
31202,POJO (CBBA),mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
50402,RAVELO,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
71104,SAN JULIAN,mortalidad,muerte materna,2013-05-01,0,1,0,0,0,1,1
31101,TAPACARI,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
51501,VILLAZON,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
10701,CAMARGO,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
