codigo_municipio,municipio,grupo,variable,mes,total
10103,POROMA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-01-01,2.0
10103,POROMA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-02-01,21.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-02-01,891.0
21103,YANACACHI,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-02-01,2.0
10201,AZURDUY,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-03-01,2.0
70706,CAMIRI,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-03-01,44.0
51103,CKOCHAS,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-03-01,2.0
11002,HUACAYA (VILLA DE HUACAYA),eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-03-01,1.0
70805,PUCARA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-03-01,3.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-03-01,14.0
10103,POROMA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-04-01,1.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-08-01,2.0
70805,PUCARA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-08-01,1.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-08-01,3.0
10402,TOMINA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-09-01,1.0
30601,ARQUE,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-10-01,4.0
21103,YANACACHI,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-11-01,33.0
10401,PADILLA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-12-01,26.0
10103,POROMA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2018-12-01,1.0
