codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,1,0,1,1,3,3,5,4,9
31303,ALALAY,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10404,ALCALA,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20202,ANCORAIMES,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,8,6,12,15,3,2,1,3,7,6,8,6,39,38,77
20701,APOLO,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,1,0,0,0,6,3,1,0,8,3,11
30501,ARANI,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,3,1,2,0,4,1,11,0,1,1,21,3,24
50802,ATOCHA,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
21303,AYO AYO,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,2,1,0,0,0,5,1,0,0,6,3,9
30301,AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
70707,BOYUIBE,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
70401,BUENA VISTA,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
21304,CALAMARCA,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,2,0,13,9,3,1,6,7,4,16,3,4,31,37,68
10701,CAMARGO,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
70706,CAMIRI,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
40102,CARACOLLO,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,2,1,1,0,3,1,2,4,4,1,12,7,19
22001,CARANAVI,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
71403,CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes",accidentes,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
