codigo_municipio,municipio,grupo,variable,mes,TOTAL
60202,BERMEJO,eventos - notificacion inmediata parte i,riada,2018-01-01,1.0
70401,BUENA VISTA,eventos - notificacion inmediata parte i,riada,2018-01-01,89.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,riada,2018-01-01,187.0
60302,CARAPARI,eventos - notificacion inmediata parte i,riada,2018-01-01,13.0
60502,EL PUENTE(TJA),eventos - notificacion inmediata parte i,riada,2018-01-01,28.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2018-01-01,106.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,riada,2018-01-01,1002.0
10903,LAS CARRERAS,eventos - notificacion inmediata parte i,riada,2018-01-01,804.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,riada,2018-01-01,2.0
80302,SAN BORJA,eventos - notificacion inmediata parte i,riada,2018-01-01,617.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,riada,2018-01-01,10.0
10403,SOPACHUY,eventos - notificacion inmediata parte i,riada,2018-01-01,3.0
50801,TUPIZA,eventos - notificacion inmediata parte i,riada,2018-01-01,586.0
51501,VILLAZON,eventos - notificacion inmediata parte i,riada,2018-01-01,277.0
60301,YACUIBA,eventos - notificacion inmediata parte i,riada,2018-01-01,1402.0
70403,YAPACANI,eventos - notificacion inmediata parte i,riada,2018-01-01,122.0
51103,CKOCHAS,eventos - notificacion inmediata parte i,riada,2018-02-01,3.0
21401,COROICO,eventos - notificacion inmediata parte i,riada,2018-02-01,122.0
50601,COTAGAITA,eventos - notificacion inmediata parte i,riada,2018-02-01,39.0
10902,CULPINA,eventos - notificacion inmediata parte i,riada,2018-02-01,168.0
20602,GUANAY,eventos - notificacion inmediata parte i,riada,2018-02-01,134.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2018-02-01,187.0
11003,MACHARETI,eventos - notificacion inmediata parte i,riada,2018-02-01,85.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,riada,2018-02-01,81.0
10103,POROMA,eventos - notificacion inmediata parte i,riada,2018-02-01,8.0
71302,SAIPINA,eventos - notificacion inmediata parte i,riada,2018-02-01,1.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,riada,2018-02-01,11.0
10101,SUCRE,eventos - notificacion inmediata parte i,riada,2018-02-01,24.0
20606,TIPUANI,eventos - notificacion inmediata parte i,riada,2018-02-01,681.0
10402,TOMINA,eventos - notificacion inmediata parte i,riada,2018-02-01,1.0
21302,UMALA,eventos - notificacion inmediata parte i,riada,2018-02-01,26.0
51501,VILLAZON,eventos - notificacion inmediata parte i,riada,2018-02-01,8.0
10201,AZURDUY,eventos - notificacion inmediata parte i,riada,2018-03-01,13.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2018-03-01,296.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,riada,2018-03-01,859.0
80304,RURRENABAQUE,eventos - notificacion inmediata parte i,riada,2018-03-01,205.0
70101,SANTA CRUZ DE LA SIERRA,eventos - notificacion inmediata parte i,riada,2018-03-01,1.0
10601,TARABUCO,eventos - notificacion inmediata parte i,riada,2018-03-01,3.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,riada,2018-03-01,27.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,riada,2018-03-01,73.0
70403,YAPACANI,eventos - notificacion inmediata parte i,riada,2018-03-01,85.0
10303,MOJOCOYA,eventos - notificacion inmediata parte i,riada,2018-04-01,3.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,riada,2018-08-01,1.0
10402,TOMINA,eventos - notificacion inmediata parte i,riada,2018-09-01,14.0
30601,ARQUE,eventos - notificacion inmediata parte i,riada,2018-10-01,1.0
10701,CAMARGO,eventos - notificacion inmediata parte i,riada,2018-10-01,398.0
60302,CARAPARI,eventos - notificacion inmediata parte i,riada,2018-10-01,6.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2018-10-01,103.0
10303,MOJOCOYA,eventos - notificacion inmediata parte i,riada,2018-10-01,13.0
51103,CKOCHAS,eventos - notificacion inmediata parte i,riada,2018-11-01,31.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2018-11-01,39.0
70703,CABEZAS,eventos - notificacion inmediata parte i,riada,2018-12-01,31.0
10903,LAS CARRERAS,eventos - notificacion inmediata parte i,riada,2018-12-01,89.0
10103,POROMA,eventos - notificacion inmediata parte i,riada,2018-12-01,9.0
20608,TEOPONTE,eventos - notificacion inmediata parte i,riada,2018-12-01,7.0
50102,TINGUIPAYA,eventos - notificacion inmediata parte i,riada,2018-12-01,4.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,riada,2018-12-01,2.0
51501,VILLAZON,eventos - notificacion inmediata parte i,riada,2018-12-01,125.0
