codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30201,AIQUILE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30501,ARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
30403,ARBIETO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50802,ATOCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
30301,AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10201,AZURDUY,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50301,BETANZOS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70401,BUENA VISTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70703,CABEZAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21003,CAJUATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21304,CALAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4
10701,CAMARGO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
70706,CAMIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
