codigo_municipio,municipio,grupo,variable,mes,total
50601,COTAGAITA,eventos - notificacion inmediata parte i,riada,2020-01-01,23.0
60502,EL PUENTE(TJA),eventos - notificacion inmediata parte i,riada,2020-01-01,50.0
10405,EL VILLAR,eventos - notificacion inmediata parte i,riada,2020-01-01,122.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2020-01-01,255.0
20601,SORATA,eventos - notificacion inmediata parte i,riada,2020-01-01,12.0
10704,VILLA CHARCAS,eventos - notificacion inmediata parte i,riada,2020-01-01,390.0
70702,CHARAGUA,eventos - notificacion inmediata parte i,riada,2020-02-01,250.0
50601,COTAGAITA,eventos - notificacion inmediata parte i,riada,2020-02-01,52.0
21602,CURVA,eventos - notificacion inmediata parte i,riada,2020-02-01,1.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2020-02-01,7.0
20806,JESUS DE MACHACA,eventos - notificacion inmediata parte i,riada,2020-02-01,4.0
60201,PADCAYA,eventos - notificacion inmediata parte i,riada,2020-02-01,1.0
50101,POTOSI,eventos - notificacion inmediata parte i,riada,2020-02-01,2.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,riada,2020-02-01,98.0
30903,TIQUIPAYA,eventos - notificacion inmediata parte i,riada,2020-02-01,169.0
10704,VILLA CHARCAS,eventos - notificacion inmediata parte i,riada,2020-02-01,17.0
10903,LAS CARRERAS,eventos - notificacion inmediata parte i,riada,2020-03-01,700.0
40802,PAMPA AULLAGAS,eventos - notificacion inmediata parte i,riada,2020-03-01,301.0
50801,TUPIZA,eventos - notificacion inmediata parte i,riada,2020-03-01,20.0
51501,VILLAZON,eventos - notificacion inmediata parte i,riada,2020-03-01,20.0
70403,YAPACANI,eventos - notificacion inmediata parte i,riada,2020-08-01,180.0
10201,AZURDUY,eventos - notificacion inmediata parte i,riada,2020-10-01,10.0
10701,CAMARGO,eventos - notificacion inmediata parte i,riada,2020-10-01,16.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,riada,2020-10-01,145.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,riada,2020-10-01,6.0
10903,LAS CARRERAS,eventos - notificacion inmediata parte i,riada,2020-10-01,33.0
10402,TOMINA,eventos - notificacion inmediata parte i,riada,2020-10-01,51.0
10404,ALCALA,eventos - notificacion inmediata parte i,riada,2020-11-01,251.0
90103,BOLPEBRA,eventos - notificacion inmediata parte i,riada,2020-12-01,21.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,riada,2020-12-01,4.0
50601,COTAGAITA,eventos - notificacion inmediata parte i,riada,2020-12-01,61.0
51501,VILLAZON,eventos - notificacion inmediata parte i,riada,2020-12-01,10.0
