codigo_municipio,municipio,grupo,variable,mes,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
20201,ACHACACHI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
60202,BERMEJO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
50301,BETANZOS,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
70401,BUENA VISTA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70703,CABEZAS,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
51102,"CAIZA ""D""",violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70706,CAMIRI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
30701,CAPINOTA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
22001,CARANAVI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
40201,CHALLAPATA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,3,0.0,6,0.0,0,0.0,9,,
50202,CHAYANTA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
21101,CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
30801,CLIZA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
30101,COCHABAMBA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,7,0.0,3,0.0,10,,
31002,COLOMI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
70603,COLPA BELGICA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
21306,COLQUENCHA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
21402,CORIPATA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,0,0.0,1,,1,,
21401,COROICO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
10902,CULPINA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
21602,CURVA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
20804,DESAGUADERO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
20105,EL ALTO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,1,0.0,2,0.0,86,0.0,0,0.0,89,,
70105,EL TORNO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
41101,EUCALIPTUS,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
71004,FERNANDEZ ALONSO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
20602,GUANAY,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
40701,HUANUNI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,5,,0,0.0,5,,
90402,INGAVI (HUMAITA),violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
21105,LA ASUNTA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
20101,LA PAZ,violencia  intrafamiliar,mujeres,2005-01-01,1,0.0,2,0.0,1,0.0,15,0.0,0,0.0,19,,
10903,LAS CARRERAS,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
50203,LLALLAGUA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,7,0.0,1,0.0,8,,
71003,MINEROS,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,3,0.0,1,0.0,5,,
31301,MIZQUE,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
10501,MONTEAGUDO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,4,0.0,0,0.0,5,,
71001,MONTERO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
40101,ORURO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
10401,PADILLA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,6,,0,0.0,6,,
31202,POJO (CBBA),violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
10103,POROMA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,2,,
50101,POTOSI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,5,0.0,3,0.0,0,0.0,8,,
20403,PUERTO CARABUCO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
90201,PUERTO RICO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
31205,PUERTO VILLARROEL,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,5,,0,0.0,5,,
51101,PUNA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
31401,PUNATA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,5,0.0,0,0.0,6,,
80201,RIBERALTA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
31001,SACABA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
20805,SAN ANDRES DE MACHACA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70301,SAN IGNACIO DE VELASCO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,4,,
70404,SAN JUAN DE YAPACANI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
60501,SAN LORENZO(TJA),violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70302,SAN MIGUEL DE VELASCO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
21702,SAN PEDRO DE TIQUINA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70101,SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,6,,0,0.0,6,,
70602,SANTA ROSA DEL SARA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,2,,0,0.0,0,0.0,2,,
41401,SANTIAGO DE HUARI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
30902,SIPE SIPE,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
10403,SOPACHUY,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
20601,SORATA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
10101,SUCRE,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
31101,TAPACARI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
10202,TARVITA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,1,0.0,3,0.0,1,0.0,5,,
20606,TIPUANI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
80101,TRINIDAD,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
50801,TUPIZA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,1,0.0,1,0.0,9,0.0,0,0.0,11,,
20801,VIACHA,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
60303,VILLA MONTES,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
31003,VILLA TUNARI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,7,,0,0.0,7,,
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
51501,VILLAZON,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,2,0.0,12,0.0,1,0.0,15,,
30904,VINTO,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70201,WARNES,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
10602,YAMPARAEZ,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
70403,YAPACANI,violencia  intrafamiliar,mujeres,2005-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
51302,ACACIO,violencia  intrafamiliar,mujeres,2005-02-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
20201,ACHACACHI,violencia  intrafamiliar,mujeres,2005-02-01,0,0.0,0,0.0,0,0.0,4,0.0,1,0.0,5,,
30402,ANZALDO,violencia  intrafamiliar,mujeres,2005-02-01,0,0.0,0,0.0,1,0.0,5,0.0,0,0.0,6,,
