codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
20503,AUCAPATA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
50702,CARIPUYO,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
90101,COBIJA,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,mortalidad,muerte menor de 1 ano,2014-01-01,14.0,8.0,0.0,0.0,14.0,8.0,22.0
50401,COLQUECHACA,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,1.0,1.0,2.0,1.0,3.0
70704,CUEVO,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10902,CULPINA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
20105,EL ALTO,mortalidad,muerte menor de 1 ano,2014-01-01,8.0,4.0,8.0,3.0,16.0,7.0,23.0
20405,ESCOMA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
80202,GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
21102,IRUPANA (VILLA DE LANZA),mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
21501,IXIAMAS,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
20101,LA PAZ,mortalidad,muerte menor de 1 ano,2014-01-01,32.0,7.0,4.0,1.0,36.0,8.0,44.0
20901,LURIBAY,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
40702,MACHACAMARCA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10501,MONTEAGUDO,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
50404,OCURI,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
40101,ORURO,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
70502,PAILON,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
21104,PALOS BLANCOS,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
50101,POTOSI,mortalidad,muerte menor de 1 ano,2014-01-01,2.0,6.0,2.0,3.0,4.0,9.0,13.0
80201,RIBERALTA,mortalidad,muerte menor de 1 ano,2014-01-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
80304,RURRENABAQUE,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
50701,SACACA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
