codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres,dentro de establecimientos mujeres,fuera de establecimientos hombres,fuera de establecimientos mujeres,hombres total,mujeres total,total
80302,SAN BORJA,mortalidad,muerte materna,2011-09-01,0,1,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-09-01,0,4,0,0,0,4,4
21301,SICA SICA (VILLA AROMA),mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
10201,AZURDUY,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2011-10-01,0,3,0,0,0,3,3
40301,CORQUE,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2011-10-01,0,1,0,0,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2011-10-01,0,2,0,0,0,2,2
40101,ORURO,mortalidad,muerte materna,2011-10-01,0,1,0,0,0,1,1
80304,RURRENABAQUE,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-10-01,0,1,0,0,0,1,1
31101,TAPACARI,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
31601,TIRAQUE (CBBA),mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
60303,VILLA MONTES,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
70706,CAMIRI,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
50702,CARIPUYO,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
70702,CHARAGUA,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
30303,COCAPATA,mortalidad,muerte materna,2011-11-01,0,0,0,2,0,2,2
20105,EL ALTO,mortalidad,muerte materna,2011-11-01,0,2,0,0,0,2,2
20101,LA PAZ,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
30302,MOROCHATA,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
10401,PADILLA,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
50701,SACACA,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
21502,SAN BUENA VENTURA,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
80501,SAN IGNACIO,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
70301,SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-11-01,0,2,0,0,0,2,2
10101,SUCRE,mortalidad,muerte materna,2011-11-01,0,2,0,0,0,2,2
20606,TIPUANI,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
80101,TRINIDAD,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
51102,"CAIZA ""D""",mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
51103,CKOCHAS,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
30303,COCAPATA,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2011-12-01,0,2,0,0,0,2,2
21004,COLQUIRI,mortalidad,muerte materna,2011-12-01,0,0,0,2,0,2,2
50601,COTAGAITA,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
40101,ORURO,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
80201,RIBERALTA,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
20601,SORATA,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
31101,TAPACARI,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
80101,TRINIDAD,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
