codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
22001,CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,2,0,0,1,2,3
60302,CARAPARI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
50702,CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
21902,CATACORA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
40201,CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,4,4,3,4,7,11
70702,CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,1,0,0,1,1,2
50202,CHAYANTA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
20501,CHUMA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,2,2,2,4
51103,CKOCHAS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
90101,COBIJA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,4,0,0,0,4,0,4
30101,COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,7,7,0,1,7,8,15
30905,COLCAPIRHUA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,0,1,1,1,2
21307,COLLANA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,2,0,2,2
31002,COLOMI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,3,4,3,4,7
70603,COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
50401,COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,1,2,1,3
21306,COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
20304,COMANCHE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,0,2,0,2
71301,COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,3,4,3,4,7
71101,CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,1,2,1,3,4
21701,COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
21402,CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
21401,COROICO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,0,0,1,1
50601,COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,4,1,4,1,5
70102,COTOCA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,5,4,5,4,9
10902,CULPINA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,2,2,2,4
40401,CURAHUARA DE CARANGAS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,2,0,0,2,2,2,4
20804,DESAGUADERO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
20105,EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,11,18,34,35,45,53,98
70105,EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,1,9,4,10,5,15
60601,ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,4,2,4,6
41101,EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,2,0,2,2
21601,GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
20602,GUANAY,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
80202,GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,3,0,2,1,5,6
70705,GUTIERREZ,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,0,2,0,2
40701,HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,3,1,4,1,5
20206,HUATAJATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
20404,HUMANATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
10703,INCAHUASI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
21102,IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,5,0,5,0,5
20806,JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,4,0,4,0,4
21105,LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,1,3,0,4,1,5
70104,LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,5,1,5,1,6
20101,LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,102,107,71,87,173,194,367
70701,LAGUNILLAS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
21202,LAJA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,2,1,2,3
10903,LAS CARRERAS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
50203,LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,8,6,8,7,15
20901,LURIBAY,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,0,2,0,2
40702,MACHACAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,1,0,2,2
80801,MAGDALENA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
70903,MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
20607,MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,0,1,1,1,2
20103,MECAPACA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,2,2,2,3,5
20402,MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
10501,MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,2,0,3,0,3
71001,MONTERO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,4,3,4,4,8,7,15
90401,NACEBE (SANTA ROSA DEL ABUNA),mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
50404,OCURI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,0,0,1,1
40101,ORURO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,19,26,2,0,21,26,47
60201,PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
10401,PADILLA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,2,1,3,1,4
70502,PAILON,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
20102,PALCA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,3,2,3,5
21104,PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,2,1,2,3
21802,PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
21305,PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
20702,PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
50403,POCOATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,4,1,4,1,5
31203,POCONA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
70103,PORONGO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,0,2,0,2
70601,PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,4,1,4,2,6
70804,POSTRER VALLE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
50101,POTOSI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,14,15,0,1,14,16,30
21201,PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,3,1,3,1,4
90301,PUERTO GONZALO MORENO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,0,2,0,2
21204,PUERTO PEREZ,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,2,2,2,4
31205,PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,1,0,2,0,2
51101,PUNA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
31401,PUNATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,2,2,12,9,14,11,25
20604,QUIABAYA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
30901,QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,3,5,3,5,8
21002,QUIME,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
50402,RAVELO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,1,1,1,2
80201,RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,4,7,3,2,7,9,16
70503,ROBORE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,2,0,0,0,2,0,2
80304,RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,8,3,8,4,12
31001,SACABA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,8,7,8,7,15
50701,SACACA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
71302,SAIPINA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
40801,SALINAS DE GARCI MENDOZA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,0,0,1,1
70901,SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,2,1,2,3
51601,SAN AGUSTIN,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
31403,SAN BENITO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,4,0,4,4
80302,SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,2,1,0,0,2,1,3
70402,SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,3,3,3,3,6
80501,SAN IGNACIO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,3,4,3,5,8
71102,SAN JAVIER(STC),mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,1,0,2,0,2
70501,SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,6,5,6,6,12
10702,SAN LUCAS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,4,2,5,2,7
70302,SAN MIGUEL DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
71005,SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,1,0,2,2
21702,SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
80401,SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,2,0,2,1,3
70101,SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,109,105,83,75,192,180,372
70602,SANTA ROSA DEL SARA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
21901,SANTIAGO DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,2,0,2,2
20902,SAPAHAQUI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,1,2,1,3
90303,SENA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
31602,SHINAOTA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,1,1,2,1,3
21301,SICA SICA (VILLA AROMA),mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,2,0,2,2
20601,SORATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,1,0,2,2
10101,SUCRE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,18,21,10,1,28,22,50
10601,TARABUCO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
60101,TARIJA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,13,12,4,5,17,17,34
10202,TARVITA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,2,0,2,2
20803,TIAWANACU,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,2,1,2,3
50102,TINGUIPAYA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,0,2,0,2
20606,TIPUANI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
30803,TOLATA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
51202,TOMAVE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,2,1,2,1,3
70802,TRIGAL,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,0,1,0,1,1
80101,TRINIDAD,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,15,8,5,4,20,12,32
50801,TUPIZA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,1,0,0,0,1,1
21302,UMALA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
71502,URUBICHA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
51201,UYUNI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,2,1,2,3
70801,VALLEGRANDE,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
20801,VIACHA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,5,1,5,1,6
10704,VILLA CHARCAS,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,2,1,2,3
31003,VILLA TUNARI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,1,0,1,2,2,2,4
30904,VINTO,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
70201,WARNES,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,5,2,5,2,7
60301,YACUIBA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,8,2,0,0,8,2,10
70403,YAPACANI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
20201,ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
20104,ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,0,3,0,3
20701,APOLO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
30601,ARQUE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
71501,ASCENCION DE GUARAYOS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,0,0,1,0,1
20503,AUCAPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
20502,AYATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
21303,AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
21203,BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,4,1,4,1,5
41202,BELEN DE ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
50301,BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
70707,BOYUIBE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
20905,CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,5,2,5,7
21003,CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
21304,CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
10701,CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
70706,CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,1,2,0,5,1,6
30701,CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
40102,CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
22001,CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,2,2,2,3,4,7
60302,CARAPARI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
50702,CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
21902,CATACORA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
40201,CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,2,3,2,5
50302,CHAQUI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
70702,CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
31204,CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
90101,COBIJA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,2,0,0,3,2,5
30101,COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,9,8,2,0,11,8,19
50901,"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
21307,COLLANA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
31002,COLOMI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,3,3,3,6
70603,COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
50401,COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,0,3,0,3
21306,COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
20304,COMANCHE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
71301,COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,1,1,1,2,3
71101,CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,2,2,2,3,5
21402,CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
21401,COROICO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,2,1,1,3,3,6
50601,COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,4,2,4,6
70102,COTOCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,2,2,2,4
10902,CULPINA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,0,1,1,3,1,4
40401,CURAHUARA DE CARANGAS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
20804,DESAGUADERO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
20105,EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,11,10,39,32,50,42,92
60502,EL PUENTE(TJA),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
70105,EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,2,3,7,5,9,14
10405,EL VILLAR,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
60601,ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
20405,ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,0,0,1,0,1
41101,EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
71004,FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
21601,GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
20602,GUANAY,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,1,1,2,1,3
20802,GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
80202,GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,8,2,8,3,11
70705,GUTIERREZ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,0,1,1,1,2
40701,HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,2,3,2,5
20206,HUATAJATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
21005,ICHOCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
10304,ICLA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,0,3,0,3
20806,JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
21105,LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
70104,LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,6,3,6,3,9
20101,LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,82,85,57,73,139,158,297
21202,LAJA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,2,2,2,4
10903,LAS CARRERAS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
50203,LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,3,2,2,2,5,7
20901,LURIBAY,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
40702,MACHACAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
11003,MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
70903,MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,0,0,0,3,0,3
20607,MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,0,0,0,1,1
20103,MECAPACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
20402,MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,2,1,2,2,4
10501,MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,0,1,4,4,4,8
71001,MONTERO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,6,3,3,1,9,4,13
40101,ORURO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,18,21,3,2,21,23,44
60201,PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
10401,PADILLA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,2,2,1,2,3,5
70502,PAILON,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,2,3,2,5
20102,PALCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
21104,PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
70902,PAMPA GRANDE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,0,3,0,3
21802,PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
21305,PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
20702,PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
50403,POCOATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,3,1,3,4
31202,POJO (CBBA),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
70601,PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,1,2,1,3,2,5
50101,POTOSI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,19,10,0,1,19,11,30
21201,PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,3,1,3,4
20401,PUERTO ACOSTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
20403,PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
