codigo_municipio,municipio,grupo,variable,mes,total
10404,ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,448.0
50702,CARIPUYO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,81.0
20402,MOCOMOCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,181.0
60201,PADCAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,46.0
10103,POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,6.0
10101,SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,7.0
31101,TAPACARI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,42.0
50801,TUPIZA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,1.0
10704,VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,2.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,131.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-01-01,196.0
50301,BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-02-01,11.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-02-01,211.0
50404,OCURI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-02-01,41.0
10903,LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-03-01,520.0
40802,PAMPA AULLAGAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-03-01,302.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-03-01,42.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-03-01,263.0
10404,ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-04-01,130.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-04-01,185.0
10401,PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-04-01,146.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-04-01,1.0
10404,ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-05-01,177.0
10405,EL VILLAR,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-05-01,2.0
70902,PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-05-01,98.0
