codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres,dentro de establecimientos mujeres,fuera de establecimientos hombres,fuera de establecimientos mujeres,hombres total,mujeres total,total
21304,CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
10701,CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
70706,CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,3,1,3,4,6,5,11
30701,CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
40102,CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,3,3,3,6
22001,CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,2,1,3,1,4
21803,CHACARILLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
40201,CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,8,7,9,7,16
70702,CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,3,0,1,2,4,6
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,2,0,3,0,3
20501,CHUMA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
90101,COBIJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
30101,COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,22,12,4,9,26,21,47
30905,COLCAPIRHUA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
50901,"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
21307,COLLANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
31002,COLOMI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,3,1,3,4
70603,COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,4,1,4,5
21306,COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
20304,COMANCHE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
71301,COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
71101,CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,1,0,1,1,2
21701,COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,6,3,6,3,9
21402,CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,3,0,3,3
20301,CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
21401,COROICO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,1,2,2,4,3,7
40301,CORQUE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
70102,COTOCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
20804,DESAGUADERO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
20105,EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,11,8,23,34,34,42,76
70105,EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,4,0,0,2,4,2,6
10405,EL VILLAR,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
60601,ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
31206,ENTRE RIOS CBBA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
41101,EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
20602,GUANAY,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
20802,GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,3,2,3,5
80202,GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,4,0,1,1,5,1,6
40701,HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,3,2,3,5
20404,HUMANATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
21005,ICHOCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
10304,ICLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
90402,INGAVI (HUMAITA),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
21001,INQUISIVI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
20806,JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,1,4,1,5
21105,LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,2,2,5,2,7,9
70104,LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,89,95,33,47,122,142,264
70701,LAGUNILLAS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
21202,LAJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
50203,LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,4,0,4,4
11003,MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
70903,MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
20607,MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
71003,MINEROS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
20402,MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
10501,MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,2,3,1,4,3,7
71001,MONTERO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,5,0,5,6,10,6,16
30302,MOROCHATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,1,3,1,4
70202,OKINAWA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
40101,ORURO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,11,12,1,0,12,12,24
10401,PADILLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
21104,PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,5,0,5,0,5
70902,PAMPA GRANDE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,0,3,0,3
30202,PASORAPA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
21305,PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,3,1,3,4
20702,PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
50403,POCOATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
70103,PORONGO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
70601,PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,0,0,0,2,0,2
50101,POTOSI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,12,14,1,0,13,14,27
10302,PRESTO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
21201,PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,0,4,0,4
20403,PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,3,0,3,3
31205,PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,0,1,0,3,0,3
31401,PUNATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,3,4,3,7
30901,QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,8,2,8,2,10
21002,QUIME,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
50402,RAVELO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
80201,RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,13,3,5,1,18,4,22
70503,ROBORE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,2,2,3,3,6
80304,RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,0,0,0,2,0,2
31001,SACABA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,6,9,6,9,15
71302,SAIPINA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
70901,SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
51601,SAN AGUSTIN,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
80302,SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
21502,SAN BUENA VENTURA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
70402,SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,1,0,2,2
70301,SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,1,4,1,6,2,8
70501,SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
10702,SAN LUCAS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,2,2,2,4
51001,SAN PABLO DE LIPEZ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
71005,SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
21702,SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
80401,SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,0,0,1,1,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,49,38,2,3,51,41,92
21901,SANTIAGO DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
31602,SHINAOTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
21301,SICA SICA (VILLA AROMA),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
10101,SUCRE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,20,17,9,6,29,23,52
10601,TARABUCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,3,3,4,3,7
30401,TARATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
60101,TARIJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,23,20,7,2,30,22,52
10202,TARVITA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
50102,TINGUIPAYA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
20606,TIPUANI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,1,3,1,4
41001,TOLEDO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
10402,TOMINA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
80101,TRINIDAD,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,20,11,10,4,30,15,45
50801,TUPIZA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,1,2,2,2,4
40402,TURCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
21302,UMALA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
51201,UYUNI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,2,3,2,5
20801,VIACHA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
60303,VILLA MONTES,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,5,2,6,3,9
10801,VILLA SERRANO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
31003,VILLA TUNARI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,2,4,2,6
51501,VILLAZON,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,1,1,2,2,4
20306,WALDO BALLIVIAN,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
70201,WARNES,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
60301,YACUIBA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,8,3,1,1,9,4,13
10602,YAMPARAEZ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
50103,YOCALLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,3,0,3,3
51302,ACACIO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
20201,ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,3,1,3,4
20104,ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
31303,ALALAY,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
22002,ALTO BENI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
20202,ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
41201,ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
30402,ANZALDO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
20701,APOLO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
51301,ARAMPAMPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
71501,ASCENCION DE GUARAYOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
20502,AYATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
21303,AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,3,0,3,3
21203,BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
50104,BELEN DE URMIRI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
60202,BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,2,0,3,0,3
50301,BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,3,5,3,8
70401,BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
20905,CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
20303,CALACOTO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
21304,CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,3,3,3,6
70706,CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,1,1,3,3,4,7
40102,CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,2,2,2,4
22001,CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,0,1,0,2,2
40201,CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,1,3,2,3,5
70702,CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,0,1,1,3,1,4
20305,CHARAÑA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
50202,CHAYANTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
31204,CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,2,2,1,4,3,7
90101,COBIJA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,2,0,0,1,2,3
30101,COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,10,14,4,4,14,18,32
30905,COLCAPIRHUA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,0,0,0,1,1
50901,"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
31002,COLOMI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,9,4,9,4,13
70603,COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
50401,COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,3,3,3,6
21306,COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
71301,COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,0,3,0,3
71101,CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
21701,COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,3,3,3,6
21402,CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,0,3,0,3
20301,CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
21401,COROICO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
50601,COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,4,3,4,7
70102,COTOCA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,0,3,0,3
71106,CUATRO CAÑADAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
70704,CUEVO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,1,3,1,4
21602,CURVA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
20105,EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,12,14,43,51,55,65,120
71503,EL PUENTE(STC),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
70105,EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,6,1,1,0,7,1,8
60601,ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,1,3,1,4
20405,ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,1,1,1,2
41101,EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,2,2,2,4
71004,FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
21601,GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,0,5,0,5
20602,GUANAY,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
80202,GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,3,0,1,3,4,3,7
40701,HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,1,5,1,6
10304,ICLA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
21102,IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
20806,JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
21105,LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,2,5,2,7
70104,LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,1,2,1,3,4
20101,LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,101,81,59,47,160,128,288
70701,LAGUNILLAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
21006,LICOMA PAMPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
50203,LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,3,4,2,4,5,9
11003,MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
70903,MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,2,2,3,2,5
31301,MIZQUE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
20402,MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
10501,MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,3,3,4,3,7
71001,MONTERO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,3,1,3,2,5
20307,NAZACARA DE PACAJES,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
30203,OMEREQUE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
40101,ORURO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,12,7,1,0,13,7,20
60201,PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
10401,PADILLA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
70502,PAILON,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
21104,PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
21802,PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
30202,PASORAPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
21305,PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
20702,PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
31203,POCONA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
70601,PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,1,1,1,2
50101,POTOSI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,23,15,1,0,24,15,39
21201,PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,4,6,4,6,10
20403,PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,4,1,4,5
21204,PUERTO PEREZ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
90201,PUERTO RICO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
71401,PUERTO SUAREZ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,1,0,2,0,2
31205,PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,3,0,4,0,7,0,7
51101,PUNA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
31401,PUNATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,1,8,10,10,11,21
30901,QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,8,4,8,4,12
21002,QUIME,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,3,1,4,1,5
80201,RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,8,5,1,2,9,7,16
70503,ROBORE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,1,0,0,1,1,2
80304,RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,3,0,0,1,3,4
31001,SACABA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,6,7,6,7,13
50701,SACACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
70901,SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,3,0,3,2,6,2,8
20805,SAN ANDRES DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
80302,SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,1,0,0,2,1,3
21502,SAN BUENA VENTURA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
70402,SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,2,1,2,3
