codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres,dentro de establecimientos mujeres,fuera de establecimientos hombres,fuera de establecimientos mujeres,hombres total,mujeres total,total
10404,ALCALA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
22001,CARANAVI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
70702,CHARAGUA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
20305,CHARAÑA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
90101,COBIJA,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,0,0,0,1,0,1
30101,COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-01-01,2,1,0,0,2,1,3
31002,COLOMI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
50401,COLQUECHACA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-01-01,3,3,2,1,5,4,9
80202,GUAYARAMERIN,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
10304,ICLA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
20101,LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-01-01,8,5,0,2,8,7,15
70701,LAGUNILLAS,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
50203,LLALLAGUA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
71001,MONTERO,mortalidad,muerte rn menor de 7 dias,2011-01-01,2,0,0,0,2,0,2
30302,MOROCHATA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
50404,OCURI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
40101,ORURO,mortalidad,muerte rn menor de 7 dias,2011-01-01,3,4,0,0,3,4,7
10401,PADILLA,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,0,0,0,1,0,1
