codigo_municipio,municipio,grupo,variable,mes,hombres menores a 2 años,mujeres menores a 2 años,hombres de 2 a 4 años,mujeres de 2 a 4 años,hombres total,mujeres total,total
31501,BOLIVAR,desnutricion global,desnutricion leve (l),2005-01-01,25,29,33,32,58,61,119
90103,BOLPEBRA,desnutricion global,desnutricion leve (l),2005-01-01,1,0,2,1,3,1,4
70707,BOYUIBE,desnutricion global,desnutricion leve (l),2005-01-01,5,10,7,3,12,13,25
70401,BUENA VISTA,desnutricion global,desnutricion leve (l),2005-01-01,24,13,25,37,49,50,99
70703,CABEZAS,desnutricion global,desnutricion leve (l),2005-01-01,32,24,21,29,53,53,106
20905,CAIROMA,desnutricion global,desnutricion leve (l),2005-01-01,38,28,33,37,71,65,136
51102,"CAIZA ""D""",desnutricion global,desnutricion leve (l),2005-01-01,21,28,17,38,38,66,104
21003,CAJUATA,desnutricion global,desnutricion leve (l),2005-01-01,18,14,27,19,45,33,78
20303,CALACOTO,desnutricion global,desnutricion leve (l),2005-01-01,4,2,3,5,7,7,14
21304,CALAMARCA,desnutricion global,desnutricion leve (l),2005-01-01,36,37,31,45,67,82,149
10701,CAMARGO,desnutricion global,desnutricion leve (l),2005-01-01,66,59,63,92,129,151,280
10901,CAMATAQUI (C. VILLA ABECIA),desnutricion global,desnutricion leve (l),2005-01-01,7,12,14,13,21,25,46
70706,CAMIRI,desnutricion global,desnutricion leve (l),2005-01-01,64,61,57,47,121,108,229
30701,CAPINOTA,desnutricion global,desnutricion leve (l),2005-01-01,31,34,24,19,55,53,108
20302,CAQUIAVIRI,desnutricion global,desnutricion leve (l),2005-01-01,12,13,7,8,19,21,40
40102,CARACOLLO,desnutricion global,desnutricion leve (l),2005-01-01,31,20,22,25,53,45,98
22001,CARANAVI,desnutricion global,desnutricion leve (l),2005-01-01,71,65,82,89,153,154,307
41503,CARANGAS,desnutricion global,desnutricion leve (l),2005-01-01,0,1,0,1,0,2,2
60302,CARAPARI,desnutricion global,desnutricion leve (l),2005-01-01,11,7,9,10,20,17,37
21902,CATACORA,desnutricion global,desnutricion leve (l),2005-01-01,9,3,8,11,17,14,31
21803,CHACARILLA,desnutricion global,desnutricion leve (l),2005-01-01,1,2,2,0,3,2,5
40201,CHALLAPATA,desnutricion global,desnutricion leve (l),2005-01-01,34,32,43,50,77,82,159
50302,CHAQUI,desnutricion global,desnutricion leve (l),2005-01-01,9,1,8,0,17,1,18
70702,CHARAGUA,desnutricion global,desnutricion leve (l),2005-01-01,48,42,66,55,114,97,211
20305,CHARAÑA,desnutricion global,desnutricion leve (l),2005-01-01,6,8,8,6,14,14,28
50202,CHAYANTA,desnutricion global,desnutricion leve (l),2005-01-01,62,43,45,127,107,170,277
31204,CHIMORE,desnutricion global,desnutricion leve (l),2005-01-01,12,13,17,23,29,36,65
40903,CHIPAYA,desnutricion global,desnutricion leve (l),2005-01-01,0,5,3,5,3,10,13
40302,CHOQUE COTA,desnutricion global,desnutricion leve (l),2005-01-01,1,2,5,1,6,3,9
21101,CHULUMANI (V. DE LA LIBERTAD),desnutricion global,desnutricion leve (l),2005-01-01,9,5,4,4,13,9,22
20501,CHUMA,desnutricion global,desnutricion leve (l),2005-01-01,14,10,17,14,31,24,55
30801,CLIZA,desnutricion global,desnutricion leve (l),2005-01-01,31,29,13,17,44,46,90
90101,COBIJA,desnutricion global,desnutricion leve (l),2005-01-01,38,15,63,27,101,42,143
30101,COCHABAMBA,desnutricion global,desnutricion leve (l),2005-01-01,306,274,170,169,476,443,919
30905,COLCAPIRHUA,desnutricion global,desnutricion leve (l),2005-01-01,23,15,14,20,37,35,72
50901,"COLCHA ""K""",desnutricion global,desnutricion leve (l),2005-01-01,7,7,9,8,16,15,31
21307,COLLANA,desnutricion global,desnutricion leve (l),2005-01-01,2,0,3,0,5,0,5
31002,COLOMI,desnutricion global,desnutricion leve (l),2005-01-01,26,26,18,21,44,47,91
70603,COLPA BELGICA,desnutricion global,desnutricion leve (l),2005-01-01,2,6,10,12,12,18,30
50401,COLQUECHACA,desnutricion global,desnutricion leve (l),2005-01-01,38,47,33,36,71,83,154
21306,COLQUENCHA,desnutricion global,desnutricion leve (l),2005-01-01,23,14,15,20,38,34,72
21004,COLQUIRI,desnutricion global,desnutricion leve (l),2005-01-01,44,38,41,49,85,87,172
20304,COMANCHE,desnutricion global,desnutricion leve (l),2005-01-01,0,2,2,2,2,4,6
71301,COMARAPA,desnutricion global,desnutricion leve (l),2005-01-01,48,34,17,19,65,53,118
20605,COMBAYA,desnutricion global,desnutricion leve (l),2005-01-01,2,2,0,2,2,4,6
71101,CONCEPCION,desnutricion global,desnutricion leve (l),2005-01-01,35,0,1,0,36,0,36
21701,COPACABANA,desnutricion global,desnutricion leve (l),2005-01-01,28,12,21,7,49,19,68
21402,CORIPATA,desnutricion global,desnutricion leve (l),2005-01-01,4,2,3,2,7,4,11
20301,CORO CORO,desnutricion global,desnutricion leve (l),2005-01-01,23,8,13,14,36,22,58
21401,COROICO,desnutricion global,desnutricion leve (l),2005-01-01,13,9,8,6,21,15,36
40301,CORQUE,desnutricion global,desnutricion leve (l),2005-01-01,7,7,11,11,18,18,36
50601,COTAGAITA,desnutricion global,desnutricion leve (l),2005-01-01,73,51,94,93,167,144,311
70102,COTOCA,desnutricion global,desnutricion leve (l),2005-01-01,41,30,21,16,62,46,108
71106,CUATRO CAÑADAS,desnutricion global,desnutricion leve (l),2005-01-01,5,0,15,0,20,0,20
31405,CUCHUMUELA (V. G. VILLARROEL),desnutricion global,desnutricion leve (l),2005-01-01,3,8,4,2,7,10,17
70704,CUEVO,desnutricion global,desnutricion leve (l),2005-01-01,7,12,11,16,18,28,46
10902,CULPINA,desnutricion global,desnutricion leve (l),2005-01-01,77,57,105,109,182,166,348
40401,CURAHUARA DE CARANGAS,desnutricion global,desnutricion leve (l),2005-01-01,7,4,3,7,10,11,21
21602,CURVA,desnutricion global,desnutricion leve (l),2005-01-01,17,4,14,10,31,14,45
20804,DESAGUADERO,desnutricion global,desnutricion leve (l),2005-01-01,8,5,5,1,13,6,19
20105,EL ALTO,desnutricion global,desnutricion leve (l),2005-01-01,974,833,564,567,1538,1400,2938
40103,EL CHORO,desnutricion global,desnutricion leve (l),2005-01-01,0,2,3,3,3,5,8
60502,EL PUENTE(TJA),desnutricion global,desnutricion leve (l),2005-01-01,26,18,38,58,64,76,140
70105,EL TORNO,desnutricion global,desnutricion leve (l),2005-01-01,19,15,22,27,41,42,83
10405,EL VILLAR,desnutricion global,desnutricion leve (l),2005-01-01,13,17,42,36,55,53,108
60601,ENTRE RIOS,desnutricion global,desnutricion leve (l),2005-01-01,25,16,25,31,50,47,97
60601,ENTRE RIOS,desnutricion global,desnutricion leve (l),2005-01-01,67,49,47,35,114,84,198
41101,EUCALIPTUS,desnutricion global,desnutricion leve (l),2005-01-01,1,6,7,4,8,10,18
90503,EUREKA (SANTOS MERCADO),desnutricion global,desnutricion leve (l),2005-01-01,0,0,1,0,1,0,1
80402,EXALTACION,desnutricion global,desnutricion leve (l),2005-01-01,8,1,2,4,10,5,15
71004,FERNANDEZ ALONSO,desnutricion global,desnutricion leve (l),2005-01-01,15,25,18,17,33,42,75
90203,FILADELFIA,desnutricion global,desnutricion leve (l),2005-01-01,2,9,11,8,13,17,30
71002,GENERAL SAAVEDRA,desnutricion global,desnutricion leve (l),2005-01-01,70,1,85,9,155,10,165
21601,GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion leve (l),2005-01-01,11,12,12,13,23,25,48
20602,GUANAY,desnutricion global,desnutricion leve (l),2005-01-01,10,16,8,12,18,28,46
20802,GUAQUI,desnutricion global,desnutricion leve (l),2005-01-01,6,5,5,4,11,9,20
70705,GUTIERREZ,desnutricion global,desnutricion leve (l),2005-01-01,69,72,135,131,204,203,407
10502,HUACARETA,desnutricion global,desnutricion leve (l),2005-01-01,21,38,43,58,64,96,160
11002,HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion leve (l),2005-01-01,8,8,10,18,18,26,44
40701,HUANUNI,desnutricion global,desnutricion leve (l),2005-01-01,41,29,29,10,70,39,109
80803,HUARACAJE,desnutricion global,desnutricion leve (l),2005-01-01,5,2,0,4,5,6,11
41601,HUAYLLAMARCA,desnutricion global,desnutricion leve (l),2005-01-01,0,2,1,8,1,10,11
21005,ICHOCA,desnutricion global,desnutricion leve (l),2005-01-01,3,10,11,12,14,22,36
10304,ICLA,desnutricion global,desnutricion leve (l),2005-01-01,52,46,115,86,167,132,299
10703,INCAHUASI,desnutricion global,desnutricion leve (l),2005-01-01,69,84,88,101,157,185,342
21001,INQUISIVI,desnutricion global,desnutricion leve (l),2005-01-01,47,24,40,43,87,67,154
21102,IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion leve (l),2005-01-01,11,11,29,22,40,33,73
21501,IXIAMAS,desnutricion global,desnutricion leve (l),2005-01-01,15,9,21,17,36,26,62
20806,JESUS DE MACHACA,desnutricion global,desnutricion leve (l),2005-01-01,8,5,5,9,13,14,27
21105,LA ASUNTA,desnutricion global,desnutricion leve (l),2005-01-01,24,37,24,24,48,61,109
70104,LA GUARDIA,desnutricion global,desnutricion leve (l),2005-01-01,47,38,38,37,85,75,160
20101,LA PAZ,desnutricion global,desnutricion leve (l),2005-01-01,545,538,387,425,932,963,1895
41501,LA RIVERA,desnutricion global,desnutricion leve (l),2005-01-01,0,1,0,0,0,1,1
70701,LAGUNILLAS,desnutricion global,desnutricion leve (l),2005-01-01,23,6,11,15,34,21,55
21202,LAJA,desnutricion global,desnutricion leve (l),2005-01-01,20,13,13,9,33,22,55
10903,LAS CARRERAS,desnutricion global,desnutricion leve (l),2005-01-01,5,9,14,14,19,23,42
21006,LICOMA PAMPA,desnutricion global,desnutricion leve (l),2005-01-01,4,1,3,1,7,2,9
50203,LLALLAGUA,desnutricion global,desnutricion leve (l),2005-01-01,51,41,52,43,103,84,187
51401,LLICA,desnutricion global,desnutricion leve (l),2005-01-01,2,4,1,2,3,6,9
80601,LORETO,desnutricion global,desnutricion leve (l),2005-01-01,2,2,6,5,8,7,15
20901,LURIBAY,desnutricion global,desnutricion leve (l),2005-01-01,20,15,11,18,31,33,64
40702,MACHACAMARCA,desnutricion global,desnutricion leve (l),2005-01-01,3,2,2,2,5,4,9
11003,MACHARETI,desnutricion global,desnutricion leve (l),2005-01-01,26,20,32,32,58,52,110
80801,MAGDALENA,desnutricion global,desnutricion leve (l),2005-01-01,42,14,13,7,55,21,76
70903,MAIRANA,desnutricion global,desnutricion leve (l),2005-01-01,20,0,11,0,31,0,31
20904,MALLA,desnutricion global,desnutricion leve (l),2005-01-01,2,2,2,1,4,3,7
20607,MAPIRI,desnutricion global,desnutricion leve (l),2005-01-01,22,10,12,15,34,25,59
20103,MECAPACA,desnutricion global,desnutricion leve (l),2005-01-01,39,17,28,34,67,51,118
71003,MINEROS,desnutricion global,desnutricion leve (l),2005-01-01,31,25,10,27,41,52,93
31301,MIZQUE,desnutricion global,desnutricion leve (l),2005-01-01,11,14,24,13,35,27,62
20402,MOCOMOCO,desnutricion global,desnutricion leve (l),2005-01-01,19,11,18,30,37,41,78
51002,MOJINETE,desnutricion global,desnutricion leve (l),2005-01-01,2,1,5,6,7,7,14
10303,MOJOCOYA,desnutricion global,desnutricion leve (l),2005-01-01,20,16,34,39,54,55,109
10501,MONTEAGUDO,desnutricion global,desnutricion leve (l),2005-01-01,51,46,81,74,132,120,252
71001,MONTERO,desnutricion global,desnutricion leve (l),2005-01-01,306,47,242,43,548,90,638
70803,MORO MORO,desnutricion global,desnutricion leve (l),2005-01-01,10,3,13,9,23,12,35
30302,MOROCHATA,desnutricion global,desnutricion leve (l),2005-01-01,23,20,9,12,32,32,64
90401,NACEBE (SANTA ROSA DEL ABUNA),desnutricion global,desnutricion leve (l),2005-01-01,0,0,1,0,1,0,1
20307,NAZACARA DE PACAJES,desnutricion global,desnutricion leve (l),2005-01-01,0,0,0,1,0,1,1
90501,NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,desnutricion leve (l),2005-01-01,1,0,2,0,3,0,3
50404,OCURI,desnutricion global,desnutricion leve (l),2005-01-01,44,38,63,70,107,108,215
70202,OKINAWA,desnutricion global,desnutricion leve (l),2005-01-01,23,18,8,10,31,28,59
30203,OMEREQUE,desnutricion global,desnutricion leve (l),2005-01-01,2,0,0,0,2,0,2
40101,ORURO,desnutricion global,desnutricion leve (l),2005-01-01,305,277,193,198,498,475,973
60201,PADCAYA,desnutricion global,desnutricion leve (l),2005-01-01,28,17,21,26,49,43,92
10401,PADILLA,desnutricion global,desnutricion leve (l),2005-01-01,37,34,71,81,108,115,223
70502,PAILON,desnutricion global,desnutricion leve (l),2005-01-01,0,36,28,0,28,36,64
20102,PALCA,desnutricion global,desnutricion leve (l),2005-01-01,51,20,31,9,82,29,111
21104,PALOS BLANCOS,desnutricion global,desnutricion leve (l),2005-01-01,35,57,52,50,87,107,194
40802,PAMPA AULLAGAS,desnutricion global,desnutricion leve (l),2005-01-01,3,1,4,7,7,8,15
70902,PAMPA GRANDE,desnutricion global,desnutricion leve (l),2005-01-01,9,9,6,17,15,26,41
21802,PAPEL PAMPA,desnutricion global,desnutricion leve (l),2005-01-01,2,4,6,5,8,9,17
30202,PASORAPA,desnutricion global,desnutricion leve (l),2005-01-01,1,4,1,4,2,8,10
21305,PATACAMAYA,desnutricion global,desnutricion leve (l),2005-01-01,63,74,44,43,107,117,224
40602,PAZÑA,desnutricion global,desnutricion leve (l),2005-01-01,3,5,5,9,8,14,22
20702,PELECHUCO,desnutricion global,desnutricion leve (l),2005-01-01,17,10,15,17,32,27,59
50403,POCOATA,desnutricion global,desnutricion leve (l),2005-01-01,43,58,82,87,125,145,270
31203,POCONA,desnutricion global,desnutricion leve (l),2005-01-01,12,12,4,1,16,13,29
31202,POJO (CBBA),desnutricion global,desnutricion leve (l),2005-01-01,21,11,28,37,49,48,97
40601,POOPO,desnutricion global,desnutricion leve (l),2005-01-01,3,1,4,0,7,1,8
51203,PORCO,desnutricion global,desnutricion leve (l),2005-01-01,6,8,4,7,10,15,25
10103,POROMA,desnutricion global,desnutricion leve (l),2005-01-01,53,42,59,87,112,129,241
70103,PORONGO,desnutricion global,desnutricion leve (l),2005-01-01,8,6,6,5,14,11,25
70601,PORTACHUELO,desnutricion global,desnutricion leve (l),2005-01-01,17,17,23,21,40,38,78
90102,PORVENIR,desnutricion global,desnutricion leve (l),2005-01-01,4,4,2,9,6,13,19
70804,POSTRER VALLE,desnutricion global,desnutricion leve (l),2005-01-01,4,2,4,2,8,4,12
50101,POTOSI,desnutricion global,desnutricion leve (l),2005-01-01,201,163,132,108,333,271,604
10302,PRESTO,desnutricion global,desnutricion leve (l),2005-01-01,32,32,52,44,84,76,160
70805,PUCARA,desnutricion global,desnutricion leve (l),2005-01-01,2,0,1,1,3,1,4
21201,PUCARANI,desnutricion global,desnutricion leve (l),2005-01-01,16,16,6,3,22,19,41
20401,PUERTO ACOSTA,desnutricion global,desnutricion leve (l),2005-01-01,33,31,41,45,74,76,150
20403,PUERTO CARABUCO,desnutricion global,desnutricion leve (l),2005-01-01,25,32,43,42,68,74,142
90301,PUERTO GONZALO MORENO,desnutricion global,desnutricion leve (l),2005-01-01,2,3,3,3,5,6,11
21204,PUERTO PEREZ,desnutricion global,desnutricion leve (l),2005-01-01,4,0,7,0,11,0,11
90201,PUERTO RICO,desnutricion global,desnutricion leve (l),2005-01-01,4,3,6,6,10,9,19
80703,PUERTO SILES,desnutricion global,desnutricion leve (l),2005-01-01,0,0,1,0,1,0,1
31205,PUERTO VILLARROEL,desnutricion global,desnutricion leve (l),2005-01-01,104,90,90,81,194,171,365
51101,PUNA,desnutricion global,desnutricion leve (l),2005-01-01,39,43,52,56,91,99,190
31401,PUNATA,desnutricion global,desnutricion leve (l),2005-01-01,34,33,27,31,61,64,125
20604,QUIABAYA,desnutricion global,desnutricion leve (l),2005-01-01,8,1,5,10,13,11,24
30901,QUILLACOLLO,desnutricion global,desnutricion leve (l),2005-01-01,37,46,27,45,64,91,155
21002,QUIME,desnutricion global,desnutricion leve (l),2005-01-01,17,13,43,45,60,58,118
70904,QUIRUSILLAS,desnutricion global,desnutricion leve (l),2005-01-01,0,3,5,6,5,9,14
50402,RAVELO,desnutricion global,desnutricion leve (l),2005-01-01,42,20,50,9,92,29,121
80301,REYES,desnutricion global,desnutricion leve (l),2005-01-01,28,24,18,25,46,49,95
80201,RIBERALTA,desnutricion global,desnutricion leve (l),2005-01-01,108,210,122,142,230,352,582
70503,ROBORE,desnutricion global,desnutricion leve (l),2005-01-01,0,37,41,0,41,37,78
80304,RURRENABAQUE,desnutricion global,desnutricion leve (l),2005-01-01,13,25,5,8,18,33,51
40901,SABAYA,desnutricion global,desnutricion leve (l),2005-01-01,3,2,2,5,5,7,12
31001,SACABA,desnutricion global,desnutricion leve (l),2005-01-01,62,55,47,60,109,115,224
30404,SACABAMBA,desnutricion global,desnutricion leve (l),2005-01-01,2,4,0,0,2,4,6
71302,SAIPINA,desnutricion global,desnutricion leve (l),2005-01-01,13,7,4,6,17,13,30
40801,SALINAS DE GARCI MENDOZA,desnutricion global,desnutricion leve (l),2005-01-01,12,15,19,16,31,31,62
70901,SAMAIPATA,desnutricion global,desnutricion leve (l),2005-01-01,25,0,23,1,48,1,49
51601,SAN AGUSTIN,desnutricion global,desnutricion leve (l),2005-01-01,0,2,1,2,1,4,5
80602,SAN ANDRES,desnutricion global,desnutricion leve (l),2005-01-01,5,6,11,1,16,7,23
20805,SAN ANDRES DE MACHACA,desnutricion global,desnutricion leve (l),2005-01-01,5,6,7,5,12,11,23
51003,SAN ANTONIO DE ESMORUCO,desnutricion global,desnutricion leve (l),2005-01-01,3,3,1,2,4,5,9
71105,SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion leve (l),2005-01-01,41,34,48,45,89,79,168
31403,SAN BENITO,desnutricion global,desnutricion leve (l),2005-01-01,9,7,4,7,13,14,27
80302,SAN BORJA,desnutricion global,desnutricion leve (l),2005-01-01,64,66,55,54,119,120,239
21502,SAN BUENA VENTURA,desnutricion global,desnutricion leve (l),2005-01-01,9,18,18,22,27,40,67
70402,SAN CARLOS,desnutricion global,desnutricion leve (l),2005-01-01,44,12,17,9,61,21,82
80501,SAN IGNACIO,desnutricion global,desnutricion leve (l),2005-01-01,52,35,66,45,118,80,198
70301,SAN IGNACIO DE VELASCO,desnutricion global,desnutricion leve (l),2005-01-01,114,99,105,107,219,206,425
80102,SAN JAVIER(BNI),desnutricion global,desnutricion leve (l),2005-01-01,2,8,11,11,13,19,32
71102,SAN JAVIER(STC),desnutricion global,desnutricion leve (l),2005-01-01,18,0,40,0,58,0,58
80701,SAN JOAQUIN,desnutricion global,desnutricion leve (l),2005-01-01,3,4,5,9,8,13,21
70501,SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion leve (l),2005-01-01,24,19,10,8,34,27,61
70404,SAN JUAN DE YAPACANI,desnutricion global,desnutricion leve (l),2005-01-01,7,9,16,12,23,21,44
71104,SAN JULIAN,desnutricion global,desnutricion leve (l),2005-01-01,40,6,37,6,77,12,89
90302,SAN LORENZO(PND),desnutricion global,desnutricion leve (l),2005-01-01,6,3,2,2,8,5,13
60501,SAN LORENZO(TJA),desnutricion global,desnutricion leve (l),2005-01-01,37,33,52,46,89,79,168
10702,SAN LUCAS,desnutricion global,desnutricion leve (l),2005-01-01,184,189,226,252,410,441,851
70302,SAN MIGUEL DE VELASCO,desnutricion global,desnutricion leve (l),2005-01-01,33,27,39,39,72,66,138
51001,SAN PABLO DE LIPEZ,desnutricion global,desnutricion leve (l),2005-01-01,9,7,5,5,14,12,26
71005,SAN PEDRO,desnutricion global,desnutricion leve (l),2005-01-01,34,25,31,39,65,64,129
50501,SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion leve (l),2005-01-01,38,40,53,52,91,92,183
21801,SAN PEDRO DE CURAHUARA,desnutricion global,desnutricion leve (l),2005-01-01,10,7,13,12,23,19,42
50902,SAN PEDRO DE QUEMES,desnutricion global,desnutricion leve (l),2005-01-01,0,0,0,1,0,1,1
21702,SAN PEDRO DE TIQUINA,desnutricion global,desnutricion leve (l),2005-01-01,6,7,3,5,9,12,21
90202,SAN PEDRO(PND),desnutricion global,desnutricion leve (l),2005-01-01,4,5,0,0,4,5,9
70303,SAN RAFAEL,desnutricion global,desnutricion leve (l),2005-01-01,16,13,11,6,27,19,46
80702,SAN RAMON,desnutricion global,desnutricion leve (l),2005-01-01,4,8,4,2,8,10,18
80702,SAN RAMON,desnutricion global,desnutricion leve (l),2005-01-01,19,0,26,3,45,3,48
80401,SANTA ANA,desnutricion global,desnutricion leve (l),2005-01-01,15,22,11,12,26,34,60
70101,SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion leve (l),2005-01-01,1657,1114,602,539,2259,1653,3912
80303,SANTA ROSA,desnutricion global,desnutricion leve (l),2005-01-01,13,8,2,3,15,11,26
70602,SANTA ROSA DEL SARA,desnutricion global,desnutricion leve (l),2005-01-01,20,19,16,20,36,39,75
20308,SANTIAGO DE CALLAPA,desnutricion global,desnutricion leve (l),2005-01-01,11,13,18,7,29,20,49
41401,SANTIAGO DE HUARI,desnutricion global,desnutricion leve (l),2005-01-01,11,8,10,9,21,17,38
21901,SANTIAGO DE MACHACA,desnutricion global,desnutricion leve (l),2005-01-01,9,1,1,9,10,10,20
30702,SANTIVAÑES,desnutricion global,desnutricion leve (l),2005-01-01,13,9,8,9,21,18,39
40202,SANTUARIO DE QUILLACAS,desnutricion global,desnutricion leve (l),2005-01-01,5,4,8,6,13,10,23
20902,SAPAHAQUI,desnutricion global,desnutricion leve (l),2005-01-01,10,10,10,16,20,26,46
90303,SENA,desnutricion global,desnutricion leve (l),2005-01-01,3,2,3,3,6,5,11
21301,SICA SICA (VILLA AROMA),desnutricion global,desnutricion leve (l),2005-01-01,32,44,40,45,72,89,161
30703,SICAYA,desnutricion global,desnutricion leve (l),2005-01-01,3,4,1,2,4,6,10
30902,SIPE SIPE,desnutricion global,desnutricion leve (l),2005-01-01,63,50,41,33,104,83,187
10403,SOPACHUY,desnutricion global,desnutricion leve (l),2005-01-01,27,31,44,72,71,103,174
40104,SORACACHI,desnutricion global,desnutricion leve (l),2005-01-01,8,4,24,8,32,12,44
20601,SORATA,desnutricion global,desnutricion leve (l),2005-01-01,31,25,42,43,73,68,141
10101,SUCRE,desnutricion global,desnutricion leve (l),2005-01-01,166,138,162,147,328,285,613
31404,TACACHI,desnutricion global,desnutricion leve (l),2005-01-01,4,5,5,0,9,5,14
20603,TACACOMA,desnutricion global,desnutricion leve (l),2005-01-01,7,8,6,6,13,14,27
50303,TACOBAMBA,desnutricion global,desnutricion leve (l),2005-01-01,4,1,6,1,10,2,12
30602,TACOPAYA,desnutricion global,desnutricion leve (l),2005-01-01,19,21,19,24,38,45,83
51402,TAHUA,desnutricion global,desnutricion leve (l),2005-01-01,1,0,2,2,3,2,5
31101,TAPACARI,desnutricion global,desnutricion leve (l),2005-01-01,63,50,33,21,96,71,167
10601,TARABUCO,desnutricion global,desnutricion leve (l),2005-01-01,125,94,231,216,356,310,666
20807,TARACO,desnutricion global,desnutricion leve (l),2005-01-01,7,9,9,7,16,16,32
30401,TARATA,desnutricion global,desnutricion leve (l),2005-01-01,18,14,11,14,29,28,57
60101,TARIJA,desnutricion global,desnutricion leve (l),2005-01-01,152,189,139,125,291,314,605
10202,TARVITA,desnutricion global,desnutricion leve (l),2005-01-01,61,74,120,162,181,236,417
20608,TEOPONTE,desnutricion global,desnutricion leve (l),2005-01-01,10,15,11,19,21,34,55
20803,TIAWANACU,desnutricion global,desnutricion leve (l),2005-01-01,7,11,8,3,15,14,29
50102,TINGUIPAYA,desnutricion global,desnutricion leve (l),2005-01-01,51,37,31,24,82,61,143
20606,TIPUANI,desnutricion global,desnutricion leve (l),2005-01-01,9,9,2,1,11,10,21
30903,TIQUIPAYA,desnutricion global,desnutricion leve (l),2005-01-01,40,35,24,16,64,51,115
31601,TIRAQUE (CBBA),desnutricion global,desnutricion leve (l),2005-01-01,87,89,71,67,158,156,314
21703,TITO YUPANQUI (PARQUIPUJIO),desnutricion global,desnutricion leve (l),2005-01-01,2,1,4,1,6,2,8
30802,TOCO,desnutricion global,desnutricion leve (l),2005-01-01,5,3,9,14,14,17,31
30803,TOLATA,desnutricion global,desnutricion leve (l),2005-01-01,0,1,1,1,1,2,3
41001,TOLEDO,desnutricion global,desnutricion leve (l),2005-01-01,7,3,1,0,8,3,11
51202,TOMAVE,desnutricion global,desnutricion leve (l),2005-01-01,12,2,9,5,21,7,28
10402,TOMINA,desnutricion global,desnutricion leve (l),2005-01-01,49,45,92,118,141,163,304
50502,TORO TORO,desnutricion global,desnutricion leve (l),2005-01-01,19,55,19,16,38,71,109
