codigo_municipio,municipio,grupo,variable,mes,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
50301,BETANZOS,sospecha diagnostica,sarampion,2002-01-01,0,1,0,0,0,1
50202,CHAYANTA,sospecha diagnostica,sarampion,2002-01-01,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-01-01,3,3,2,1,0,9
20105,EL ALTO,sospecha diagnostica,sarampion,2002-01-01,0,0,3,1,0,4
40101,ORURO,sospecha diagnostica,sarampion,2002-01-01,0,0,2,0,0,2
70502,PAILON,sospecha diagnostica,sarampion,2002-01-01,0,1,0,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion,2002-01-01,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion,2002-01-01,0,0,1,0,0,1
10101,SUCRE,sospecha diagnostica,sarampion,2002-01-01,1,1,0,0,0,2
80101,TRINIDAD,sospecha diagnostica,sarampion,2002-01-01,0,1,0,0,0,1
60401,URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion,2002-01-01,0,2,3,1,0,6
50802,ATOCHA,sospecha diagnostica,sarampion,2002-02-01,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-02-01,1,0,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion,2002-02-01,0,1,1,0,0,2
51203,PORCO,sospecha diagnostica,sarampion,2002-02-01,0,1,0,0,0,1
50402,RAVELO,sospecha diagnostica,sarampion,2002-02-01,0,0,0,1,0,1
50801,TUPIZA,sospecha diagnostica,sarampion,2002-02-01,0,0,0,1,0,1
50302,CHAQUI,sospecha diagnostica,sarampion,2002-03-01,1,0,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-03-01,1,1,0,1,0,3
20105,EL ALTO,sospecha diagnostica,sarampion,2002-03-01,1,0,0,0,0,1
70104,LA GUARDIA,sospecha diagnostica,sarampion,2002-03-01,1,0,0,0,0,1
30901,QUILLACOLLO,sospecha diagnostica,sarampion,2002-03-01,1,0,0,0,0,1
60501,SAN LORENZO(TJA),sospecha diagnostica,sarampion,2002-03-01,0,0,3,0,0,3
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion,2002-03-01,0,1,1,0,0,2
70201,WARNES,sospecha diagnostica,sarampion,2002-03-01,0,0,2,0,0,2
60301,YACUIBA,sospecha diagnostica,sarampion,2002-03-01,0,0,1,0,0,1
90101,COBIJA,sospecha diagnostica,sarampion,2002-04-01,0,1,1,0,0,2
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-04-01,0,0,0,2,0,2
20105,EL ALTO,sospecha diagnostica,sarampion,2002-04-01,1,0,1,0,0,2
50203,LLALLAGUA,sospecha diagnostica,sarampion,2002-04-01,0,0,1,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion,2002-04-01,0,1,1,0,0,2
60501,SAN LORENZO(TJA),sospecha diagnostica,sarampion,2002-04-01,0,0,0,1,0,1
10101,SUCRE,sospecha diagnostica,sarampion,2002-04-01,1,0,0,0,0,1
51501,VILLAZON,sospecha diagnostica,sarampion,2002-04-01,0,1,0,0,0,1
50202,CHAYANTA,sospecha diagnostica,sarampion,2002-05-01,0,1,1,0,0,2
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-05-01,1,0,0,0,0,1
20105,EL ALTO,sospecha diagnostica,sarampion,2002-05-01,1,1,1,0,0,3
40101,ORURO,sospecha diagnostica,sarampion,2002-05-01,0,0,1,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion,2002-05-01,0,0,1,1,0,2
30901,QUILLACOLLO,sospecha diagnostica,sarampion,2002-05-01,2,0,0,0,0,2
50402,RAVELO,sospecha diagnostica,sarampion,2002-05-01,0,0,1,0,0,1
10101,SUCRE,sospecha diagnostica,sarampion,2002-05-01,1,0,0,1,0,2
70801,VALLEGRANDE,sospecha diagnostica,sarampion,2002-05-01,0,1,0,0,0,1
60303,VILLA MONTES,sospecha diagnostica,sarampion,2002-05-01,0,1,0,0,0,1
51501,VILLAZON,sospecha diagnostica,sarampion,2002-05-01,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-06-01,0,1,2,0,0,3
70102,COTOCA,sospecha diagnostica,sarampion,2002-06-01,0,1,0,0,0,1
71001,MONTERO,sospecha diagnostica,sarampion,2002-06-01,1,0,0,0,0,1
50403,POCOATA,sospecha diagnostica,sarampion,2002-06-01,0,0,1,0,0,1
50101,POTOSI,sospecha diagnostica,sarampion,2002-06-01,2,0,1,0,0,3
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion,2002-06-01,0,0,1,0,0,1
50801,TUPIZA,sospecha diagnostica,sarampion,2002-06-01,0,0,1,0,0,1
60303,VILLA MONTES,sospecha diagnostica,sarampion,2002-06-01,0,0,2,0,0,2
51501,VILLAZON,sospecha diagnostica,sarampion,2002-06-01,0,1,4,0,0,5
10701,CAMARGO,sospecha diagnostica,sarampion,2002-07-01,0,1,0,0,0,1
70706,CAMIRI,sospecha diagnostica,sarampion,2002-07-01,0,1,0,0,0,1
50202,CHAYANTA,sospecha diagnostica,sarampion,2002-07-01,0,0,3,1,0,4
90101,COBIJA,sospecha diagnostica,sarampion,2002-07-01,0,1,0,0,0,1
30101,COCHABAMBA,sospecha diagnostica,sarampion,2002-07-01,1,0,1,0,0,2
50901,"COLCHA ""K""",sospecha diagnostica,sarampion,2002-07-01,0,2,1,0,0,3
20101,LA PAZ,sospecha diagnostica,sarampion,2002-07-01,0,0,0,1,0,1
50101,POTOSI,sospecha diagnostica,sarampion,2002-07-01,1,2,0,1,0,4
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion,2002-07-01,0,1,0,0,0,1
10101,SUCRE,sospecha diagnostica,sarampion,2002-07-01,1,1,0,0,0,2
60101,TARIJA,sospecha diagnostica,sarampion,2002-07-01,0,1,0,0,0,1
