codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
60101,TARIJA,mortalidad,muerte materna,2010-03-01,0,1,0,0,0,1,1
50301,BETANZOS,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
40201,CHALLAPATA,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
50202,CHAYANTA,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
40101,ORURO,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
10401,PADILLA,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
50403,POCOATA,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
20401,PUERTO ACOSTA,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
20403,PUERTO CARABUCO,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-04-01,0,3,0,0,0,3,3
20801,VIACHA,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
70201,WARNES,mortalidad,muerte materna,2010-04-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2010-05-01,0,2,0,0,0,2,2
20105,EL ALTO,mortalidad,muerte materna,2010-05-01,0,0,0,2,0,2,2
20101,LA PAZ,mortalidad,muerte materna,2010-05-01,0,2,0,0,0,2,2
10103,POROMA,mortalidad,muerte materna,2010-05-01,0,0,0,1,0,1,1
80201,RIBERALTA,mortalidad,muerte materna,2010-05-01,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-05-01,0,2,0,0,0,2,2
20105,EL ALTO,mortalidad,muerte materna,2010-06-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2010-06-01,0,2,0,0,0,2,2
30302,MOROCHATA,mortalidad,muerte materna,2010-06-01,0,0,0,1,0,1,1
10103,POROMA,mortalidad,muerte materna,2010-06-01,0,0,0,1,0,1,1
50101,POTOSI,mortalidad,muerte materna,2010-06-01,0,1,0,0,0,1,1
70503,ROBORE,mortalidad,muerte materna,2010-06-01,0,1,0,0,0,1,1
40901,SABAYA,mortalidad,muerte materna,2010-06-01,0,0,0,1,0,1,1
70402,SAN CARLOS,mortalidad,muerte materna,2010-06-01,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-06-01,0,2,0,0,0,2,2
10101,SUCRE,mortalidad,muerte materna,2010-06-01,0,1,0,0,0,1,1
50601,COTAGAITA,mortalidad,muerte materna,2010-07-01,0,0,0,1,0,1,1
21602,CURVA,mortalidad,muerte materna,2010-07-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2010-07-01,0,1,0,3,0,4,4
20101,LA PAZ,mortalidad,muerte materna,2010-07-01,0,1,0,0,0,1,1
40101,ORURO,mortalidad,muerte materna,2010-07-01,0,2,0,0,0,2,2
10702,SAN LUCAS,mortalidad,muerte materna,2010-07-01,0,0,0,1,0,1,1
80702,SAN RAMON BENI,mortalidad,muerte materna,2010-07-01,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-07-01,0,7,0,0,0,7,7
41401,SANTIAGO DE HUARI,mortalidad,muerte materna,2010-07-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
50401,COLQUECHACA,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
10902,CULPINA,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
71002,GENERAL SAAVEDRA,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
10304,ICLA,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
50203,LLALLAGUA,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
10302,PRESTO,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
80301,REYES,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
50303,TACOBAMBA,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
60101,TARIJA,mortalidad,muerte materna,2010-08-01,0,2,0,0,0,2,2
50801,TUPIZA,mortalidad,muerte materna,2010-08-01,0,1,0,0,0,1,1
60303,VILLA MONTES,mortalidad,muerte materna,2010-08-01,0,0,0,1,0,1,1
50802,ATOCHA,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
20302,CAQUIAVIRI,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2010-09-01,0,2,0,1,0,3,3
20101,LA PAZ,mortalidad,muerte materna,2010-09-01,0,1,0,0,0,1,1
50404,OCURI,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
40101,ORURO,mortalidad,muerte materna,2010-09-01,0,3,0,0,0,3,3
50701,SACACA,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
21702,SAN PEDRO DE TIQUINA,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
10101,SUCRE,mortalidad,muerte materna,2010-09-01,0,1,0,0,0,1,1
51402,TAHUA,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
31003,VILLA TUNARI,mortalidad,muerte materna,2010-09-01,0,0,0,1,0,1,1
70706,CAMIRI,mortalidad,muerte materna,2010-10-01,0,0,0,1,0,1,1
50702,CARIPUYO,mortalidad,muerte materna,2010-10-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
20105,EL ALTO,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
20101,LA PAZ,mortalidad,muerte materna,2010-10-01,0,4,0,0,0,4,4
40101,ORURO,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
80201,RIBERALTA,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
10702,SAN LUCAS,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-10-01,0,4,0,0,0,4,4
10101,SUCRE,mortalidad,muerte materna,2010-10-01,0,2,0,0,0,2,2
50303,TACOBAMBA,mortalidad,muerte materna,2010-10-01,0,0,0,1,0,1,1
60101,TARIJA,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
50801,TUPIZA,mortalidad,muerte materna,2010-10-01,0,1,0,0,0,1,1
40102,CARACOLLO,mortalidad,muerte materna,2010-11-01,0,0,0,1,0,1,1
22001,CARANAVI,mortalidad,muerte materna,2010-11-01,0,1,0,0,0,1,1
90101,COBIJA,mortalidad,muerte materna,2010-11-01,0,1,0,0,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2010-11-01,0,2,0,0,0,2,2
20101,LA PAZ,mortalidad,muerte materna,2010-11-01,0,1,0,0,0,1,1
40101,ORURO,mortalidad,muerte materna,2010-11-01,0,1,0,0,0,1,1
50101,POTOSI,mortalidad,muerte materna,2010-11-01,0,1,0,0,0,1,1
80201,RIBERALTA,mortalidad,muerte materna,2010-11-01,0,1,0,0,0,1,1
50701,SACACA,mortalidad,muerte materna,2010-11-01,0,0,0,1,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad,muerte materna,2010-11-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-11-01,0,2,0,0,0,2,2
30201,AIQUILE,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
30701,CAPINOTA,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
40201,CHALLAPATA,mortalidad,muerte materna,2010-12-01,0,1,0,0,0,1,1
30101,COCHABAMBA,mortalidad,muerte materna,2010-12-01,0,2,0,0,0,2,2
21306,COLQUENCHA,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
10902,CULPINA,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
10703,INCAHUASI,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
21201,PUCARANI,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
50701,SACACA,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2010-12-01,0,1,0,1,0,2,2
10101,SUCRE,mortalidad,muerte materna,2010-12-01,0,1,0,0,0,1,1
50102,TINGUIPAYA,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
31201,TOTORA(CBBA),mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
50801,TUPIZA,mortalidad,muerte materna,2010-12-01,0,0,0,1,0,1,1
