codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20101,LA PAZ,inmunoprevenibles,tetanos,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
80304,RURRENABAQUE,inmunoprevenibles,tetanos,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
70501,SAN JOSE DE CHIQUITOS,inmunoprevenibles,tetanos,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71402,PUERTO QUIJARRO,inmunoprevenibles,tetanos,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30101,COCHABAMBA,inmunoprevenibles,tetanos,2009-03-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
50101,POTOSI,inmunoprevenibles,tetanos,2009-03-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
30402,ANZALDO,inmunoprevenibles,tetanos,2009-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
30101,COCHABAMBA,inmunoprevenibles,tetanos,2009-04-01,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-04-01,0,0,0,0,0,0,0,1,0,9,0,0,0,10,10
40702,MACHACAMARCA,inmunoprevenibles,tetanos,2009-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-05-01,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
80101,TRINIDAD,inmunoprevenibles,tetanos,2009-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,tetanos,2009-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
20105,EL ALTO,inmunoprevenibles,tetanos,2009-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70202,OKINAWA,inmunoprevenibles,tetanos,2009-06-01,0,0,0,0,2,0,2,0,1,2,1,1,6,3,9
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
51302,ACACIO,inmunoprevenibles,tetanos,2009-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
71501,ASCENCION DE GUARAYOS,inmunoprevenibles,tetanos,2009-09-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
70706,CAMIRI,inmunoprevenibles,tetanos,2009-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
30101,COCHABAMBA,inmunoprevenibles,tetanos,2009-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-09-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
70706,CAMIRI,inmunoprevenibles,tetanos,2009-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30101,COCHABAMBA,inmunoprevenibles,tetanos,2009-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
71201,SAN MATIAS,inmunoprevenibles,tetanos,2009-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20105,EL ALTO,inmunoprevenibles,tetanos,2009-11-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70303,SAN RAFAEL,inmunoprevenibles,tetanos,2009-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,tetanos,2009-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31201,TOTORA(CBBA),inmunoprevenibles,tetanos,2009-12-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
