codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
80201,RIBERALTA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70503,ROBORE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
80304,RURRENABAQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
31001,SACABA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3
70301,SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
10702,SAN LUCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
70303,SAN RAFAEL,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,1,1,1,0,0,1,0,34,0,39,0,28,0,8,0,3,0,0,2,114,116
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,2,1,6,0,5,2,1,0,0,4,14,18
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,4,1,0,0,0,1,21,22
20608,TEOPONTE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,2,4
10402,TOMINA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,8
50201,UNCIA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51201,UYUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
20801,VIACHA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
10704,VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
90502,VILLA NUEVA (LOMA ALTA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4,4
30904,VINTO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50602,VITICHI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20903,YACO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
60301,YACUIBA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10301,ZUDAÑEZ,"violencia, hechos de transito y accidentes",violencia en la familia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20502,AYATA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
60302,CARAPARI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31204,CHIMORE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30801,CLIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30303,COCAPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31002,COLOMI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
21306,COLQUENCHA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50601,COTAGAITA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,4
10902,CULPINA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,1,0,2,0,20,0,2,0,0,0,0,0,25,25
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10703,INCAHUASI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,1,2,0,1,1,1,2,7,1,8,0,2,0,1,5,22,27
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31301,MIZQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70803,MORO MORO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
40101,ORURO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,4,5
60201,PADCAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10401,PADILLA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31203,POCONA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51203,PORCO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
31205,PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
31401,PUNATA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
30901,QUILLACOLLO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80201,RIBERALTA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
70503,ROBORE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
40801,SALINAS DE GARCI MENDOZA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
80501,SAN IGNACIO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70501,SAN JOSE DE CHIQUITOS,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
71104,SAN JULIAN,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
60501,SAN LORENZO(TJA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21702,SAN PEDRO DE TIQUINA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,13,0,16,0,12,0,3,0,1,0,0,0,45,45
10403,SOPACHUY,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,3,0,0,1,0,2,9,11
31101,TAPACARI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,6,0,0,0,0,0,23,23
10202,TARVITA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20606,TIPUANI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10402,TOMINA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31201,TOTORA(CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,12,12
20801,VIACHA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10704,VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
10801,VILLA SERRANO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
60301,YACUIBA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
70403,YAPACANI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
50103,YOCALLA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30501,ARANI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20502,AYATA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21304,CALAMARCA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,3,3,6
10701,CAMARGO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
60302,CARAPARI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31204,CHIMORE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
30801,CLIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
21701,COPACABANA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21402,CORIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,0,0,0,1,8,9
21401,COROICO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
50601,COTAGAITA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
70102,COTOCA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10902,CULPINA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,1,0,0,0,0,0,0,1,1,14,1,0,0,0,1,2,4,17,21
20206,HUATAJATA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
10304,ICLA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
10703,INCAHUASI,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,3
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,1,0,0,1,1,0,1,1,0,0,5,1,4,2,2,0,0,0,1,5,15,20
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
31301,MIZQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,3
