codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
10404,ALCALA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,2,1,0,0,2,0,1,2,0,1,5,4,9
20202,ANCORAIMES,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,1,3,4,2,5,5,10
20701,APOLO,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,1,0,3,0,0,1,3,1,8,1,1,0,16,3,19
50802,ATOCHA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
21303,AYO AYO,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,1,0,0,0,2,3,0,0,0,3,3,6
30301,AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes",accidentes,2012-01-01,1,0,1,1,0,0,1,0,0,0,0,1,3,2,5
80802,BAURES,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
90103,BOLPEBRA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
70707,BOYUIBE,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
51102,"CAIZA ""D""","violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21304,CALAMARCA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,4,2,1,0,3,1,5,3,3,2,16,8,24
70706,CAMIRI,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
20302,CAQUIAVIRI,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
71403,CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50202,CHAYANTA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
31204,CHIMORE,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,3,1,1,0,5,1,9,3,1,0,19,5,24
30801,CLIZA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,0,0,0,0,0,1,1,0,0,2,0,1,1,4,5
90101,COBIJA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,3,3,15,1,0,1,15,5,47,19,1,1,81,30,111
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",accidentes,2012-01-01,1,1,5,1,5,6,22,14,49,27,6,12,88,61,149
