codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
21203,BATALLAS,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
50301,BETANZOS,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,1,1,1,2
40201,CHALLAPATA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
50202,CHAYANTA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
30101,COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-01-01,2,18,0,0,2,18,20
50601,COTAGAITA,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
70102,COTOCA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
20105,EL ALTO,mortalidad,muerte menor de 1 ano,2013-01-01,5,6,5,0,10,6,16
31206,ENTRE RIOS CBBA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
80202,GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2013-01-01,1,1,0,0,1,1,2
70705,GUTIERREZ,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
10502,HUACARETA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
40701,HUANUNI,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
20806,JESUS DE MACHACA,mortalidad,muerte menor de 1 ano,2013-01-01,0,1,0,0,0,1,1
20101,LA PAZ,mortalidad,muerte menor de 1 ano,2013-01-01,25,13,4,0,29,13,42
50203,LLALLAGUA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,2,1,2,3
40101,ORURO,mortalidad,muerte menor de 1 ano,2013-01-01,3,3,0,0,3,3,6
70502,PAILON,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
21305,PATACAMAYA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
70601,PORTACHUELO,mortalidad,muerte menor de 1 ano,2013-01-01,0,1,0,0,0,1,1
50101,POTOSI,mortalidad,muerte menor de 1 ano,2013-01-01,1,15,0,0,1,15,16
21201,PUCARANI,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
51101,PUNA,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
20604,QUIABAYA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
30901,QUILLACOLLO,mortalidad,muerte menor de 1 ano,2013-01-01,2,1,0,0,2,1,3
80201,RIBERALTA,mortalidad,muerte menor de 1 ano,2013-01-01,3,2,0,0,3,2,5
80304,RURRENABAQUE,mortalidad,muerte menor de 1 ano,2013-01-01,0,1,0,0,0,1,1
50701,SACACA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,2,0,2,2
