codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 2 años,mujeres de 1 a 2 años,hombres de 2 a 5 años,mujeres de 2 a 5 años,hombres total,mujeres total,total
80304,RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2008-04-01,2,2,0,0,0,0,2,2,4
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,1,0,0,2,1,2,2,4
31001,SACABA,talla para la edad (t/e),talla baja (tb),2008-04-01,21,18,39,18,38,36,98,72,170
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-04-01,2,0,1,1,0,1,3,2,5
50701,SACACA,talla para la edad (t/e),talla baja (tb),2008-04-01,31,26,46,44,83,61,160,131,291
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-04-01,4,4,14,10,25,26,43,40,83
70901,SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-04-01,2,0,0,1,1,2,3,3,6
51601,SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-04-01,2,1,2,4,3,1,7,6,13
80602,SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,2,2,0,0,2,2,4
20805,SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,1,0,0,1,0,1,1,2
71105,SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,1,1,1,0,2,1,3
80302,SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-04-01,9,3,19,19,20,20,48,42,90
70402,SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-04-01,4,4,1,1,3,4,8,9,17
80501,SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-04-01,8,12,10,13,11,15,29,40,69
70301,SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-04-01,1,1,2,6,8,11,11,18,29
80102,SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,1,2,0,0,1,2,3
80701,SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,3,1,2,1,6,2,8
70501,SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,0,1,0,0,0,1,1
60501,SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,1,2,6,4,8,6,14
10702,SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-04-01,100,72,144,161,360,348,604,581,1185
70302,SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,2,0,0,0,2,0,2
51001,SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-04-01,5,1,6,7,9,12,20,20,40
50501,SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-04-01,1,5,12,1,19,14,32,20,52
21702,SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-04-01,2,3,3,4,4,6,9,13,22
70303,SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,0,0,1,0,1,0,1
80401,SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-04-01,1,4,0,1,0,0,1,5,6
70101,SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-04-01,2,0,1,0,1,1,4,1,5
20308,SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,0,1,0,0,0,1,1
41401,SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-04-01,5,4,12,9,23,15,40,28,68
21901,SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,1,2,0,0,1,2,3
30702,SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-04-01,1,1,6,1,2,11,9,13,22
40202,SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-04-01,4,3,23,11,19,8,46,22,68
20902,SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-04-01,9,6,26,18,32,25,67,49,116
21301,SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-04-01,6,3,7,5,6,3,19,11,30
30703,SICAYA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,1,1,5,3,6,4,10
30902,SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-04-01,1,3,0,2,2,3,3,8,11
10403,SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-04-01,24,12,53,28,93,105,170,145,315
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2008-04-01,4,5,4,5,13,21,21,31,52
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2008-04-01,10,9,23,19,66,59,99,87,186
31404,TACACHI,talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,0,1,2,0,3,1,4
50303,TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-04-01,7,6,10,8,31,21,48,35,83
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-04-01,22,23,27,20,38,42,87,85,172
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,1,0,0,1,0,1,1,2
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2008-04-01,11,2,18,11,18,12,47,25,72
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2008-04-01,10,6,11,12,24,31,45,49,94
20807,TARACO,talla para la edad (t/e),talla baja (tb),2008-04-01,4,1,4,2,1,1,9,4,13
30401,TARATA,talla para la edad (t/e),talla baja (tb),2008-04-01,5,2,10,5,8,10,23,17,40
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2008-04-01,2,1,2,2,4,4,8,7,15
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2008-04-01,41,43,82,74,208,180,331,297,628
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-04-01,2,4,1,1,4,3,7,8,15
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-04-01,13,8,10,8,17,16,40,32,72
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-04-01,7,7,6,3,3,10,16,20,36
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-04-01,28,15,15,7,28,31,71,53,124
30802,TOCO,talla para la edad (t/e),talla baja (tb),2008-04-01,2,0,5,0,1,0,8,0,8
30803,TOLATA,talla para la edad (t/e),talla baja (tb),2008-04-01,2,2,2,0,3,0,7,2,9
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,0,0,0,0,1,0,1
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2008-04-01,5,4,3,2,12,9,20,15,35
10402,TOMINA,talla para la edad (t/e),talla baja (tb),2008-04-01,7,4,8,7,33,34,48,45,93
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2008-04-01,24,14,31,26,54,65,109,105,214
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-04-01,4,2,13,6,5,3,22,11,33
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-04-01,4,0,3,4,5,9,12,13,25
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-04-01,15,22,19,13,6,9,40,44,84
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2008-04-01,21,23,25,30,42,44,88,97,185
40402,TURCO,talla para la edad (t/e),talla baja (tb),2008-04-01,6,1,8,6,4,4,18,11,29
21302,UMALA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,2,2,4,3,6,5,11
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2008-04-01,8,3,9,14,28,22,45,39,84
60401,URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,0,1,3,2,3,3,6
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2008-04-01,17,10,15,14,37,25,69,49,118
30502,VACAS,talla para la edad (t/e),talla baja (tb),2008-04-01,3,3,14,5,10,5,27,13,40
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-04-01,0,1,0,0,1,0,1,1,2
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2008-04-01,5,6,6,5,8,6,19,17,36
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2008-04-01,6,7,6,13,13,18,25,38,63
31402,VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-04-01,2,4,6,1,5,4,13,9,22
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-04-01,3,6,15,16,43,42,61,64,125
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-04-01,38,22,70,62,79,92,187,176,363
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2008-04-01,10,14,21,29,50,55,81,98,179
20306,WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-04-01,3,6,4,2,5,11,12,19,31
70201,WARNES,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,0,2,2,0,2,2,4
20903,YACO,talla para la edad (t/e),talla baja (tb),2008-04-01,3,8,16,15,23,32,42,55,97
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2008-04-01,6,12,8,13,19,19,33,44,77
10602,YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-04-01,3,1,7,5,16,18,26,24,50
21103,YANACACHI,talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,0,1,5,2,6,3,9
70403,YAPACANI,talla para la edad (t/e),talla baja (tb),2008-04-01,13,5,13,12,7,5,33,22,55
10102,YOTALA,talla para la edad (t/e),talla baja (tb),2008-04-01,44,48,46,30,75,85,165,163,328
60402,YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-04-01,10,11,16,13,44,34,70,58,128
10301,ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-04-01,1,2,3,5,9,6,13,13,26
51302,ACACIO,talla para la edad (t/e),talla baja (tb),2008-05-01,7,7,10,10,13,19,30,36,66
20201,ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-05-01,11,8,13,8,31,19,55,35,90
20104,ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,2,2,3,1,3,6,8,14
30201,AIQUILE,talla para la edad (t/e),talla baja (tb),2008-05-01,15,15,23,23,49,43,87,81,168
31303,ALALAY,talla para la edad (t/e),talla baja (tb),2008-05-01,6,2,11,5,20,22,37,29,66
10404,ALCALA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,3,7,14,27,22,37,39,76
20202,ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-05-01,22,14,27,8,29,19,78,41,119
41201,ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,1,0,0,0,3,1,4
40603,ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,0,2,1,0,5,3,8
30402,ANZALDO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,2,4,6,9,8,14,22
20701,APOLO,talla para la edad (t/e),talla baja (tb),2008-05-01,2,6,23,21,36,51,61,78,139
51301,ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-05-01,16,6,15,12,37,32,68,50,118
30501,ARANI,talla para la edad (t/e),talla baja (tb),2008-05-01,7,8,10,5,11,16,28,29,57
30403,ARBIETO,talla para la edad (t/e),talla baja (tb),2008-05-01,4,5,4,8,8,13,16,26,42
30601,ARQUE,talla para la edad (t/e),talla baja (tb),2008-05-01,21,10,14,16,46,48,81,74,155
71501,ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,4,4,0,0,4,4,8
50802,ATOCHA,talla para la edad (t/e),talla baja (tb),2008-05-01,17,10,11,12,12,11,40,33,73
20503,AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,5,13,15,8,9,21,29,50
20502,AYATA,talla para la edad (t/e),talla baja (tb),2008-05-01,5,9,17,8,20,20,42,37,79
21303,AYO AYO,talla para la edad (t/e),talla baja (tb),2008-05-01,4,7,4,4,8,4,16,15,31
30301,AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-05-01,18,10,36,18,26,48,80,76,156
21203,BATALLAS,talla para la edad (t/e),talla baja (tb),2008-05-01,9,6,13,10,13,2,35,18,53
80802,BAURES,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,3,1,4,3,7,5,12
41202,BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,0,2,0,3,1,4
50104,BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,3,4,6,1,10,5,15
90104,BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-05-01,3,2,2,4,6,6,11,12,23
60202,BERMEJO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,2,2,1,5,3,7,10
50301,BETANZOS,talla para la edad (t/e),talla baja (tb),2008-05-01,49,30,90,83,130,97,269,210,479
31501,BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-05-01,26,18,33,21,40,39,99,78,177
90103,BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,1,0,0,3,2,3,5
70401,BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,0,0,1,8,2,8,10
20905,CAIROMA,talla para la edad (t/e),talla baja (tb),2008-05-01,19,21,48,42,53,77,120,140,260
51102,"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2008-05-01,6,9,20,17,39,27,65,53,118
20303,CALACOTO,talla para la edad (t/e),talla baja (tb),2008-05-01,6,3,16,17,19,19,41,39,80
21304,CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-05-01,15,17,31,18,36,39,82,74,156
10701,CAMARGO,talla para la edad (t/e),talla baja (tb),2008-05-01,11,14,14,18,54,68,79,100,179
10901,CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,7,6,20,14,29,20,49
30701,CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,3,14,8,19,30,35,41,76
20302,CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-05-01,3,14,19,12,5,35,27,61,88
40102,CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-05-01,9,11,13,8,5,19,27,38,65
60302,CARAPARI,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,2,3,2,4,5,9
50702,CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-05-01,27,26,42,32,94,103,163,161,324
21902,CATACORA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,2,4,10,6,12,10,22
40201,CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-05-01,28,15,22,24,70,67,120,106,226
50302,CHAQUI,talla para la edad (t/e),talla baja (tb),2008-05-01,3,1,3,2,8,5,14,8,22
20305,CHARAÑA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,1,2,5,8,7,10,17
50202,CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,2,3,2,6,4,11,8,19
31204,CHIMORE,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,0,2,1,7,2,10,12
40302,CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,2,0,0,0,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,1,1,1,1,2,3
20501,CHUMA,talla para la edad (t/e),talla baja (tb),2008-05-01,8,6,14,11,44,43,66,60,126
30801,CLIZA,talla para la edad (t/e),talla baja (tb),2008-05-01,15,3,3,0,4,2,22,5,27
90101,COBIJA,talla para la edad (t/e),talla baja (tb),2008-05-01,9,3,16,6,13,9,38,18,56
40902,COIPASA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,0,0,0,1,0,1
30905,COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-05-01,7,5,5,2,3,3,15,10,25
50901,"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-05-01,10,6,12,8,13,10,35,24,59
21307,COLLANA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,0,2,0,2,2
31002,COLOMI,talla para la edad (t/e),talla baja (tb),2008-05-01,13,13,12,16,26,17,51,46,97
50401,COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-05-01,46,41,79,73,41,29,166,143,309
21306,COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-05-01,7,3,3,1,8,8,18,12,30
21004,COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,1,2,4,1,6,4,10
20304,COMANCHE,talla para la edad (t/e),talla baja (tb),2008-05-01,4,3,8,7,4,4,16,14,30
71301,COMARAPA,talla para la edad (t/e),talla baja (tb),2008-05-01,17,9,13,9,10,11,40,29,69
20605,COMBAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,1,0,0,0,2,2
71101,CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-05-01,1,3,0,0,0,1,1,4,5
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2008-05-01,8,7,8,5,5,8,21,20,41
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,3,0,3,0,1,1,7,8
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2008-05-01,9,9,7,9,13,16,29,34,63
21401,COROICO,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,9,8,25,30,38,39,77
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2008-05-01,3,1,5,2,3,2,11,5,16
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-05-01,11,6,20,15,37,35,68,56,124
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2008-05-01,7,9,26,25,58,45,91,79,170
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-05-01,7,3,8,6,9,4,24,13,37
21602,CURVA,talla para la edad (t/e),talla baja (tb),2008-05-01,5,0,9,3,8,4,22,7,29
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,2,5,4,5,8,11,19
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2008-05-01,306,246,366,265,515,439,1187,950,2137
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,6,0,1,1,9,1,10
71503,EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-05-01,1,7,12,11,15,21,28,39,67
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,3,3,8,6,12,11,23
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-05-01,5,3,9,6,25,25,39,34,73
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-05-01,5,3,16,9,17,21,38,33,71
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-05-01,6,8,6,6,20,22,32,36,68
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,0,4,3,4,4,8,12
80402,EXALTACION,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,0,2,2,0,4,2,6
71004,FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,3,2,1,1,5,5,10
90203,FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,1,3,1,3,4
71002,GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,4,1,3,1,9,2,11
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-05-01,11,9,13,17,44,35,68,61,129
20602,GUANAY,talla para la edad (t/e),talla baja (tb),2008-05-01,8,7,21,7,12,15,41,29,70
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2008-05-01,3,0,1,0,3,5,7,5,12
80202,GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-05-01,12,9,2,7,4,7,18,23,41
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2008-05-01,8,4,6,5,6,3,20,12,32
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,3,0,5,4,9,4,13
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,0,0,1,3,2,5,7
21005,ICHOCA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,1,0,0,1,1,2
10304,ICLA,talla para la edad (t/e),talla baja (tb),2008-05-01,21,19,50,52,119,133,190,204,394
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-05-01,58,42,79,86,162,192,299,320,619
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-05-01,5,5,8,4,6,6,19,15,34
21102,IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,5,8,15,11,21,21,42
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,2,4,3,16,7,21,28
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-05-01,9,11,15,15,37,27,61,53,114
21105,LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,1,0,0,0,1,1
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2008-05-01,261,185,240,186,279,259,780,630,1410
21202,LAJA,talla para la edad (t/e),talla baja (tb),2008-05-01,12,9,16,18,19,15,47,42,89
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,5,4,16,9,21,13,34
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,2,1,3,1,5,3,8
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-05-01,5,5,9,5,11,14,25,24,49
51401,LLICA,talla para la edad (t/e),talla baja (tb),2008-05-01,5,13,13,6,9,12,27,31,58
80601,LORETO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,0,0,0,1,1,2
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2008-05-01,4,3,12,7,15,17,31,27,58
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,2,0,2,2,5,2,7
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,3,3,1,3,5,6,11
70903,MAIRANA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,1,0,3,0,5,0,5
20904,MALLA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,3,7,3,23,25,34,31,65
20103,MECAPACA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,1,3,2,4,0,10,3,13
71003,MINEROS,talla para la edad (t/e),talla baja (tb),2008-05-01,1,3,12,7,8,7,21,17,38
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2008-05-01,18,13,26,13,52,47,96,73,169
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-05-01,13,8,21,12,40,41,74,61,135
51002,MOJINETE,talla para la edad (t/e),talla baja (tb),2008-05-01,0,2,2,0,3,1,5,3,8
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,3,4,7,9,11,15,26
71001,MONTERO,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,6,2,5,3,15,6,21
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,2,2,2,3,5,5,10
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-05-01,28,24,37,28,41,45,106,97,203
90401,NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,0,2,0,3,0,3
50404,OCURI,talla para la edad (t/e),talla baja (tb),2008-05-01,25,33,52,60,56,71,133,164,297
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,2,4,1,5,5,10,15
40101,ORURO,talla para la edad (t/e),talla baja (tb),2008-05-01,71,43,114,72,73,69,258,184,442
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,2,7,2,8,5,13
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,8,29,27,72,73,107,108,215
20102,PALCA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,8,3,7,16,16,25,31,56
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-05-01,5,1,11,5,6,7,22,13,35
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,0,0,1,1,1,2
21305,PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,3,1,3,7,8,8,16
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,1,12,5,6,3,24,9,33
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-05-01,5,5,8,7,6,7,19,19,38
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2008-05-01,32,28,42,47,54,62,128,137,265
31203,POCONA,talla para la edad (t/e),talla baja (tb),2008-05-01,13,5,14,26,16,7,43,38,81
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-05-01,5,5,2,1,10,7,17,13,30
40601,POOPO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,0,2,0,3,1,4
51203,PORCO,talla para la edad (t/e),talla baja (tb),2008-05-01,20,27,10,12,7,17,37,56,93
10103,POROMA,talla para la edad (t/e),talla baja (tb),2008-05-01,20,25,47,52,58,88,125,165,290
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-05-01,3,8,2,3,8,7,13,18,31
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,0,0,0,1,1
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2008-05-01,132,165,148,108,181,170,461,443,904
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,1,0,0,0,1,1
70805,PUCARA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,3,3,6,2,10,5,15
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,0,0,2,1,3,3,6
20401,PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,3,0,1,0,0,1,4,5
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-05-01,14,7,13,13,36,32,63,52,115
90301,PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-05-01,3,12,10,4,23,7,36,23,59
21204,PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,2,3,4,6,7,10,17
90201,PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,5,5,4,5,9,11,18,29
80703,PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-05-01,1,4,2,0,3,2,6,6,12
31205,PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-05-01,21,16,26,18,44,33,91,67,158
51101,PUNA,talla para la edad (t/e),talla baja (tb),2008-05-01,25,22,46,37,90,88,161,147,308
31401,PUNATA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,1,7,2,4,7,14,10,24
20604,QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,3,2,4,11,11,17,18,35
30901,QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-05-01,6,3,7,9,6,6,19,18,37
21002,QUIME,talla para la edad (t/e),talla baja (tb),2008-05-01,2,2,18,6,21,14,41,22,63
70904,QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,0,0,0,1,1
50402,RAVELO,talla para la edad (t/e),talla baja (tb),2008-05-01,8,7,6,4,15,12,29,23,52
80301,REYES,talla para la edad (t/e),talla baja (tb),2008-05-01,4,2,2,4,7,10,13,16,29
