codigo_municipio,municipio,grupo,variable,mes,TOTAL
30601,ARQUE,eventos - notificacion inmediata parte i,riada,2021-01-01,138.0
70401,BUENA VISTA,eventos - notificacion inmediata parte i,riada,2021-01-01,4.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,riada,2021-01-01,12.0
31206,ENTRE RIOS CBBA,eventos - notificacion inmediata parte i,riada,2021-01-01,46.0
51402,TAHUA,eventos - notificacion inmediata parte i,riada,2021-01-01,4.0
20606,TIPUANI,eventos - notificacion inmediata parte i,riada,2021-01-01,251.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,riada,2021-01-01,4.0
10201,AZURDUY,eventos - notificacion inmediata parte i,riada,2021-02-01,53.0
50601,COTAGAITA,eventos - notificacion inmediata parte i,riada,2021-02-01,41.0
10405,EL VILLAR,eventos - notificacion inmediata parte i,riada,2021-02-01,209.0
50404,OCURI,eventos - notificacion inmediata parte i,riada,2021-02-01,7.0
10101,SUCRE,eventos - notificacion inmediata parte i,riada,2021-02-01,31.0
20606,TIPUANI,eventos - notificacion inmediata parte i,riada,2021-02-01,61.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,riada,2021-03-01,9.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,riada,2021-09-01,29.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,riada,2021-09-01,50.0
10303,MOJOCOYA,eventos - notificacion inmediata parte i,riada,2021-10-01,15.0
30601,ARQUE,eventos - notificacion inmediata parte i,riada,2021-11-01,298.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,riada,2021-11-01,1.0
20101,LA PAZ,eventos - notificacion inmediata parte i,riada,2021-11-01,2.0
30703,SICAYA,eventos - notificacion inmediata parte i,riada,2021-11-01,1.0
30602,TACOPAYA,eventos - notificacion inmediata parte i,riada,2021-11-01,34.0
30601,ARQUE,eventos - notificacion inmediata parte i,riada,2021-12-01,26.0
50301,BETANZOS,eventos - notificacion inmediata parte i,riada,2021-12-01,403.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,riada,2021-12-01,14.0
71301,COMARAPA,eventos - notificacion inmediata parte i,riada,2021-12-01,63.0
10405,EL VILLAR,eventos - notificacion inmediata parte i,riada,2021-12-01,236.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2021-12-01,82.0
30203,OMEREQUE,eventos - notificacion inmediata parte i,riada,2021-12-01,2.0
10401,PADILLA,eventos - notificacion inmediata parte i,riada,2021-12-01,5.0
70902,PAMPA GRANDE,eventos - notificacion inmediata parte i,riada,2021-12-01,281.0
10103,POROMA,eventos - notificacion inmediata parte i,riada,2021-12-01,12.0
30703,SICAYA,eventos - notificacion inmediata parte i,riada,2021-12-01,1.0
10101,SUCRE,eventos - notificacion inmediata parte i,riada,2021-12-01,820.0
30602,TACOPAYA,eventos - notificacion inmediata parte i,riada,2021-12-01,8.0
20803,TIAHUANACU,eventos - notificacion inmediata parte i,riada,2021-12-01,5.0
70802,TRIGAL,eventos - notificacion inmediata parte i,riada,2021-12-01,403.0
71502,URUBICHA,eventos - notificacion inmediata parte i,riada,2021-12-01,2.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,riada,2021-12-01,345.0
60303,VILLA MONTES,eventos - notificacion inmediata parte i,riada,2021-12-01,3.0
10102,YOTALA,eventos - notificacion inmediata parte i,riada,2021-12-01,87.0
