codigo_municipio,municipio,grupo,variable,mes,TOTAL
51302,ACACIO,eventos - notificacion inmediata parte i,riada,2017-01-01,3.0
10201,AZURDUY,eventos - notificacion inmediata parte i,riada,2017-01-01,11.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2017-01-01,10.0
21105,LA ASUNTA,eventos - notificacion inmediata parte i,riada,2017-01-01,2.0
21002,QUIME,eventos - notificacion inmediata parte i,riada,2017-01-01,66.0
60502,EL PUENTE(TJA),eventos - notificacion inmediata parte i,riada,2017-02-01,2.0
10304,ICLA,eventos - notificacion inmediata parte i,riada,2017-02-01,44.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,riada,2017-02-01,602.0
31301,MIZQUE,eventos - notificacion inmediata parte i,riada,2017-02-01,131.0
10303,MOJOCOYA,eventos - notificacion inmediata parte i,riada,2017-02-01,15.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,riada,2017-03-01,1001.0
11003,MACHARETI,eventos - notificacion inmediata parte i,riada,2017-03-01,84.0
71103,SAN RAMON SCZ,eventos - notificacion inmediata parte i,riada,2017-05-01,16.0
70403,YAPACANI,eventos - notificacion inmediata parte i,riada,2017-05-01,549.0
40101,ORURO,eventos - notificacion inmediata parte i,riada,2017-09-01,1.0
20101,LA PAZ,eventos - notificacion inmediata parte i,riada,2017-10-01,1.0
10101,SUCRE,eventos - notificacion inmediata parte i,riada,2017-10-01,1.0
71301,COMARAPA,eventos - notificacion inmediata parte i,riada,2017-11-01,16.0
10103,POROMA,eventos - notificacion inmediata parte i,riada,2017-11-01,2.0
10101,SUCRE,eventos - notificacion inmediata parte i,riada,2017-11-01,4.0
31003,VILLA TUNARI,eventos - notificacion inmediata parte i,riada,2017-11-01,31.0
10403,SOPACHUY,eventos - notificacion inmediata parte i,riada,2017-12-01,15.0
70403,YAPACANI,eventos - notificacion inmediata parte i,riada,2017-12-01,31.0
