codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,1,0,1,1,0,0,0,1,2,2,4
20104,ACHOCALLA,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
20701,APOLO,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,1,0,0,0,1,0,1,4,6,6,2,1,11,11,22
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,1,0,0,0,7,3,13,1,0,0,21,4,25
30301,AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
60202,BERMEJO,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,0,6,3,10,6,0,0,16,9,25
90103,BOLPEBRA,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
70401,BUENA VISTA,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70703,CABEZAS,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
21003,CAJUATA,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
21304,CALAMARCA,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,1,0,0,0,2,2,6,12,0,0,9,14,23
70706,CAMIRI,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,0,0,0,1,2,0,5,6,0,0,7,7,14
20302,CAQUIAVIRI,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,1,0,1,0,3,1,1,1,0,0,6,2,8
40102,CARACOLLO,"violencia, hechos de transito y accidentes",hechos de transito,2013-01-01,0,0,2,2,1,1,5,2,2,3,0,0,10,8,18
