codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-4-anos_masculino,1-a-4-anos-1_femenino,5-a-9-anos_masculino,5-a-9-anos-1_femenino,10-a-20-anos_masculino,10-a-20-anos-1_femenino,21-a-59-anos_masculino,21-a-59-anos-1_femenino,60-y-mas_masculino,60-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
20201,ACHACACHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,2,1,4,0,0,1,6,7
20104,ACHOCALLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30201,AIQUILE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
31303,ALALAY,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41201,ANDAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20701,APOLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,1,2,3,5
30501,ARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
21304,CALAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10701,CAMARGO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10901,CAMATAQUI (C. VILLA ABECIA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
70706,CAMIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
40102,CARACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
31204,CHIMORE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
20501,CHUMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
51103,CKOCHAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30801,CLIZA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
90101,COBIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,1,1,5,0,0,2,6,8
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,1,1,26,37,0,9,0,0,27,47,74
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
31002,COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,1,0,0,1,0,2,0,0,1,3,4
50401,COLQUECHACA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
21306,COLQUENCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
20105,EL ALTO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,3,0,24,0,0,0,27,27
40103,EL CHORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60502,EL PUENTE(TJA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
70105,EL TORNO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
10405,EL VILLAR,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
20405,ESCOMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
41101,EUCALIPTUS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
71004,FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20602,GUANAY,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40701,HUANUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,1,1,1,0,3,3,2,0,0,4,7,11
20206,HUATAJATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
41601,HUAYLLAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10703,INCAHUASI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70104,LA GUARDIA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
20101,LA PAZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,2,2,1,0,2,5,25,46,0,0,30,53,83
21202,LAJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
80801,MAGDALENA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
71003,MINEROS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31301,MIZQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20402,MOCOMOCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
71001,MONTERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3
70803,MORO MORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
30302,MOROCHATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
40101,ORURO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,5,0,0,1,5,6
10401,PADILLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
21305,PATACAMAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,3,0,2,3,0,5,0,0,5,8,13
31203,POCONA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
40601,POOPO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70601,PORTACHUELO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
