codigo_municipio,municipio,grupo,variable,mes,hombres menores a 2 años,mujeres menores a 2 años,hombres de 2 a 4 años,mujeres de 2 a 4 años,hombres total,mujeres total,total
51102,"CAIZA ""D""",desnutricion global,desnutricion grave (g),2006-01-01,1,1,2,1,3,2,5
21003,CAJUATA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
21304,CALAMARCA,desnutricion global,desnutricion grave (g),2006-01-01,4,2,1,0,5,2,7
10701,CAMARGO,desnutricion global,desnutricion grave (g),2006-01-01,0,3,0,1,0,4,4
70706,CAMIRI,desnutricion global,desnutricion grave (g),2006-01-01,2,2,0,0,2,2,4
30701,CAPINOTA,desnutricion global,desnutricion grave (g),2006-01-01,0,2,0,0,0,2,2
20302,CAQUIAVIRI,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
22001,CARANAVI,desnutricion global,desnutricion grave (g),2006-01-01,6,2,2,0,8,2,10
60302,CARAPARI,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
50702,CARIPUYO,desnutricion global,desnutricion grave (g),2006-01-01,0,1,4,3,4,4,8
40201,CHALLAPATA,desnutricion global,desnutricion grave (g),2006-01-01,2,1,0,0,2,1,3
50302,CHAQUI,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,2,1,2,3
70702,CHARAGUA,desnutricion global,desnutricion grave (g),2006-01-01,1,3,1,0,2,3,5
50202,CHAYANTA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,1,1,2,1,3
31204,CHIMORE,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,1,1,2,3
40903,CHIPAYA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
20501,CHUMA,desnutricion global,desnutricion grave (g),2006-01-01,1,1,2,0,3,1,4
30801,CLIZA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
90101,COBIJA,desnutricion global,desnutricion grave (g),2006-01-01,2,0,1,2,3,2,5
30101,COCHABAMBA,desnutricion global,desnutricion grave (g),2006-01-01,15,6,2,0,17,6,23
30905,COLCAPIRHUA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,1,1,1,2
31002,COLOMI,desnutricion global,desnutricion grave (g),2006-01-01,0,4,0,1,0,5,5
50401,COLQUECHACA,desnutricion global,desnutricion grave (g),2006-01-01,5,2,1,0,6,2,8
21306,COLQUENCHA,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
21004,COLQUIRI,desnutricion global,desnutricion grave (g),2006-01-01,1,1,1,0,2,1,3
71301,COMARAPA,desnutricion global,desnutricion grave (g),2006-01-01,3,0,0,0,3,0,3
50601,COTAGAITA,desnutricion global,desnutricion grave (g),2006-01-01,5,1,3,1,8,2,10
70102,COTOCA,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,0,1,1,2
71106,CUATRO CAÑADAS,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
70704,CUEVO,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,1,0,2,2
10902,CULPINA,desnutricion global,desnutricion grave (g),2006-01-01,3,1,1,0,4,1,5
20804,DESAGUADERO,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
20105,EL ALTO,desnutricion global,desnutricion grave (g),2006-01-01,42,29,11,14,53,43,96
71503,EL PUENTE(STC),desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,1,0,2,2
70105,EL TORNO,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
10405,EL VILLAR,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
60601,ENTRE RIOS,desnutricion global,desnutricion grave (g),2006-01-01,4,2,0,1,4,3,7
60601,ENTRE RIOS,desnutricion global,desnutricion grave (g),2006-01-01,2,1,0,1,2,2,4
71004,FERNANDEZ ALONSO,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
71002,GENERAL SAAVEDRA,desnutricion global,desnutricion grave (g),2006-01-01,1,2,0,1,1,3,4
21601,GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
20602,GUANAY,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
20802,GUAQUI,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
80202,GUAYARAMERIN,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,0,1,1,2
70705,GUTIERREZ,desnutricion global,desnutricion grave (g),2006-01-01,6,5,2,3,8,8,16
10502,HUACARETA,desnutricion global,desnutricion grave (g),2006-01-01,0,2,0,0,0,2,2
40701,HUANUNI,desnutricion global,desnutricion grave (g),2006-01-01,3,1,0,0,3,1,4
10304,ICLA,desnutricion global,desnutricion grave (g),2006-01-01,6,5,5,5,11,10,21
10703,INCAHUASI,desnutricion global,desnutricion grave (g),2006-01-01,5,4,4,4,9,8,17
21001,INQUISIVI,desnutricion global,desnutricion grave (g),2006-01-01,2,0,0,1,2,1,3
21102,IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
21501,IXIAMAS,desnutricion global,desnutricion grave (g),2006-01-01,1,4,0,0,1,4,5
20806,JESUS DE MACHACA,desnutricion global,desnutricion grave (g),2006-01-01,1,1,1,0,2,1,3
70104,LA GUARDIA,desnutricion global,desnutricion grave (g),2006-01-01,0,5,1,1,1,6,7
20101,LA PAZ,desnutricion global,desnutricion grave (g),2006-01-01,30,18,12,11,42,29,71
50203,LLALLAGUA,desnutricion global,desnutricion grave (g),2006-01-01,2,1,2,4,4,5,9
20901,LURIBAY,desnutricion global,desnutricion grave (g),2006-01-01,4,4,0,1,4,5,9
11003,MACHARETI,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
20904,MALLA,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
20607,MAPIRI,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
71003,MINEROS,desnutricion global,desnutricion grave (g),2006-01-01,3,0,1,0,4,0,4
31301,MIZQUE,desnutricion global,desnutricion grave (g),2006-01-01,3,1,0,0,3,1,4
20402,MOCOMOCO,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
10501,MONTEAGUDO,desnutricion global,desnutricion grave (g),2006-01-01,3,0,0,2,3,2,5
71001,MONTERO,desnutricion global,desnutricion grave (g),2006-01-01,13,8,3,6,16,14,30
30302,MOROCHATA,desnutricion global,desnutricion grave (g),2006-01-01,5,3,2,2,7,5,12
90501,NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
50404,OCURI,desnutricion global,desnutricion grave (g),2006-01-01,4,4,2,4,6,8,14
70202,OKINAWA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
40101,ORURO,desnutricion global,desnutricion grave (g),2006-01-01,5,4,0,1,5,5,10
60201,PADCAYA,desnutricion global,desnutricion grave (g),2006-01-01,3,0,0,0,3,0,3
10401,PADILLA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,1,1,1,2
70502,PAILON,desnutricion global,desnutricion grave (g),2006-01-01,0,1,1,0,1,1,2
21104,PALOS BLANCOS,desnutricion global,desnutricion grave (g),2006-01-01,2,1,1,3,3,4,7
21305,PATACAMAYA,desnutricion global,desnutricion grave (g),2006-01-01,0,5,0,0,0,5,5
40602,PAZÑA,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
20702,PELECHUCO,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
50403,POCOATA,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,2,1,3,4
31203,POCONA,desnutricion global,desnutricion grave (g),2006-01-01,3,0,1,0,4,0,4
31202,POJO (CBBA),desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
10103,POROMA,desnutricion global,desnutricion grave (g),2006-01-01,1,2,0,2,1,4,5
70601,PORTACHUELO,desnutricion global,desnutricion grave (g),2006-01-01,2,1,0,0,2,1,3
50101,POTOSI,desnutricion global,desnutricion grave (g),2006-01-01,10,9,1,2,11,11,22
10302,PRESTO,desnutricion global,desnutricion grave (g),2006-01-01,1,2,1,1,2,3,5
21201,PUCARANI,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,0,1,1,2
90301,PUERTO GONZALO MORENO,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,0,1,1,2
71401,PUERTO SUAREZ,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,0,1,1,2
31205,PUERTO VILLARROEL,desnutricion global,desnutricion grave (g),2006-01-01,7,4,5,2,12,6,18
51101,PUNA,desnutricion global,desnutricion grave (g),2006-01-01,1,2,1,2,2,4,6
31401,PUNATA,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
30901,QUILLACOLLO,desnutricion global,desnutricion grave (g),2006-01-01,7,2,0,0,7,2,9
21002,QUIME,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
50402,RAVELO,desnutricion global,desnutricion grave (g),2006-01-01,3,3,2,1,5,4,9
80201,RIBERALTA,desnutricion global,desnutricion grave (g),2006-01-01,12,23,5,5,17,28,45
70503,ROBORE,desnutricion global,desnutricion grave (g),2006-01-01,3,0,0,0,3,0,3
80304,RURRENABAQUE,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
31001,SACABA,desnutricion global,desnutricion grave (g),2006-01-01,2,4,1,1,3,5,8
30404,SACABAMBA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
50701,SACACA,desnutricion global,desnutricion grave (g),2006-01-01,1,2,1,0,2,2,4
71302,SAIPINA,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
70901,SAMAIPATA,desnutricion global,desnutricion grave (g),2006-01-01,0,3,0,0,0,3,3
80602,SAN ANDRES,desnutricion global,desnutricion grave (g),2006-01-01,0,2,0,0,0,2,2
71105,SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,2,1,3,4
31403,SAN BENITO,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
80302,SAN BORJA,desnutricion global,desnutricion grave (g),2006-01-01,2,5,1,1,3,6,9
70402,SAN CARLOS,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
80501,SAN IGNACIO,desnutricion global,desnutricion grave (g),2006-01-01,2,2,1,2,3,4,7
70301,SAN IGNACIO DE VELASCO,desnutricion global,desnutricion grave (g),2006-01-01,3,4,1,1,4,5,9
70501,SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion grave (g),2006-01-01,2,1,0,1,2,2,4
70404,SAN JUAN DE YAPACANI,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
60501,SAN LORENZO(TJA),desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,1,1,2,3
10702,SAN LUCAS,desnutricion global,desnutricion grave (g),2006-01-01,7,5,4,2,11,7,18
70302,SAN MIGUEL DE VELASCO,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
71005,SAN PEDRO,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
50501,SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion grave (g),2006-01-01,2,4,2,0,4,4,8
70101,SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion grave (g),2006-01-01,18,21,9,8,27,29,56
41401,SANTIAGO DE HUARI,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
30702,SANTIVAÑES,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
20902,SAPAHAQUI,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
90303,SENA,desnutricion global,desnutricion grave (g),2006-01-01,0,2,0,0,0,2,2
21301,SICA SICA (VILLA AROMA),desnutricion global,desnutricion grave (g),2006-01-01,1,0,1,0,2,0,2
30703,SICAYA,desnutricion global,desnutricion grave (g),2006-01-01,6,1,1,0,7,1,8
30902,SIPE SIPE,desnutricion global,desnutricion grave (g),2006-01-01,4,1,0,0,4,1,5
10403,SOPACHUY,desnutricion global,desnutricion grave (g),2006-01-01,2,3,1,5,3,8,11
20601,SORATA,desnutricion global,desnutricion grave (g),2006-01-01,3,1,0,0,3,1,4
10101,SUCRE,desnutricion global,desnutricion grave (g),2006-01-01,2,4,1,4,3,8,11
50303,TACOBAMBA,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
30602,TACOPAYA,desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,2,1,3,4
31101,TAPACARI,desnutricion global,desnutricion grave (g),2006-01-01,0,1,1,0,1,1,2
10601,TARABUCO,desnutricion global,desnutricion grave (g),2006-01-01,8,8,9,7,17,15,32
30401,TARATA,desnutricion global,desnutricion grave (g),2006-01-01,0,2,0,0,0,2,2
60101,TARIJA,desnutricion global,desnutricion grave (g),2006-01-01,3,4,0,0,3,4,7
10202,TARVITA,desnutricion global,desnutricion grave (g),2006-01-01,3,2,5,1,8,3,11
50102,TINGUIPAYA,desnutricion global,desnutricion grave (g),2006-01-01,6,6,4,6,10,12,22
20606,TIPUANI,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
30903,TIQUIPAYA,desnutricion global,desnutricion grave (g),2006-01-01,2,0,0,0,2,0,2
31601,TIRAQUE (CBBA),desnutricion global,desnutricion grave (g),2006-01-01,4,0,3,3,7,3,10
30802,TOCO,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,1,1,1,2
51202,TOMAVE,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,0,1,0,1
10402,TOMINA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,2,2,3,2,5
50502,TORO TORO,desnutricion global,desnutricion grave (g),2006-01-01,3,5,2,2,5,7,12
31201,TOTORA(CBBA),desnutricion global,desnutricion grave (g),2006-01-01,1,1,0,0,1,1,2
80101,TRINIDAD,desnutricion global,desnutricion grave (g),2006-01-01,4,2,1,1,5,3,8
50801,TUPIZA,desnutricion global,desnutricion grave (g),2006-01-01,2,0,0,0,2,0,2
21302,UMALA,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,0,0,1,1
50201,UNCIA,desnutricion global,desnutricion grave (g),2006-01-01,2,0,2,1,4,1,5
51201,UYUNI,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
70801,VALLEGRANDE,desnutricion global,desnutricion grave (g),2006-01-01,0,0,0,1,0,1,1
20801,VIACHA,desnutricion global,desnutricion grave (g),2006-01-01,0,0,1,1,1,1,2
60303,VILLA MONTES,desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,2,0,3,3
90502,VILLA NUEVA (LOMA ALTA),desnutricion global,desnutricion grave (g),2006-01-01,1,1,1,0,2,1,3
31003,VILLA TUNARI,desnutricion global,desnutricion grave (g),2006-01-01,4,1,1,3,5,4,9
11001,VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,desnutricion grave (g),2006-01-01,0,1,0,1,0,2,2
51501,VILLAZON,desnutricion global,desnutricion grave (g),2006-01-01,2,0,1,0,3,0,3
30904,VINTO,desnutricion global,desnutricion grave (g),2006-01-01,2,1,1,0,3,1,4
50602,VITICHI,desnutricion global,desnutricion grave (g),2006-01-01,2,2,2,0,4,2,6
70201,WARNES,desnutricion global,desnutricion grave (g),2006-01-01,0,1,2,2,2,3,5
20903,YACO,desnutricion global,desnutricion grave (g),2006-01-01,0,3,0,1,0,4,4
60301,YACUIBA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,0,1,0,1
10602,YAMPARAEZ,desnutricion global,desnutricion grave (g),2006-01-01,4,1,1,1,5,2,7
70403,YAPACANI,desnutricion global,desnutricion grave (g),2006-01-01,0,7,0,1,0,8,8
10102,YOTALA,desnutricion global,desnutricion grave (g),2006-01-01,1,0,0,2,1,2,3
60402,YUNCHARA,desnutricion global,desnutricion grave (g),2006-01-01,0,1,2,5,2,6,8
10301,ZUDAÑEZ,desnutricion global,desnutricion grave (g),2006-01-01,2,1,1,0,3,1,4
51302,ACACIO,desnutricion global,desnutricion grave (g),2006-02-01,4,3,0,1,4,4,8
20201,ACHACACHI,desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,1,1,1,2
20104,ACHOCALLA,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,2,0,3,3
30201,AIQUILE,desnutricion global,desnutricion grave (g),2006-02-01,2,3,0,3,2,6,8
10404,ALCALA,desnutricion global,desnutricion grave (g),2006-02-01,1,1,0,1,1,2,3
20202,ANCORAIMES,desnutricion global,desnutricion grave (g),2006-02-01,2,0,0,0,2,0,2
41201,ANDAMARCA,desnutricion global,desnutricion grave (g),2006-02-01,2,0,1,0,3,0,3
30402,ANZALDO,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,2,0,3,3
20701,APOLO,desnutricion global,desnutricion grave (g),2006-02-01,3,2,0,0,3,2,5
51301,ARAMPAMPA,desnutricion global,desnutricion grave (g),2006-02-01,1,0,3,11,4,11,15
30501,ARANI,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,0,0,1,1
30601,ARQUE,desnutricion global,desnutricion grave (g),2006-02-01,3,2,0,0,3,2,5
71501,ASCENCION DE GUARAYOS,desnutricion global,desnutricion grave (g),2006-02-01,9,6,2,2,11,8,19
50802,ATOCHA,desnutricion global,desnutricion grave (g),2006-02-01,0,5,0,0,0,5,5
20503,AUCAPATA,desnutricion global,desnutricion grave (g),2006-02-01,1,0,1,0,2,0,2
20502,AYATA,desnutricion global,desnutricion grave (g),2006-02-01,1,1,1,1,2,2,4
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,desnutricion grave (g),2006-02-01,3,2,2,1,5,3,8
10201,AZURDUY,desnutricion global,desnutricion grave (g),2006-02-01,1,3,0,2,1,5,6
50104,BELEN DE URMIRI,desnutricion global,desnutricion grave (g),2006-02-01,0,0,1,0,1,0,1
90104,BELLA FLOR,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
50301,BETANZOS,desnutricion global,desnutricion grave (g),2006-02-01,10,3,2,2,12,5,17
31501,BOLIVAR,desnutricion global,desnutricion grave (g),2006-02-01,0,2,0,0,0,2,2
70703,CABEZAS,desnutricion global,desnutricion grave (g),2006-02-01,1,0,1,0,2,0,2
20905,CAIROMA,desnutricion global,desnutricion grave (g),2006-02-01,1,0,1,1,2,1,3
51102,"CAIZA ""D""",desnutricion global,desnutricion grave (g),2006-02-01,1,1,0,0,1,1,2
21003,CAJUATA,desnutricion global,desnutricion grave (g),2006-02-01,0,0,1,0,1,0,1
21304,CALAMARCA,desnutricion global,desnutricion grave (g),2006-02-01,3,0,0,0,3,0,3
10701,CAMARGO,desnutricion global,desnutricion grave (g),2006-02-01,0,3,1,0,1,3,4
70706,CAMIRI,desnutricion global,desnutricion grave (g),2006-02-01,0,1,3,0,3,1,4
30701,CAPINOTA,desnutricion global,desnutricion grave (g),2006-02-01,2,3,0,0,2,3,5
40102,CARACOLLO,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,3,0,3,3
22001,CARANAVI,desnutricion global,desnutricion grave (g),2006-02-01,3,2,3,1,6,3,9
60302,CARAPARI,desnutricion global,desnutricion grave (g),2006-02-01,2,0,0,0,2,0,2
50702,CARIPUYO,desnutricion global,desnutricion grave (g),2006-02-01,2,3,0,0,2,3,5
71403,CARMEN RIVERO TORREZ,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
40201,CHALLAPATA,desnutricion global,desnutricion grave (g),2006-02-01,2,1,0,1,2,2,4
50302,CHAQUI,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,1,0,2,2
70702,CHARAGUA,desnutricion global,desnutricion grave (g),2006-02-01,2,7,2,0,4,7,11
50202,CHAYANTA,desnutricion global,desnutricion grave (g),2006-02-01,3,1,0,4,3,5,8
31204,CHIMORE,desnutricion global,desnutricion grave (g),2006-02-01,1,0,2,1,3,1,4
21101,CHULUMANI (V. DE LA LIBERTAD),desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,0,0,1,1
20501,CHUMA,desnutricion global,desnutricion grave (g),2006-02-01,3,1,0,2,3,3,6
30801,CLIZA,desnutricion global,desnutricion grave (g),2006-02-01,3,2,0,0,3,2,5
90101,COBIJA,desnutricion global,desnutricion grave (g),2006-02-01,4,0,0,0,4,0,4
30101,COCHABAMBA,desnutricion global,desnutricion grave (g),2006-02-01,15,11,1,4,16,15,31
30905,COLCAPIRHUA,desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,0,1,0,1
50901,"COLCHA ""K""",desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,0,1,0,1
31002,COLOMI,desnutricion global,desnutricion grave (g),2006-02-01,3,0,0,0,3,0,3
50401,COLQUECHACA,desnutricion global,desnutricion grave (g),2006-02-01,3,9,5,6,8,15,23
21306,COLQUENCHA,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,3,0,3,3
20304,COMANCHE,desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,0,1,0,1
71301,COMARAPA,desnutricion global,desnutricion grave (g),2006-02-01,0,0,1,0,1,0,1
21701,COPACABANA,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
50601,COTAGAITA,desnutricion global,desnutricion grave (g),2006-02-01,5,1,1,3,6,4,10
71106,CUATRO CAÑADAS,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,0,0,1,1
70704,CUEVO,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
10902,CULPINA,desnutricion global,desnutricion grave (g),2006-02-01,3,0,0,1,3,1,4
21602,CURVA,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,2,0,2,2
20105,EL ALTO,desnutricion global,desnutricion grave (g),2006-02-01,37,27,18,11,55,38,93
71503,EL PUENTE(STC),desnutricion global,desnutricion grave (g),2006-02-01,0,3,1,0,1,3,4
60502,EL PUENTE(TJA),desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
70105,EL TORNO,desnutricion global,desnutricion grave (g),2006-02-01,1,0,1,2,2,2,4
10405,EL VILLAR,desnutricion global,desnutricion grave (g),2006-02-01,0,2,0,1,0,3,3
60601,ENTRE RIOS,desnutricion global,desnutricion grave (g),2006-02-01,4,2,1,4,5,6,11
60601,ENTRE RIOS,desnutricion global,desnutricion grave (g),2006-02-01,0,0,2,0,2,0,2
71004,FERNANDEZ ALONSO,desnutricion global,desnutricion grave (g),2006-02-01,0,2,0,0,0,2,2
71002,GENERAL SAAVEDRA,desnutricion global,desnutricion grave (g),2006-02-01,3,4,2,0,5,4,9
21601,GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
20602,GUANAY,desnutricion global,desnutricion grave (g),2006-02-01,3,3,1,0,4,3,7
80202,GUAYARAMERIN,desnutricion global,desnutricion grave (g),2006-02-01,2,0,0,0,2,0,2
70705,GUTIERREZ,desnutricion global,desnutricion grave (g),2006-02-01,5,7,2,2,7,9,16
10502,HUACARETA,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,2,0,3,3
11002,HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,0,1,0,1
40701,HUANUNI,desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,0,1,0,1
10304,ICLA,desnutricion global,desnutricion grave (g),2006-02-01,4,5,2,4,6,9,15
10703,INCAHUASI,desnutricion global,desnutricion grave (g),2006-02-01,1,1,3,5,4,6,10
90402,INGAVI (HUMAITA),desnutricion global,desnutricion grave (g),2006-02-01,1,0,0,0,1,0,1
21001,INQUISIVI,desnutricion global,desnutricion grave (g),2006-02-01,2,2,0,0,2,2,4
21501,IXIAMAS,desnutricion global,desnutricion grave (g),2006-02-01,0,1,0,1,0,2,2
21105,LA ASUNTA,desnutricion global,desnutricion grave (g),2006-02-01,3,0,1,2,4,2,6
70104,LA GUARDIA,desnutricion global,desnutricion grave (g),2006-02-01,2,3,2,2,4,5,9
20101,LA PAZ,desnutricion global,desnutricion grave (g),2006-02-01,7,19,4,6,11,25,36
70701,LAGUNILLAS,desnutricion global,desnutricion grave (g),2006-02-01,1,0,1,0,2,0,2
50203,LLALLAGUA,desnutricion global,desnutricion grave (g),2006-02-01,8,2,0,3,8,5,13
20901,LURIBAY,desnutricion global,desnutricion grave (g),2006-02-01,5,1,2,1,7,2,9
20904,MALLA,desnutricion global,desnutricion grave (g),2006-02-01,0,0,1,0,1,0,1
20607,MAPIRI,desnutricion global,desnutricion grave (g),2006-02-01,0,0,0,1,0,1,1
71003,MINEROS,desnutricion global,desnutricion grave (g),2006-02-01,5,1,0,0,5,1,6
31301,MIZQUE,desnutricion global,desnutricion grave (g),2006-02-01,1,1,1,0,2,1,3
20402,MOCOMOCO,desnutricion global,desnutricion grave (g),2006-02-01,3,0,1,2,4,2,6
10501,MONTEAGUDO,desnutricion global,desnutricion grave (g),2006-02-01,3,0,1,4,4,4,8
71001,MONTERO,desnutricion global,desnutricion grave (g),2006-02-01,7,15,3,2,10,17,27
30302,MOROCHATA,desnutricion global,desnutricion grave (g),2006-02-01,3,1,0,0,3,1,4
50404,OCURI,desnutricion global,desnutricion grave (g),2006-02-01,4,1,3,3,7,4,11
