codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
51302,ACACIO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
20201,ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
20104,ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
20202,ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,2,1,2,3
41201,ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
20701,APOLO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
50802,ATOCHA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
20502,AYATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
21303,AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,2,3,2,5
30301,AYOPAYA (V. DE INDEPENDENCIA),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
60202,BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
50301,BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
70707,BOYUIBE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
21003,CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,2,2,2,4
21304,CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
70706,CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,5,2,0,2,5,4,9
30701,CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,5,5,5,5,10
40102,CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,7,4,7,4,11
22001,CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,1,6,4,6,5,11
21803,CHACARILLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
40201,CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
50302,CHAQUI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,2,1,2,3
20501,CHUMA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
50204,CHUQUIHUTA AYLLU JUCUMANI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
90101,COBIJA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,5,0,0,0,5,0,5
30101,COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,34,26,5,6,39,32,71
50901,"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
31002,COLOMI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
70603,COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,4,2,4,6
50401,COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,1,3,1,4
21306,COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
71101,CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
21701,COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
20301,CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
21401,COROICO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,2,1,0,1,2,3
40301,CORQUE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
70102,COTOCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,3,1,1,1,4,2,6
71106,CUATRO CAÑADAS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
20105,EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,13,8,40,45,53,53,106
71503,EL PUENTE(STC),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
