codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
51302,ACACIO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
20201,ACHACACHI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,2,3,6,0,2,4,10,14
30201,AIQUILE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
31303,ALALAY,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20202,ANCORAIMES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3
51301,ARAMPAMPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
21304,CALAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3
10701,CAMARGO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
70706,CAMIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,6,5,0,0,6,5,11
40102,CARACOLLO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50702,CARIPUYO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,2,1,3,1,1,0,6,2,8
70702,CHARAGUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40903,CHIPAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40302,CHOQUE COTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3
51103,CKOCHAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,1,1,0,1,0,0,0,1,1,0,0,3,2,5
30801,CLIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
30101,COCHABAMBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,2,1,2,2,2,1,13,30,6,5,2,0,27,39,66
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,5,1,6,3,14,9,18,19,0,3,43,35,78
31002,COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
71301,COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
50601,COTAGAITA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70102,COTOCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,0,0,1,1,2,1,0,3,3,6
71106,CUATRO CAÑADAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
10902,CULPINA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20105,EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,2,3,7,10,7,4,19,8,35,16,4,1,74,42,116
40103,EL CHORO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
