codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,1,2,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,6,4,10
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
11003,MACHARETI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
40101,ORURO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40601,POOPO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51203,PORCO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10103,POROMA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50101,POTOSI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31205,PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,5
31401,PUNATA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21002,QUIME,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70503,ROBORE,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
80304,RURRENABAQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
71302,SAIPINA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
80302,SAN BORJA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
21502,SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
80501,SAN IGNACIO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70501,SAN JOSE DE CHIQUITOS,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
71104,SAN JULIAN,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
10702,SAN LUCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,10,0,13,1,10,0,6,0,2,0,0,1,41,42
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,7,8
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,5,2,9,0,7,0,0,0,0,2,21,23
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,3,5
10402,TOMINA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31302,VILA VILA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
10704,VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,4,5
10801,VILLA SERRANO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,7,7
11001,VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50602,VITICHI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
10301,ZUDAÑEZ,"violencia, hechos de transito y accidentes",violencia en la familia,2021-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
20104,ACHOCALLA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10404,ALCALA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21304,CALAMARCA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
10701,CAMARGO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70706,CAMIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31204,CHIMORE,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
50204,CHUQUIHUTA AYLLU JUCUMANI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50901,"COLCHA ""K""","violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31002,COLOMI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
71301,COMARAPA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,5,6
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
40701,HUANUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
10304,ICLA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10703,INCAHUASI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,3,2,1,0,3,0,0,1,0,1,1,2,1,0,0,0,9,6,15
10903,LAS CARRERAS,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
11003,MACHARETI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
20607,MAPIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
20103,MECAPACA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31301,MIZQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
40101,ORURO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,4,6,10
10103,POROMA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50101,POTOSI,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,3
31205,PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
80201,RIBERALTA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,4
70503,ROBORE,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
31403,SAN BENITO,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
80302,SAN BORJA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
21502,SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",violencia en la familia,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
