codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,hombres total.1,mujeres total.1,total
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el hombre,2003-01-01,3,0,3,0,3
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el hombre,2003-01-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra el hombre,2003-01-01,3,0,3,0,3
30601,ARQUE,violencia intrafamiliar,violencia contra el hombre,2003-02-01,13,0,13,0,13
20503,AUCAPATA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
21401,COROICO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,2,0,2,0,2
20804,DESAGUADERO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,17,0,17,0,17
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra el hombre,2003-02-01,2,0,2,0,2
10502,HUACARETA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
70701,LAGUNILLAS,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,8,0,8,0,8
71003,MINEROS,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,7,0,7,0,7
21305,PATACAMAYA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,4,0,4,0,4
50403,POCOATA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
90201,PUERTO RICO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,4,0,4,0,4
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra el hombre,2003-02-01,4,0,4,0,4
10101,SUCRE,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
30602,TACOPAYA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,2,0,2,0,2
60101,TARIJA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,4,0,4,0,4
10202,TARVITA,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el hombre,2003-02-01,8,0,8,0,8
30904,VINTO,violencia intrafamiliar,violencia contra el hombre,2003-02-01,3,0,3,0,3
50602,VITICHI,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra el hombre,2003-02-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
30501,ARANI,violencia intrafamiliar,violencia contra el hombre,2003-03-01,3,0,3,0,3
30601,ARQUE,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
20503,AUCAPATA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,6,0,6,0,6
21203,BATALLAS,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
20905,CAIROMA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
40201,CHALLAPATA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,5,0,5,0,5
31002,COLOMI,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
21401,COROICO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,7,0,7,0,7
10405,EL VILLAR,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
60601,ENTRE RIOS,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el hombre,2003-03-01,7,0,7,0,7
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,13,0,13,0,13
31301,MIZQUE,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
71001,MONTERO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,12,0,12,0,12
30302,MOROCHATA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,3,0,3,0,3
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
50403,POCOATA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,4,0,4,0,4
31203,POCONA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
10103,POROMA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,5,0,5,0,5
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el hombre,2003-03-01,7,0,7,0,7
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
80201,RIBERALTA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
30602,TACOPAYA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
31101,TAPACARI,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
10202,TARVITA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
41502,TODOS SANTOS,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
50801,TUPIZA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
51201,UYUNI,violencia intrafamiliar,violencia contra el hombre,2003-03-01,3,0,3,0,3
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el hombre,2003-03-01,8,0,8,0,8
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra el hombre,2003-03-01,2,0,2,0,2
70403,YAPACANI,violencia intrafamiliar,violencia contra el hombre,2003-03-01,3,0,3,0,3
10102,YOTALA,violencia intrafamiliar,violencia contra el hombre,2003-03-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra el hombre,2003-04-01,2,0,2,0,2
60202,BERMEJO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
31501,BOLIVAR,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
20905,CAIROMA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra el hombre,2003-04-01,5,0,5,0,5
22001,CARANAVI,violencia intrafamiliar,violencia contra el hombre,2003-04-01,8,0,8,0,8
40201,CHALLAPATA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,7,0,7,0,7
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
70102,COTOCA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
10902,CULPINA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,10,0,10,0,10
21001,INQUISIVI,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el hombre,2003-04-01,6,0,6,0,6
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,9,0,9,0,9
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,5,0,5,0,5
71001,MONTERO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,12,0,12,0,12
30302,MOROCHATA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
21305,PATACAMAYA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
50403,POCOATA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra el hombre,2003-04-01,3,0,3,0,3
10103,POROMA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,4,0,4,0,4
21201,PUCARANI,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,2,0,2,0,2
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra el hombre,2003-04-01,3,0,3,0,3
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,3,0,3,0,3
80501,SAN IGNACIO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
20308,SANTIAGO DE CALLAPA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra el hombre,2003-04-01,2,0,2,0,2
30602,TACOPAYA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,3,0,3,0,3
10202,TARVITA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
50502,TORO TORO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el hombre,2003-04-01,3,0,3,0,3
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el hombre,2003-04-01,3,0,3,0,3
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el hombre,2003-04-01,6,0,6,0,6
30904,VINTO,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
70201,WARNES,violencia intrafamiliar,violencia contra el hombre,2003-04-01,1,0,1,0,1
30201,AIQUILE,violencia intrafamiliar,violencia contra el hombre,2003-05-01,2,0,2,0,2
30601,ARQUE,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
70707,BOYUIBE,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
20905,CAIROMA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,2,0,2,0,2
70706,CAMIRI,violencia intrafamiliar,violencia contra el hombre,2003-05-01,6,0,6,0,6
30701,CAPINOTA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,3,0,3,0,3
40102,CARACOLLO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
40201,CHALLAPATA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,13,0,13,0,13
30801,CLIZA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
71301,COMARAPA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,3,0,3,0,3
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el hombre,2003-05-01,5,0,5,0,5
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,5,0,5,0,5
71003,MINEROS,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,13,0,13,0,13
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
21305,PATACAMAYA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,5,0,5,0,5
31203,POCONA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,3,0,3,0,3
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,3,0,3,0,3
71402,PUERTO QUIJARRO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,4,0,4,0,4
80501,SAN IGNACIO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el hombre,2003-05-01,3,0,3,0,3
60501,SAN LORENZO(TJA),violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,2,0,2,0,2
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra el hombre,2003-05-01,4,0,4,0,4
30602,TACOPAYA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el hombre,2003-05-01,23,0,23,0,23
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
60402,YUNCHARA,violencia intrafamiliar,violencia contra el hombre,2003-05-01,1,0,1,0,1
30601,ARQUE,violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
20503,AUCAPATA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
10701,CAMARGO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra el hombre,2003-06-01,4,0,4,0,4
30701,CAPINOTA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,5,0,5,0,5
22001,CARANAVI,violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
40201,CHALLAPATA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,7,0,7,0,7
31204,CHIMORE,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
21701,COPACABANA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,9,0,9,0,9
20602,GUANAY,violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
40701,HUANUNI,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
21102,IRUPANA (VILLA DE LANZA),violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
10903,LAS CARRERAS,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,12,0,12,0,12
80601,LORETO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
71003,MINEROS,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
10303,MOJOCOYA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,16,0,16,0,16
30302,MOROCHATA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
31202,POJO (CBBA),violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,5,0,5,0,5
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,3,0,3,0,3
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
71104,SAN JULIAN,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
50501,SAN PEDRO DE BUENA VISTA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
30902,SIPE SIPE,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
10403,SOPACHUY,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
10601,TARABUCO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,6,0,6,0,6
10202,TARVITA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
20606,TIPUANI,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el hombre,2003-06-01,4,0,4,0,4
31402,VILLA RIVERO,violencia intrafamiliar,violencia contra el hombre,2003-06-01,1,0,1,0,1
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra el hombre,2003-06-01,2,0,2,0,2
30201,AIQUILE,violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
50301,BETANZOS,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
20905,CAIROMA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
70706,CAMIRI,violencia intrafamiliar,violencia contra el hombre,2003-07-01,10,0,10,0,10
30701,CAPINOTA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
40102,CARACOLLO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
22001,CARANAVI,violencia intrafamiliar,violencia contra el hombre,2003-07-01,5,0,5,0,5
40201,CHALLAPATA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,10,0,10,0,10
50202,CHAYANTA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
21101,CHULUMANI (V. DE LA LIBERTAD),violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,15,0,15,0,15
40701,HUANUNI,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra el hombre,2003-07-01,6,0,6,0,6
70701,LAGUNILLAS,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,11,0,11,0,11
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,3,0,3,0,3
71001,MONTERO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,44,0,44,0,44
50404,OCURI,violencia intrafamiliar,violencia contra el hombre,2003-07-01,3,0,3,0,3
40602,PAZÑA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
31203,POCONA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
31202,POJO (CBBA),violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
10103,POROMA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,8,0,8,0,8
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el hombre,2003-07-01,4,0,4,0,4
71402,PUERTO QUIJARRO,violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
80703,PUERTO SILES,violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra el hombre,2003-07-01,2,0,2,0,2
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el hombre,2003-07-01,1,0,1,0,1
