codigo_municipio,municipio,grupo,variable,mes,número de eventos,número de afectados,número de fallecidos,total
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-01-01,6.0,0.0,0.0,6.0
10303,MOJOCOYA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-01-01,1.0,4.0,0.0,5.0
10501,MONTEAGUDO,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-01-01,1.0,29.0,0.0,30.0
10401,PADILLA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-01-01,1.0,0.0,0.0,1.0
10402,TOMINA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-01-01,2.0,64.0,0.0,66.0
70802,TRIGAL,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-01-01,2.0,28.0,0.0,30.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-02-01,4.0,0.0,0.0,4.0
60502,EL PUENTE(TJA),registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-02-01,1.0,3.0,0.0,4.0
70805,PUCARA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-02-01,1.0,0.0,0.0,1.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-04-01,16.0,0.0,0.0,16.0
70805,PUCARA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-04-01,1.0,2.0,0.0,3.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-05-01,11.0,0.0,0.0,11.0
10404,ALCALA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-06-01,1.0,37.0,0.0,38.0
40701,HUANUNI,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-06-01,5.0,0.0,0.0,5.0
30903,TIQUIPAYA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-06-01,1.0,0.0,0.0,1.0
31601,TIRAQUE (CBBA),registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-06-01,1.0,100.0,0.0,101.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,18.0,0.0,0.0,18.0
60601,ENTRE RIOS TRJ,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,3.0,36.0,0.0,39.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,3.0,1300.0,0.0,1303.0
70803,MORO MORO,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,20.0,72.0,0.0,92.0
10401,PADILLA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,3.0,0.0,0.0,3.0
70805,PUCARA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,4.0,1250.0,0.0,1254.0
70802,TRIGAL,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,3.0,30.0,0.0,33.0
70801,VALLEGRANDE,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,4.0,10805.0,0.0,10809.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-07-01,3.0,12000.0,0.0,12003.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,3.0,70.0,1.0,74.0
40701,HUANUNI,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,5.0,0.0,0.0,5.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,7.0,3060.0,0.0,3067.0
70902,PAMPA GRANDE,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,1.0,1000.0,0.0,1001.0
70804,POSTRER VALLE,registro de eventos de notificacion inmediata,helada/granizo/nevada,2013-08-01,2.0,20.0,0.0,22.0
