codigo_municipio,municipio,grupo,variable,mes,total
10201,AZURDUY,eventos - notificacion inmediata parte ii,otros de excepcion,2016-01-01,140.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,otros de excepcion,2016-02-01,2.0
10202,TARVITA,eventos - notificacion inmediata parte ii,otros de excepcion,2016-02-01,3.0
30901,QUILLACOLLO,eventos - notificacion inmediata parte ii,otros de excepcion,2016-03-01,3.0
30803,TOLATA,eventos - notificacion inmediata parte ii,otros de excepcion,2016-03-01,8.0
50601,COTAGAITA,eventos - notificacion inmediata parte ii,otros de excepcion,2016-04-01,1.0
10601,TARABUCO,eventos - notificacion inmediata parte ii,otros de excepcion,2016-04-01,565.0
30402,ANZALDO,eventos - notificacion inmediata parte ii,otros de excepcion,2016-06-01,1.0
90103,BOLPEBRA,eventos - notificacion inmediata parte ii,otros de excepcion,2016-08-01,1.0
70707,BOYUIBE,eventos - notificacion inmediata parte ii,otros de excepcion,2016-08-01,670.0
11003,MACHARETI,eventos - notificacion inmediata parte ii,otros de excepcion,2016-08-01,246.0
10701,CAMARGO,eventos - notificacion inmediata parte ii,otros de excepcion,2016-11-01,1.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,otros de excepcion,2016-11-01,2.0
10702,SAN LUCAS,eventos - notificacion inmediata parte ii,otros de excepcion,2016-12-01,1.0
10403,SOPACHUY,eventos - notificacion inmediata parte ii,otros de excepcion,2016-12-01,3.0
