codigo_municipio,municipio,grupo,variable,mes,hombres menores a 1 año,mujeres menores a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 14 años,mujeres de 5 a 14 años,hombres de 15 a 59 años,mujeres de 15 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20503,AUCAPATA,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
80802,BAURES,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
10701,CAMARGO,clasificacion general sistemica,otras causas,2003-01-01,0,0,4,0,11,0,13,0,0,0,28,0,28
10901,CAMATAQUI (C. VILLA ABECIA),clasificacion general sistemica,otras causas,2003-01-01,0,0,2,0,1,0,6,0,4,0,13,0,13
22001,CARANAVI,clasificacion general sistemica,otras causas,2003-01-01,0,0,1,0,2,0,14,0,0,0,17,0,17
70702,CHARAGUA,clasificacion general sistemica,otras causas,2003-01-01,8,0,1,0,5,0,26,0,7,0,47,0,47
30101,COCHABAMBA,clasificacion general sistemica,otras causas,2003-01-01,75,0,29,0,16,0,191,0,39,0,350,0,350
31002,COLOMI,clasificacion general sistemica,otras causas,2003-01-01,14,0,12,0,3,0,21,0,0,0,50,0,50
70704,CUEVO,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
41101,EUCALIPTUS,clasificacion general sistemica,otras causas,2003-01-01,1,0,0,0,0,0,0,0,0,0,1,0,1
20602,GUANAY,clasificacion general sistemica,otras causas,2003-01-01,0,0,1,0,0,0,16,0,0,0,17,0,17
10502,HUACARETA,clasificacion general sistemica,otras causas,2003-01-01,1,0,9,0,6,0,22,0,4,0,42,0,42
11002,HUACAYA (VILLA DE HUACAYA),clasificacion general sistemica,otras causas,2003-01-01,0,0,1,0,1,0,0,0,0,0,2,0,2
20101,LA PAZ,clasificacion general sistemica,otras causas,2003-01-01,14,0,0,0,1,0,0,0,0,0,15,0,15
71003,MINEROS,clasificacion general sistemica,otras causas,2003-01-01,2,0,0,0,0,0,0,0,0,0,2,0,2
31301,MIZQUE,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10501,MONTEAGUDO,clasificacion general sistemica,otras causas,2003-01-01,45,0,74,0,49,0,334,0,23,0,525,0,525
71001,MONTERO,clasificacion general sistemica,otras causas,2003-01-01,5,0,0,0,0,0,0,0,0,0,5,0,5
30302,MOROCHATA,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
50404,OCURI,clasificacion general sistemica,otras causas,2003-01-01,6,0,22,0,6,0,118,0,20,0,172,0,172
21104,PALOS BLANCOS,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
80201,RIBERALTA,clasificacion general sistemica,otras causas,2003-01-01,4,0,15,0,4,0,7,0,0,0,30,0,30
31001,SACABA,clasificacion general sistemica,otras causas,2003-01-01,131,0,49,0,19,0,54,0,6,0,259,0,259
80501,SAN IGNACIO,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,1,0,2,0,0,0,3,0,3
70301,SAN IGNACIO DE VELASCO,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
60501,SAN LORENZO(TJA),clasificacion general sistemica,otras causas,2003-01-01,2,0,6,0,2,0,42,0,5,0,57,0,57
70101,SANTA CRUZ DE LA SIERRA,clasificacion general sistemica,otras causas,2003-01-01,1,0,5,0,2,0,15,0,0,0,23,0,23
31101,TAPACARI,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
30401,TARATA,clasificacion general sistemica,otras causas,2003-01-01,1,0,0,0,0,0,0,0,0,0,1,0,1
20606,TIPUANI,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),clasificacion general sistemica,otras causas,2003-01-01,3,0,43,0,19,0,113,0,10,0,188,0,188
10301,ZUDAÑEZ,clasificacion general sistemica,otras causas,2003-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
10701,CAMARGO,clasificacion general sistemica,otras causas,2003-02-01,0,0,2,0,1,0,7,0,0,0,10,0,10
10901,CAMATAQUI (C. VILLA ABECIA),clasificacion general sistemica,otras causas,2003-02-01,2,0,1,0,0,0,9,0,0,0,12,0,12
22001,CARANAVI,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,20,0,0,0,20,0,20
40201,CHALLAPATA,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,0,0,3,0,3,0,3
30801,CLIZA,clasificacion general sistemica,otras causas,2003-02-01,2,0,2,0,1,0,0,0,0,0,5,0,5
30101,COCHABAMBA,clasificacion general sistemica,otras causas,2003-02-01,53,0,20,0,6,0,99,0,18,0,196,0,196
31002,COLOMI,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,1,0,1,0,2,0,2
70704,CUEVO,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,1,0,1,0,0,0,2,0,2
10902,CULPINA,clasificacion general sistemica,otras causas,2003-02-01,0,0,3,0,0,0,2,0,1,0,6,0,6
20602,GUANAY,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,16,0,0,0,16,0,16
70705,GUTIERREZ,clasificacion general sistemica,otras causas,2003-02-01,1,0,0,0,2,0,0,0,1,0,4,0,4
10502,HUACARETA,clasificacion general sistemica,otras causas,2003-02-01,1,0,2,0,0,0,0,0,0,0,3,0,3
20101,LA PAZ,clasificacion general sistemica,otras causas,2003-02-01,22,0,0,0,0,0,0,0,0,0,22,0,22
70701,LAGUNILLAS,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,0,0,1,0,1,0,1
80801,MAGDALENA,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,2,0,0,0,2,0,2
71003,MINEROS,clasificacion general sistemica,otras causas,2003-02-01,2,0,0,0,0,0,0,0,0,0,2,0,2
10501,MONTEAGUDO,clasificacion general sistemica,otras causas,2003-02-01,11,0,15,0,18,0,220,0,14,0,278,0,278
71001,MONTERO,clasificacion general sistemica,otras causas,2003-02-01,1,0,0,0,0,0,0,0,0,0,1,0,1
30302,MOROCHATA,clasificacion general sistemica,otras causas,2003-02-01,0,0,0,0,0,0,4,0,0,0,4,0,4
