codigo_municipio,municipio,grupo,variable,mes,total
50301,BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,121.0
50702,CARIPUYO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,62.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,107.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,401.0
21202,LAJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,71.0
31301,MIZQUE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,2.0
50402,RAVELO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,201.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,637.0
50501,SAN PEDRO DE BUENA VISTA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,72.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,31.0
50502,TORO TORO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,34.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-02-01,79.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-03-01,289.0
10302,PRESTO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-03-01,544.0
51101,PUNA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-03-01,21.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-03-01,142.0
10601,TARABUCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-03-01,404.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-03-01,308.0
51102,"CAIZA ""D""",eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-04-01,97.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-04-01,251.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-05-01,51.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-05-01,3.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-05-01,2.0
51001,SAN PABLO DE LIPEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-05-01,3.0
60101,TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-05-01,1.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-06-01,2.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-06-01,2.0
10201,AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,1.0
71301,COMARAPA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,205.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,653.0
70903,MAIRANA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,805.0
70803,MORO MORO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,1.0
10401,PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,1.0
70902,PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,254.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,6.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,5.0
71302,SAIPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,29.0
60101,TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,1.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-07-01,158.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-08-01,2.0
31501,BOLIVAR,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-09-01,1.0
10701,CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-09-01,96.0
10202,TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-09-01,2.0
70802,TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-09-01,16.0
10701,CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,100.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,7.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,10.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,252.0
20601,SORATA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,1.0
10101,SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,6.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-10-01,4.0
10103,POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-11-01,16.0
10302,PRESTO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-11-01,15.0
10101,SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-11-01,14.0
10303,MOJOCOYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-12-01,32.0
10501,MONTEAGUDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-12-01,16.0
50402,RAVELO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2017-12-01,151.0
