codigo_municipio,municipio,grupo,variable,mes,número de eventos,número de afectados,número de fallecidos,total
50301,BETANZOS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,2.0,975.0,0.0,977.0
51102,"CAIZA ""D""",registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,1.0,35.0,0.0,36.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,15.0,0.0,0.0,15.0
50601,COTAGAITA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,1.0,120.0,0.0,121.0
10502,HUACARETA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,1.0,0.0,0.0,1.0
10702,SAN LUCAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,1.0,515.0,0.0,516.0
10202,TARVITA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,1.0,0.0,0.0,1.0
50801,TUPIZA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,1.0,65.0,0.0,66.0
51501,VILLAZON,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-11-01,5.0,387.0,0.0,392.0
50301,BETANZOS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,1.0,74.0,0.0,75.0
10901,CAMATAQUI (C. VILLA ABECIA),registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,1.0,133.0,0.0,134.0
30303,COCAPATA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,20.0,0.0,0.0,20.0
60502,EL PUENTE(TJA),registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,2.0,252.0,0.0,254.0
50404,OCURI,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,0.0,72.0,0.0,72.0
60201,PADCAYA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,1.0,0.0,0.0,1.0
51101,PUNA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,1.0,18.0,0.0,19.0
10702,SAN LUCAS,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,2.0,15.0,0.0,17.0
30904,VINTO,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,1.0,0.0,0.0,1.0
10102,YOTALA,registro de eventos de notificacion inmediata,helada/granizo/nevada,2014-12-01,1.0,50.0,0.0,51.0
