codigo_municipio,municipio,grupo,variable,mes,hombres menores a 1 año,mujeres menores a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 14 años,mujeres de 5 a 14 años,hombres de 15 a 59 años,mujeres de 15 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
41201,ANDAMARCA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20701,APOLO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,4,0,0,0,4,0,4
30501,ARANI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
50802,ATOCHA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
21303,AYO AYO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10201,AZURDUY,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
21203,BATALLAS,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
41202,BELEN DE ANDAMARCA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
60202,BERMEJO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,2,0,8,0,0,0,10,0,10
20905,CAIROMA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
51102,"CAIZA ""D""",violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10701,CAMARGO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
70706,CAMIRI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
30701,CAPINOTA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,6,0,0,0,6,0,6
40102,CARACOLLO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
22001,CARANAVI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
60302,CARAPARI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
40201,CHALLAPATA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,9,0,0,0,9,0,9
21101,CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,5,0,0,0,5,0,5
20501,CHUMA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
30101,COCHABAMBA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
31002,COLOMI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21306,COLQUENCHA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21701,COPACABANA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,4,0,0,0,4,0,4
20301,CORO CORO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
21401,COROICO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20105,EL ALTO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,5,0,1,0,92,0,0,0,98,0,98
10405,EL VILLAR,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
80402,EXALTACION,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21601,GRAL. J.J. PEREZ (CHARAZANI),violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
20602,GUANAY,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,3,0,1,0,0,0,4,0,4
20802,GUAQUI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10502,HUACARETA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
40701,HUANUNI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
21501,IXIAMAS,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20101,LA PAZ,violencia  intrafamiliar,mujeres,2004-01-01,1,0,4,0,2,0,40,0,0,0,47,0,47
50203,LLALLAGUA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,9,0,0,0,9,0,9
20901,LURIBAY,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
20103,MECAPACA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
71003,MINEROS,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,4,0,0,0,5,0,5
31301,MIZQUE,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10303,MOJOCOYA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,3,0,1,0,0,0,4,0,4
10501,MONTEAGUDO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,4,0,0,0,4,0,4
71001,MONTERO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,5,0,0,0,6,0,6
30302,MOROCHATA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,3,0,0,0,3,0,0,0,6,0,6
50404,OCURI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
30203,OMEREQUE,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
70502,PAILON,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
21104,PALOS BLANCOS,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
70902,PAMPA GRANDE,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
21305,PATACAMAYA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
10103,POROMA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20401,PUERTO ACOSTA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,2,0,3,0,3
71402,PUERTO QUIJARRO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
71401,PUERTO SUAREZ,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
51101,PUNA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
31401,PUNATA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,2,0,11,0,0,0,13,0,13
80301,REYES,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
31001,SACABA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
30404,SACABAMBA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,1,0,0,0,4,0,0,0,5,0,5
40801,SALINAS DE GARCI MENDOZA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,4,0,0,0,5,0,5
60501,SAN LORENZO(TJA),violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
10702,SAN LUCAS,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21702,SAN PEDRO DE TIQUINA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,1,0,0,0,2,0,2
20308,SANTIAGO DE CALLAPA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20902,SAPAHAQUI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
30902,SIPE SIPE,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
10101,SUCRE,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
31101,TAPACARI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10601,TARABUCO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
60101,TARIJA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
10202,TARVITA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,6,0,0,0,7,0,7
20606,TIPUANI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
30903,TIQUIPAYA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
31601,TIRAQUE (CBBA),violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,4,0,0,0,4,0,4
41001,TOLEDO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
50801,TUPIZA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,7,0,0,0,7,0,7
50201,UNCIA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
51201,UYUNI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
70801,VALLEGRANDE,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20801,VIACHA,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,5,0,0,0,5,0,5
60303,VILLA MONTES,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
31402,VILLA RIVERO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
10801,VILLA SERRANO,violencia  intrafamiliar,mujeres,2004-01-01,0,0,1,0,1,0,4,0,0,0,6,0,6
31003,VILLA TUNARI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,3,0,2,0,5,0,5
11001,VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
51501,VILLAZON,violencia  intrafamiliar,mujeres,2004-01-01,0,0,1,0,2,0,17,0,0,0,20,0,20
50602,VITICHI,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
10602,YAMPARAEZ,violencia  intrafamiliar,mujeres,2004-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
