codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,5,5
71301,COMARAPA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71101,CONCEPCION,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
21401,COROICO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
40401,CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,5,0,2,0,1,1,0,2,2,21,0,1,0,0,0,2,10,27,37
10405,EL VILLAR,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
90203,FILADELFIA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40701,HUANUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,4,6
10703,INCAHUASI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21501,IXIAMAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,1,0,0,0,0,1,1,5,11,1,2,2,1,0,2,9,18,27
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,1,0,0,0,0,0,0,0,1,0,2,3,17,0,3,0,1,2,1,5,26,31
70701,LAGUNILLAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40702,MACHACAMARCA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31301,MIZQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,2,4,6
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,1,2,0,0,2,0,5,1,0,0,0,0,0,3,8,11
30302,MOROCHATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
40101,ORURO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
50403,POCOATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
31203,POCONA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,6,6
50101,POTOSI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,4,1,0,11,0,9,0,0,0,0,0,0,4,21,25
10302,PRESTO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21201,PUCARANI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31205,PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
51101,PUNA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31401,PUNATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,1,0,0,0,0,6,8,14
50402,RAVELO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
80201,RIBERALTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
70503,ROBORE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
50701,SACACA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71302,SAIPINA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
70901,SAMAIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
21502,SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
70501,SAN JOSE DE CHIQUITOS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71104,SAN JULIAN,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
90302,SAN LORENZO(PND),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10702,SAN LUCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
70302,SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
90202,SAN PEDRO(PND),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
70303,SAN RAFAEL,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,1,0,0,16,0,16,0,13,0,10,0,2,0,1,1,58,59
70602,SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
41401,SANTIAGO DE HUARI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
90303,SENA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21301,SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
30902,SIPE SIPE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,1,0,0,3,0,11,0,0,0,0,0,0,1,14,15
31404,TACACHI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,2,0,3,0,13,0,11,0,0,0,0,0,29,29
10202,TARVITA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20803,TIAWANACU,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
50102,TINGUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,0,4,4,8
30903,TIQUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,1,0,0,2,2,6,10,4,2,8,1,5,0,24,0,6,1,0,2,5,19,60,79
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
10402,TOMINA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50502,TORO TORO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
31201,TOTORA(CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,8,8
50201,UNCIA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
51201,UYUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
10704,VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,1,0,2,0,1,0,0,5,0,0,0,0,0,0,4,5,9
11001,VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
51501,VILLAZON,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
60301,YACUIBA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70403,YAPACANI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
20201,ACHACACHI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30201,AIQUILE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40603,ANTEQUERA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30501,ARANI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70706,CAMIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,5,6
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
70603,COLPA BELGICA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71301,COMARAPA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71101,CONCEPCION,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
21402,CORIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
21401,COROICO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
71106,CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,1,0,0,2,0,1,0,3,0,1,7,1,42,2,4,1,2,0,5,11,61,72
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
90203,FILADELFIA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
20802,GUAQUI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
40701,HUANUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,3,4
80803,HUARACAJE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10703,INCAHUASI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
21102,IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,1,1,0,1,0,1,0,1,5,0,1,0,0,0,0,4,7,11
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,1,0,0,0,3,13,0,0,0,0,0,1,4,14,18
21202,LAJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3
71003,MINEROS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,3,4
70803,MORO MORO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
90401,NACEBE (SANTA ROSA DEL ABUNA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
40101,ORURO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
31203,POCONA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
50101,POTOSI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,1,2,20,33,4,15,0,0,0,0,0,0,25,50,75
90301,PUERTO GONZALO MORENO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
31401,PUNATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,1,6,7
50402,RAVELO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
80201,RIBERALTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70503,ROBORE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
80304,RURRENABAQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
31001,SACABA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
50701,SACACA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40801,SALINAS DE GARCI MENDOZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70901,SAMAIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
80501,SAN IGNACIO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
71104,SAN JULIAN,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50501,SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,18,0,13,1,11,0,5,0,4,0,0,1,51,52
21301,SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,3,0,0,0,0,1,8,9
31101,TAPACARI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,16,0,0,0,0,0,24,24
10202,TARVITA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
30903,TIQUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,1,0,0,2,1,4,4,4,3,7,3,11,0,24,0,2,1,0,0,4,13,58,71
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30802,TOCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50502,TORO TORO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31201,TOTORA(CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
80101,TRINIDAD,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,0,0,0,0,0,10,10
40402,TURCO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50201,UNCIA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
51201,UYUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
20801,VIACHA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10704,VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60303,VILLA MONTES,"violencia, hechos de transito y accidentes",violencia en la familia,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
30201,AIQUILE,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,5,5
30501,ARANI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
50802,ATOCHA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
90104,BELLA FLOR,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10701,CAMARGO,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
70706,CAMIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,12,13
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30801,CLIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,6,6
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes",violencia en la familia,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
