codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-4-anos_masculino,1-a-4-anos-1_femenino,5-a-9-anos_masculino,5-a-9-anos-1_femenino,10-a-20-anos_masculino,10-a-20-anos-1_femenino,21-a-59-anos_masculino,21-a-59-anos-1_femenino,60-y-mas_masculino,60-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
51302,ACACIO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20201,ACHACACHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
30201,AIQUILE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
51301,ARAMPAMPA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
50802,ATOCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
60202,BERMEJO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50301,BETANZOS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21304,CALAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,4,0,0,0,5,5
20302,CAQUIAVIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
31204,CHIMORE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,1,2,1,4,0,0,2,6,8
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
51103,CKOCHAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30801,CLIZA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
90101,COBIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,3,7,0,0,3,7,10
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,1,0,0,0,0,3,1,8,0,0,2,11,13
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
31002,COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,5,0,1,0,6,6
71301,COMARAPA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
21701,COPACABANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21402,CORIPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,1,0,1,2,0,5,1,1,3,8,11
21401,COROICO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,1,0,0,2,3,5,1,0,5,7,12
50601,COTAGAITA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70704,CUEVO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20804,DESAGUADERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20105,EL ALTO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,1,0,1,0,0,0,4,4,4,49,0,2,10,55,65
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
60502,EL PUENTE(TJA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,1,2,1,4,0,0,2,6,8
41101,EUCALIPTUS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20802,GUAQUI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
40701,HUANUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,2,5,0,0,2,6,8
21005,ICHOCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
10304,ICLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
21001,INQUISIVI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
21501,IXIAMAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
70104,LA GUARDIA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
20101,LA PAZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,2,4,12,18,4,22,0,0,18,44,62
21202,LAJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
20901,LURIBAY,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
11003,MACHARETI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
70903,MAIRANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20607,MAPIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31301,MIZQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,2,1,5,0,1,1,8,9
71001,MONTERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
70803,MORO MORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
30302,MOROCHATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
50404,OCURI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
