codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,1,2,1,0,0,1,0,7,1,1,0,11,3,14
20104,ACHOCALLA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30201,AIQUILE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
31303,ALALAY,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
20202,ANCORAIMES,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
41201,ANDAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30501,ARANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,1,0,0,1,3,0,1,2,6,4,3,2,14,9,23
71501,ASCENCION DE GUARAYOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,0,4,1,1,0,6,1,7
60202,BERMEJO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,5,0,4,2,10,2,0,0,19,4,23
21304,CALAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,0,0,0,0,1,4,6,2,0,7,7,14
10701,CAMARGO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,0,0,0,2,1,0,2,0,0,3,3,6
70706,CAMIRI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,11,3,0,1,11,5,16
40102,CARACOLLO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,2,3,2,0,0,3,4,7
40201,CHALLAPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,0,2,1,0,2,4,4,0,2,7,9,16
31204,CHIMORE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,3,1,0,0,3,2,5
