codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
31303,ALALAY,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30501,ARANI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
71501,ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,1,0,3,3,8,2,2,0,14,6,20
90104,BELLA FLOR,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
50301,BETANZOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,5,2,0,0,5,2,7
70707,BOYUIBE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,2,1,0,1,2,2,4
70401,BUENA VISTA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
70703,CABEZAS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,1,0,1,1,3,1,0,0,5,3,8
21304,CALAMARCA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,0,0,0,0,2,0,0,0,2,1,3
70706,CAMIRI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,1,3,0,0,0,4,1,5
40102,CARACOLLO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,1,0,0,0,0,2,0,7,2,0,0,9,3,12
60302,CARAPARI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40201,CHALLAPATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,1,1,1,3,5,0,1,5,8,13
90101,COBIJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,2,0,0,3,1,1,4,0,0,4,7,11
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,1,1,0,0,4,3,10,4,27,14,3,6,45,28,73
31002,COLOMI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,2,0,0,0,0,2,9,3,1,0,12,5,17
70603,COLPA BELGICA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
71301,COMARAPA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,1,3,5,9,7,1,0,14,13,27
71101,CONCEPCION,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50601,COTAGAITA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,8,2,21,18,11,11,40,31,71
70102,COTOCA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,5,0,2,1,0,0,7,1,8
20105,EL ALTO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,1,3,6,10,8,24,35,80,76,12,21,129,147,276
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,5,0,1,2,1,0,7,2,9
70105,EL TORNO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,1,0,4,3,15,5,2,1,23,9,32
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,5,2,0,0,7,2,9
71004,FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,0,0,2,2,0,0,0,3,2,5
80202,GUAYARAMERIN,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,7,1,0,0,9,1,10
40701,HUANUNI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,4,0,44,4,3,0,51,4,55
70104,LA GUARDIA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,2,0,6,2,1,0,10,2,12
20101,LA PAZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,1,2,0,3,2,4,10,1,0,11,13,24
21202,LAJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50203,LLALLAGUA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,0,1,0,1,2,2,4
70903,MAIRANA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
20607,MAPIRI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
71003,MINEROS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
31301,MIZQUE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
20402,MOCOMOCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,2,1,0,1,3,2,5
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,3,1,2,2,1,0,6,3,9
71001,MONTERO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,0,2,9,7,30,13,1,2,40,25,65
40101,ORURO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,1,2,11,11,1,0,14,13,27
10401,PADILLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
21305,PATACAMAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,1,5,0,6,2,0,0,11,3,14
40602,PAZÑA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,1,7,2,0,0,8,3,11
31202,POJO (CBBA),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
40601,POOPO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,1,0,0,3,2,0,0,3,3,6
70601,PORTACHUELO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
50101,POTOSI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,0,1,1,0,0,2,1,3
90301,PUERTO GONZALO MORENO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,3,0,1,0,0,0,5,0,5
71401,PUERTO SUAREZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,5,1,0,0,6,1,7
31205,PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,1,0,0,2,0,3,1,1,0,7,2,9
51101,PUNA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,6,3,9,2,0,3,15,8,23
31401,PUNATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
80301,REYES,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,3,0,1,1,0,0,4,1,5
80201,RIBERALTA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,4,1,2,0,1,3,2,3,1,0,10,7,17
80304,RURRENABAQUE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,2,4,3,0,0,4,5,9
40901,SABAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,3,1,2,0,0,0,5,1,6
31001,SACABA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,3,2,0,3,2,7,5,0,3,13,13,26
70901,SAMAIPATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3
80302,SAN BORJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
70402,SAN CARLOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
80501,SAN IGNACIO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,0,2,0,5,3,4,1,12,4,16
71102,SAN JAVIER(STC),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,4,0,0,0,6,0,6
71104,SAN JULIAN,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,7,4,1,5,11,4,15,4,0,1,34,18,52
71201,SAN MATIAS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
21702,SAN PEDRO DE TIQUINA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
80401,SANTA ANA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,4,3,0,0,6,3,9
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,1,5,4,14,6,57,38,140,55,19,8,235,112,347
70602,SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
90303,SENA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,1,0,1,0,0,0,0,2,1,2,0,0,3,4,7
21301,SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,1,1,1,1,5,2,2,2,10,6,16
30902,SIPE SIPE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40104,SORACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
