codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
40801,SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,2,2,3,2,5,7
80102,SAN JAVIER(BNI),desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,15,3,1,2,16,5,21
40104,SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,2,1,2,2,4,6
10101,SUCRE,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,0,1,0,1,0,1
60101,TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,18,30,44,40,62,70,132
30803,TOLATA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,1,0,0,0,1,1
41001,TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,0,1,0,1
50502,TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,7,2,4,2,11,4,15
41301,TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,2,1,2,3,4,4,8
40402,TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,2,10,5,0,7,10,17
60301,YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,3,10,3,12,6,22,28
41201,ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,10,8,13,15,23,23,46
30402,ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,2,5,2,7,4,11
30403,ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,0,1,1,2,1,3
41202,BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,0,0,0,1,0,1
60202,BERMEJO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,0,0,2,1,2,3
70401,BUENA VISTA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,1,0,1,1,2,3
70706,CAMIRI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,5,0,5,0,5
40201,CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,20,32,20,23,40,55,95
40903,CHIPAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,0,2,0,2,2
40301,CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,7,7,9,8,16,15,31
70102,COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,0,1,0,3,0,3
40401,CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,3,2,6,2,9,4,13
60502,EL PUENTE(TJA),desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,1,0,1,0,1
40505,ESMERALDA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,0,1,0,1,1
40701,HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,2,1,4,1,6,7
21005,ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,0,0,0,2,0,2
21001,INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,13,15,26,16,39,31,70
70104,LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,8,10,7,7,15,17,32
50203,LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,3,1,0,3,3,6
40101,ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,55,41,34,28,89,69,158
50403,POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,6,5,1,2,7,7,14
40601,POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,1,4,1,5,6
10302,PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,10,8,2,6,12,14,26
30901,QUILLACOLLO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,0,0,0,1,1
40901,SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,0,2,5,4,5,9
40801,SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,19,11,14,4,33,15,48
31403,SAN BENITO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,3,2,0,4,3,7
80501,SAN IGNACIO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,0,1,0,1,1
10702,SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,4,1,1,3,5,4,9
70101,SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,53,37,30,16,83,53,136
80303,SANTA ROSA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,4,7,0,1,4,8,12
40104,SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,6,7,12,10,18,17,35
10101,SUCRE,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,2,0,1,1,3,4
60101,TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,27,23,32,24,59,47,106
30802,TOCO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,3,1,3,1,4
30803,TOLATA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,0,1,0,2,2
41001,TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,1,1,1,2,2,4
50502,TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,9,10,16,15,25,25,50
41301,TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,2,1,2,1,3
40402,TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,10,2,17,11,27,13,40
31402,VILLA RIVERO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,2,1,2,2,4
60301,YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,8,5,9,5,17,22
41201,ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,8,3,9,8,17,11,28
30402,ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,3,5,0,0,3,5,8
30403,ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,2,0,2,0,2
41202,BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,2,0,0,0,2,2
21003,CAJUATA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,2,1,2,1,3
30701,CAPINOTA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,0,1,0,1,1
40201,CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,25,29,16,24,41,53,94
40302,CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,0,0,1,0,1
40301,CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,3,10,6,7,9,17,26
70102,COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,3,12,1,1,4,13,17
40401,CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,1,0,2,0,2
70105,EL TORNO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,5,1,6,10,11,11,22
40505,ESMERALDA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,1,0,1,0,2,2
40701,HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,0,3,0,3,3
21005,ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,2,2,0,0,2,2,4
21001,INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,12,7,14,12,26,19,45
70104,LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,17,20,13,10,30,30,60
50203,LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,1,0,0,1,1,2
40101,ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,61,41,33,43,94,84,178
50403,POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,4,8,0,0,4,8,12
40601,POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,6,5,2,1,8,6,14
51203,PORCO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,3,2,3,3,6,9
10302,PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,8,4,5,4,13,8,21
80304,RURRENABAQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,1,0,2,0,2
40901,SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,3,0,2,1,5,6
40801,SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,5,4,5,2,10,6,16
80302,SAN BORJA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,0,0,1,0,1
10702,SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,4,9,5,4,9,13,22
70101,SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,11,9,4,3,15,12,27
40104,SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,2,0,2,0,2
60101,TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,12,9,9,14,21,23,44
31601,TIRAQUE (CBBA),desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,0,6,0,6,6
41301,TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,2,1,1,0,3,1,4
40402,TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,7,4,10,2,17,6,23
31003,VILLA TUNARI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,1,0,0,0,1,1
60301,YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,2,9,1,9,3,18,21
70403,YAPACANI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,3,0,2,0,5,5
31303,ALALAY,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,0,0,0,2,0,2
41201,ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,8,8,13,15,21,23,44
30402,ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,0,1,0,1
30403,ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,1,1,2,1,3,4
41202,BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
50301,BETANZOS,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,3,0,2,0,5,0,5
40201,CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,32,33,17,21,49,54,103
40302,CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,0,0,0,1,0,1
40301,CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,19,13,14,13,33,26,59
70102,COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,6,7,3,4,9,11,20
40401,CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,8,5,7,8,15,13,28
40103,EL CHORO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
70105,EL TORNO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,7,6,14,13,21,19,40
40505,ESMERALDA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,2,0,2,2,4,6
80402,EXALTACION,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,2,0,2,2
40501,HUACHACALLA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,4,2,4,2,6
40701,HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,4,5,6,7,10,17
21005,ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,3,0,0,0,3,3
21001,INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,4,6,5,11,9,20
70104,LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,17,17,8,11,25,28,53
50203,LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,2,1,1,1,3,4
40702,MACHACAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,3,0,1,0,4,0,4
40101,ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,71,47,55,44,126,91,217
60201,PADCAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,0,1,0,1
50403,POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,8,0,0,5,8,13
31202,POJO (CBBA),desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,0,1,0,1
40601,POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,0,1,0,5,0,5
70103,PORONGO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
10302,PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,10,6,8,5,18,11,29
80304,RURRENABAQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,2,0,2,2,4,6
40901,SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,2,3,1,8,3,11
30404,SACABAMBA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,1,0,0,2,1,3
40801,SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,22,15,13,12,35,27,62
80602,SAN ANDRES,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,0,0,0,1,0,1
71104,SAN JULIAN,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,3,2,0,0,3,2,5
60501,SAN LORENZO(TJA),desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,1,0,0,1,1,2
10702,SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,7,4,5,6,12,10,22
80401,SANTA ANA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,12,10,2,4,14,14,28
70101,SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,8,2,7,7,15,22
41401,SANTIAGO DE HUARI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
90303,SENA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,4,2,3,6,7,13
31101,TAPACARI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,7,4,4,8,11,19
60101,TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,1,1,1,2,2,4
41001,TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,2,0,0,0,2,2
50502,TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,6,8,6,8,12,16,28
41301,TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,2,1,2,3
80101,TRINIDAD,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,2,1,1,5,3,8
40402,TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,0,2,2,6,2,8
31402,VILLA RIVERO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,1,1,1,2
60301,YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,4,0,4,1,8,9
31303,ALALAY,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,0,3,0,3,3
41201,ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,12,6,16,19,28,25,53
30402,ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,2,0,0,1,2,1,3
30501,ARANI,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,6,3,0,0,6,3,9
30403,ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,0,1,0,1,1
40102,CARACOLLO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,1,0,0,0,1,0,1
40201,CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,36,29,42,37,78,66,144
40302,CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,0,0,0,3,0,3
21004,COLQUIRI,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,14,5,5,8,19,13,32
40301,CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,8,6,9,9,17,15,32
70102,COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,5,2,2,5,7,12
40401,CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,6,6,10,5,16,11,27
40103,EL CHORO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,1,2,0,5,1,6
70105,EL TORNO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,15,1,10,12,25,13,38
40501,HUACHACALLA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,1,2,2,3,3,5,8
40701,HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,2,2,2,3,4,5,9
21005,ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,6,7,8,10,14,24
21001,INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,32,22,15,12,47,34,81
70104,LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,13,13,9,8,22,21,43
50203,LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,1,0,1,0,2,0,2
40702,MACHACAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,0,1,0,1,1
40101,ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,81,47,35,51,116,98,214
40602,PAZÑA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,1,1,1,4,2,6
50403,POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,4,6,1,3,5,9,14
40601,POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,2,1,0,0,2,1,3
10302,PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,16,6,3,10,19,16,35
70503,ROBORE,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,1,1,0,0,1,1,2
80304,RURRENABAQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,7,4,2,0,9,4,13
40901,SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,6,6,1,0,7,6,13
30404,SACABAMBA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,2,1,1,4,3,7
50701,SACACA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,4,3,2,2,6,5,11
40801,SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,6,5,13,6,19,11,30
80602,SAN ANDRES,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,1,0,1,0,2,2
31403,SAN BENITO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,3,6,10,7,13,13,26
10702,SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,8,7,11,5,19,12,31
71201,SAN MATIAS,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,1,1,1,0,2,1,3
80401,SANTA ANA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,10,7,4,5,14,12,26
70101,SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,6,1,0,4,6,5,11
80303,SANTA ROSA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,2,2,0,2,2,4
40104,SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,8,8,6,9,14,17,31
10101,SUCRE,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,1,0,0,0,1,1
31101,TAPACARI,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,5,10,3,5,8,15,23
30401,TARATA,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,1,1,0,0,1,1,2
30802,TOCO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,3,0,3,0,3
41001,TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,1,0,0,0,1,1
50502,TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,19,30,37,48,56,78,134
41301,TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,1,2,1,2,3
80101,TRINIDAD,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,19,11,3,1,22,12,34
40402,TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,4,2,12,5,16,7,23
31402,VILLA RIVERO,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,0,3,0,3,3
