codigo_municipio,municipio,grupo,variable,mes,Nro.,Nro. Afectados,Nro. Fallecidos,TOTAL
30101,COCHABAMBA,registro de eventos de notificacion inmediata,inundacion,2011-03-01,0.0,200.0,0.0,200.0
80601,LORETO,registro de eventos de notificacion inmediata,inundacion,2011-03-01,0.0,187.0,0.0,187.0
80703,PUERTO SILES,registro de eventos de notificacion inmediata,inundacion,2011-03-01,4.0,45.0,0.0,49.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2011-03-01,4.0,1345.0,0.0,1349.0
80201,RIBERALTA,registro de eventos de notificacion inmediata,inundacion,2011-03-01,2.0,173.0,0.0,175.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-03-01,0.0,0.0,0.0,0.0
90103,BOLPEBRA,registro de eventos de notificacion inmediata,inundacion,2011-04-01,1.0,60.0,0.0,61.0
80703,PUERTO SILES,registro de eventos de notificacion inmediata,inundacion,2011-04-01,1.0,6.0,0.0,7.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-04-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-05-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-06-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-07-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-08-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-09-01,0.0,0.0,0.0,0.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2011-10-01,1.0,30.0,0.0,31.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-10-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-11-01,0.0,0.0,0.0,0.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,inundacion,2011-12-01,1.0,36.0,0.0,37.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2011-12-01,0.0,0.0,0.0,0.0
30901,QUILLACOLLO,registro de eventos de notificacion inmediata,inundacion,2012-01-01,1.0,35.0,0.0,36.0
80102,SAN JAVIER(BNI),registro de eventos de notificacion inmediata,inundacion,2012-01-01,1.0,6.0,0.0,7.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2012-01-01,0.0,0.0,0.0,0.0
90104,BELLA FLOR,registro de eventos de notificacion inmediata,inundacion,2012-02-01,1.0,40.0,0.0,41.0
90103,BOLPEBRA,registro de eventos de notificacion inmediata,inundacion,2012-02-01,1.0,93.0,0.0,94.0
70703,CABEZAS,registro de eventos de notificacion inmediata,inundacion,2012-02-01,1.0,12.0,0.0,13.0
90101,COBIJA,registro de eventos de notificacion inmediata,inundacion,2012-02-01,1.0,463.0,0.0,464.0
90203,FILADELFIA,registro de eventos de notificacion inmediata,inundacion,2012-02-01,1.0,0.0,0.0,1.0
70104,LA GUARDIA,registro de eventos de notificacion inmediata,inundacion,2012-02-01,90.0,270.0,0.0,360.0
70404,SAN JUAN DE YAPACANI,registro de eventos de notificacion inmediata,inundacion,2012-02-01,60.0,240.0,0.0,300.0
50801,TUPIZA,registro de eventos de notificacion inmediata,inundacion,2012-02-01,1.0,27.0,0.0,28.0
40903,CHIPAYA,registro de eventos de notificacion inmediata,inundacion,2012-03-01,4.0,1400.0,0.0,1404.0
80201,RIBERALTA,registro de eventos de notificacion inmediata,inundacion,2012-03-01,1.0,60.0,0.0,61.0
70702,CHARAGUA,registro de eventos de notificacion inmediata,inundacion,2012-04-01,6.0,43.0,0.0,49.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2012-04-01,1.0,200.0,0.0,201.0
70602,SANTA ROSA DEL SARA,registro de eventos de notificacion inmediata,inundacion,2012-06-01,1.0,320.0,0.0,321.0
71104,SAN JULIAN,registro de eventos de notificacion inmediata,inundacion,2012-11-01,48.0,0.0,0.0,48.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2012-12-01,1.0,200.0,0.0,201.0
10405,EL VILLAR,registro de eventos de notificacion inmediata,inundacion,2013-01-01,16.0,48.0,0.0,64.0
20101,LA PAZ,registro de eventos de notificacion inmediata,inundacion,2013-01-01,1.0,3.0,0.0,4.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2013-01-01,2.0,120.0,0.0,122.0
60303,VILLA MONTES,registro de eventos de notificacion inmediata,inundacion,2013-01-01,1.0,15.0,0.0,16.0
30801,CLIZA,registro de eventos de notificacion inmediata,inundacion,2013-02-01,1.0,30.0,0.0,31.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2013-02-01,1.0,0.0,0.0,1.0
71501,ASCENCION DE GUARAYOS,registro de eventos de notificacion inmediata,inundacion,2013-03-01,2.0,28.0,0.0,30.0
31204,CHIMORE,registro de eventos de notificacion inmediata,inundacion,2013-03-01,1.0,650.0,0.0,651.0
90201,PUERTO RICO,registro de eventos de notificacion inmediata,inundacion,2013-03-01,3.0,44.0,0.0,47.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2013-03-01,2.0,820.0,0.0,822.0
80201,RIBERALTA,registro de eventos de notificacion inmediata,inundacion,2013-03-01,1.0,90.0,0.0,91.0
90104,BELLA FLOR,registro de eventos de notificacion inmediata,inundacion,2013-04-01,1.0,73.0,0.0,74.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2013-04-01,4.0,170.0,0.0,174.0
90502,VILLA NUEVA (LOMA ALTA),registro de eventos de notificacion inmediata,inundacion,2013-04-01,1.0,100.0,0.0,101.0
30302,MOROCHATA,registro de eventos de notificacion inmediata,inundacion,2013-08-01,1.0,1.0,0.0,2.0
70703,CABEZAS,registro de eventos de notificacion inmediata,inundacion,2013-10-01,1.0,50.0,0.0,51.0
31204,CHIMORE,registro de eventos de notificacion inmediata,inundacion,2014-01-01,12.0,5008.0,0.0,5020.0
30801,CLIZA,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,400.0,0.0,401.0
20602,GUANAY,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,3500.0,0.0,3501.0
21501,IXIAMAS,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,35.0,0.0,36.0
80601,LORETO,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,150.0,0.0,151.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2014-01-01,12.0,7437.0,0.0,7449.0
31401,PUNATA,registro de eventos de notificacion inmediata,inundacion,2014-01-01,2.0,322.0,0.0,324.0
80301,REYES,registro de eventos de notificacion inmediata,inundacion,2014-01-01,3.0,5075.0,0.0,5078.0
80304,RURRENABAQUE,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,3600.0,0.0,3601.0
31403,SAN BENITO,registro de eventos de notificacion inmediata,inundacion,2014-01-01,8.0,75.0,0.0,83.0
80302,SAN BORJA,registro de eventos de notificacion inmediata,inundacion,2014-01-01,6.0,3104.0,0.0,3110.0
80401,SANTA ANA,registro de eventos de notificacion inmediata,inundacion,2014-01-01,4.0,376.0,0.0,380.0
80303,SANTA ROSA,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,484.0,0.0,485.0
90303,SENA,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,30.0,0.0,31.0
80101,TRINIDAD,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,312.0,0.0,313.0
31003,VILLA TUNARI,registro de eventos de notificacion inmediata,inundacion,2014-01-01,1.0,250.0,0.0,251.0
70403,YAPACANI,registro de eventos de notificacion inmediata,inundacion,2014-01-01,343.0,1372.0,0.0,1715.0
22002,ALTO BENI,registro de eventos de notificacion inmediata,inundacion,2014-02-01,106.0,715.0,0.0,821.0
71501,ASCENCION DE GUARAYOS,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,185.0,0.0,186.0
31204,CHIMORE,registro de eventos de notificacion inmediata,inundacion,2014-02-01,8.0,5780.0,0.0,5788.0
71106,CUATRO CAÑADAS,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,140.0,0.0,141.0
90203,FILADELFIA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,118.0,0.0,119.0
20602,GUANAY,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,770.0,2.0,773.0
80202,GUAYARAMERIN,registro de eventos de notificacion inmediata,inundacion,2014-02-01,2.0,239.0,0.0,241.0
21105,LA ASUNTA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,2.0,35.0,0.0,37.0
80801,MAGDALENA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,30.0,0.0,31.0
21104,PALOS BLANCOS,registro de eventos de notificacion inmediata,inundacion,2014-02-01,9.0,104.0,0.0,113.0
90301,PUERTO GONZALO MORENO,registro de eventos de notificacion inmediata,inundacion,2014-02-01,3.0,48.0,0.0,51.0
90201,PUERTO RICO,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,176.0,0.0,177.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,inundacion,2014-02-01,3.0,1138.0,0.0,1141.0
80301,REYES,registro de eventos de notificacion inmediata,inundacion,2014-02-01,2.0,3548.0,0.0,3550.0
80201,RIBERALTA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,11.0,2548.0,2.0,2561.0
80302,SAN BORJA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,29.0,51243.0,0.0,51272.0
70404,SAN JUAN DE YAPACANI,registro de eventos de notificacion inmediata,inundacion,2014-02-01,2.0,76.0,0.0,78.0
71103,SAN RAMON SCZ,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,38.0,0.0,39.0
80401,SANTA ANA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,2.0,782.0,0.0,784.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,0.0,437.0,0.0,437.0
80303,SANTA ROSA,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,2676.0,0.0,2677.0
20608,TEOPONTE,registro de eventos de notificacion inmediata,inundacion,2014-02-01,2.0,0.0,0.0,2.0
90502,VILLA NUEVA (LOMA ALTA),registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,7.0,0.0,8.0
10602,YAMPARAEZ,registro de eventos de notificacion inmediata,inundacion,2014-02-01,1.0,0.0,0.0,1.0
70403,YAPACANI,registro de eventos de notificacion inmediata,inundacion,2014-02-01,264.0,1193.0,0.0,1457.0
80202,GUAYARAMERIN,registro de eventos de notificacion inmediata,inundacion,2014-03-01,1.0,38.0,0.0,39.0
80801,MAGDALENA,registro de eventos de notificacion inmediata,inundacion,2014-03-01,3.0,454.0,0.0,457.0
90301,PUERTO GONZALO MORENO,registro de eventos de notificacion inmediata,inundacion,2014-03-01,2.0,8.0,0.0,10.0
80201,RIBERALTA,registro de eventos de notificacion inmediata,inundacion,2014-03-01,1.0,291.0,0.0,292.0
70404,SAN JUAN DE YAPACANI,registro de eventos de notificacion inmediata,inundacion,2014-03-01,11.0,66.0,0.0,77.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,inundacion,2014-03-01,0.0,597.0,0.0,597.0
90303,SENA,registro de eventos de notificacion inmediata,inundacion,2014-03-01,2.0,14.0,0.0,16.0
80801,MAGDALENA,registro de eventos de notificacion inmediata,inundacion,2014-04-01,3.0,250.0,0.0,253.0
70404,SAN JUAN DE YAPACANI,registro de eventos de notificacion inmediata,inundacion,2014-05-01,1.0,0.0,0.0,1.0
