codigo_municipio,municipio,grupo,variable,mes,hombres de 6 meses,mujeres menores a 6 meses,hombres de 6 meses a 1 año,mujeres de 6 meses a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 14 años,mujeres de 10 a 14 años,hombres de 15 a 19 años,mujeres de 15 a 19 años,hombres de 20 a 39 años,mujeres de 20 a 39 años,hombres de 40 a 49 años,mujeres de 40 a 49 años,hombres de 50 a 59 años,mujeres de 50 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50204,CHUQUIHUTA AYLLU JUCUMANI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,1,0,0,1,3,8,11
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,7,7
31002,COLOMI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50401,COLQUECHACA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,6,6
71101,CONCEPCION,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
21402,CORIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
21401,COROICO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
40301,CORQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71106,CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10902,CULPINA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40401,CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,1,0,0,1,1,3,1,3,2,2,1,1,20,0,4,0,1,0,1,10,32,42
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,5,7
20405,ESCOMA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
41101,EUCALIPTUS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
20802,GUAQUI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40501,HUACHACALLA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
40701,HUANUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,1,2,9,11
10703,INCAHUASI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20806,JESUS DE MACHACA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
70104,LA GUARDIA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,15,8,24,16,14,4,1,0,0,29,54,83
21202,LAJA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,3
80801,MAGDALENA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20607,MAPIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,1,0,0,2,8,10
71001,MONTERO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30302,MOROCHATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,4,4
40101,ORURO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,2,0,0,0,0,0,15,15
10401,PADILLA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
70902,PAMPA GRANDE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
21305,PATACAMAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,1,0,0,0,0,1,1,0,0,4,1,1,0,0,0,1,3,7,10
40602,PAZÑA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,3
31203,POCONA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
40601,POOPO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
70103,PORONGO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70804,POSTRER VALLE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50101,POTOSI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
10302,PRESTO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21201,PUCARANI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
20401,PUERTO ACOSTA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
71401,PUERTO SUAREZ,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
31401,PUNATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,10,10
30901,QUILLACOLLO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
80201,RIBERALTA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
80304,RURRENABAQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
31001,SACABA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,1,0,2,13,15
70901,SAMAIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
80602,SAN ANDRES,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
31403,SAN BENITO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70402,SAN CARLOS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
80501,SAN IGNACIO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
71102,SAN JAVIER(STC),"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21702,SAN PEDRO DE TIQUINA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3
80401,SANTA ANA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4
70101,SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,1,1,0,27,3,24,3,0,0,1,0,0,7,53,60
41401,SANTIAGO DE HUARI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
21901,SANTIAGO DE MACHACA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31602,SHINAOTA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21301,SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
30902,SIPE SIPE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10101,SUCRE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,1,0,13,13
20807,TARACO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30401,TARATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
60101,TARIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,2,0,1,0,0,0,1,2,1,11,0,28,0,0,0,0,5,41,46
10202,TARVITA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
20803,TIAWANACU,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30903,TIQUIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31601,TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,2,0,2,1,5,1,3,0,2,1,2,3,16,19
30802,TOCO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
30803,TOLATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31201,TOTORA(CBBA),"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
80101,TRINIDAD,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50801,TUPIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
50201,UNCIA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51201,UYUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
20801,VIACHA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60303,VILLA MONTES,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31003,VILLA TUNARI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,3
51501,VILLAZON,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
30904,VINTO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
60301,YACUIBA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
70403,YAPACANI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
51302,ACACIO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
30201,AIQUILE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
41201,ANDAMARCA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30501,ARANI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
50802,ATOCHA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21203,BATALLAS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,6,6
80802,BAURES,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
50301,BETANZOS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
70706,CAMIRI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
22001,CARANAVI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
60302,CARAPARI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
71403,CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
40903,CHIPAYA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,2,3,5
21101,CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3
20501,CHUMA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
30801,CLIZA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
90101,COBIJA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
30101,COCHABAMBA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,1,0,0,0,0,0,5,5,9,0,3,0,0,0,1,5,19,24
30905,COLCAPIRHUA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
21307,COLLANA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50401,COLQUECHACA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,5,6
21306,COLQUENCHA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
71101,CONCEPCION,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
21402,CORIPATA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
21401,COROICO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
71106,CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,3
40401,CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,4
20105,EL ALTO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,1,0,0,0,0,0,4,8,7,9,4,10,0,34,0,5,0,2,2,0,18,68,86
71503,EL PUENTE(STC),"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
60502,EL PUENTE(TJA),"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
70105,EL TORNO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10405,EL VILLAR,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
60601,ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
31206,ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,1,0,0,0,0,1,11,12
41101,EUCALIPTUS,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
21601,GRAL. J.J. PEREZ (CHARAZANI),"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
20602,GUANAY,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20802,GUAQUI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
40701,HUANUNI,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,2,0,1,0,0,0,14,14
41601,HUAYLLAMARCA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,4,5
21102,IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21105,LA ASUNTA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
20101,LA PAZ,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,1,0,1,1,0,0,1,1,1,8,7,22,12,12,3,2,2,1,28,47,75
21202,LAJA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
70903,MAIRANA,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
31301,MIZQUE,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,4,5
10501,MONTEAGUDO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,3,0,0,0,0,3,8,11
71001,MONTERO,"violencia, hechos de transito y accidentes",violencia en la familia,2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,2,5,7
