codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres,dentro de establecimientos mujeres,fuera de establecimientos hombres,fuera de establecimientos mujeres,hombres total,mujeres total,total
70702,CHARAGUA,mortalidad institucional,muerte materna,2008-01-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
20105,EL ALTO,mortalidad institucional,muerte materna,2008-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20101,LA PAZ,mortalidad institucional,muerte materna,2008-01-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
10303,MOJOCOYA,mortalidad institucional,muerte materna,2008-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
40101,ORURO,mortalidad institucional,muerte materna,2008-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
31205,PUERTO VILLARROEL,mortalidad institucional,muerte materna,2008-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
80201,RIBERALTA,mortalidad institucional,muerte materna,2008-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10702,SAN LUCAS,mortalidad institucional,muerte materna,2008-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2008-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
60101,TARIJA,mortalidad institucional,muerte materna,2008-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
50502,TORO TORO,mortalidad institucional,muerte materna,2008-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
50202,CHAYANTA,mortalidad institucional,muerte materna,2008-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
30101,COCHABAMBA,mortalidad institucional,muerte materna,2008-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
71503,EL PUENTE(STC),mortalidad institucional,muerte materna,2008-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
20101,LA PAZ,mortalidad institucional,muerte materna,2008-02-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
50101,POTOSI,mortalidad institucional,muerte materna,2008-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10302,PRESTO,mortalidad institucional,muerte materna,2008-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
21201,PUCARANI,mortalidad institucional,muerte materna,2008-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2008-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10101,SUCRE,mortalidad institucional,muerte materna,2008-02-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
60101,TARIJA,mortalidad institucional,muerte materna,2008-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
22001,CARANAVI,mortalidad institucional,muerte materna,2008-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30101,COCHABAMBA,mortalidad institucional,muerte materna,2008-03-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
20901,LURIBAY,mortalidad institucional,muerte materna,2008-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
40101,ORURO,mortalidad institucional,muerte materna,2008-03-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
31202,POJO (CBBA),mortalidad institucional,muerte materna,2008-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
21502,SAN BUENA VENTURA,mortalidad institucional,muerte materna,2008-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70501,SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte materna,2008-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60101,TARIJA,mortalidad institucional,muerte materna,2008-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30201,AIQUILE,mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
22001,CARANAVI,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
71403,CARMEN RIVERO TORREZ,mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
30101,COCHABAMBA,mortalidad institucional,muerte materna,2008-04-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
10703,INCAHUASI,mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
20101,LA PAZ,mortalidad institucional,muerte materna,2008-04-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
50203,LLALLAGUA,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
80801,MAGDALENA,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
40101,ORURO,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
50101,POTOSI,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
90201,PUERTO RICO,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70503,ROBORE,mortalidad institucional,muerte materna,2008-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70602,SANTA ROSA DEL SARA,mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
31201,TOTORA(CBBA),mortalidad institucional,muerte materna,2008-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
50301,BETANZOS,mortalidad institucional,muerte materna,2008-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30101,COCHABAMBA,mortalidad institucional,muerte materna,2008-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20105,EL ALTO,mortalidad institucional,muerte materna,2008-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
20101,LA PAZ,mortalidad institucional,muerte materna,2008-05-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
50404,OCURI,mortalidad institucional,muerte materna,2008-05-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
21104,PALOS BLANCOS,mortalidad institucional,muerte materna,2008-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
