codigo_municipio,municipio,grupo,variable,mes,hombres menores a 1 año,mujeres menores a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 14 años,mujeres de 5 a 14 años,hombres de 15 a 59 años,mujeres de 15 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
51302,ACACIO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
20201,ACHACACHI,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
30201,AIQUILE,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,1,0,1,0,0,0,2,2
30402,ANZALDO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
30501,ARANI,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
50301,BETANZOS,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
70401,BUENA VISTA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
70703,CABEZAS,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,1,2,2,0,0,2,3,5
20905,CAIROMA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21304,CALAMARCA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
40201,CHALLAPATA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,4,0,1,0,5,5
21101,CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
30801,CLIZA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,4,0,0,0,4,4
30101,COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,1,1,1,1,23,0,0,2,25,27
31002,COLOMI,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
70603,COLPA BELGICA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
21306,COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
21701,COPACABANA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,1,0,2,0,0,0,3,3
21401,COROICO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
70704,CUEVO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
20105,EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-01-01,6,3,3,3,16,20,2,159,0,0,27,185,212
10502,HUACARETA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,1,0,2,0,0,0,3,3
40701,HUANUNI,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,1,0,0,0,0,1,9,0,0,1,10,11
10703,INCAHUASI,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
20806,JESUS DE MACHACA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
21105,LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
20101,LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,2,1,0,6,5,8,34,0,2,15,43,58
21202,LAJA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
50203,LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,3,11,0,1,3,12,15
11003,MACHARETI,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
70903,MAIRANA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
10303,MOJOCOYA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,3,0,0,0,3,3
10501,MONTEAGUDO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,1,4,5,0,0,4,6,10
71001,MONTERO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
90401,NACEBE (SANTA ROSA DEL ABUNA),violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1
40101,ORURO,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,3,0,0,0,3,3
10401,PADILLA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,4,0,0,0,4,4
70502,PAILON,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
21104,PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
31203,POCONA,violencia  intrafamiliar,intrafamiliar,2007-01-01,0,0,0,0,0,0,0,2,0,0,0,2,2
