codigo_municipio,municipio,grupo,variable,mes,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
10601,TARABUCO,sospecha diagnostica,tos ferina,2005-09-01,0.0,1.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,tos ferina,2005-09-01,2.0,2.0,0.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2005-10-01,4.0,0.0,0.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2005-11-01,4.0,1.0,0.0,0.0,0.0,5.0
71001,MONTERO,sospecha diagnostica,tos ferina,2005-11-01,0.0,1.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,tos ferina,2005-11-01,4.0,0.0,0.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2005-12-01,2.0,2.0,0.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-01-01,7.0,0.0,0.0,0.0,0.0,7.0
71001,MONTERO,sospecha diagnostica,tos ferina,2006-01-01,0.0,1.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2006-02-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-02-01,1.0,3.0,1.0,0.0,0.0,5.0
71001,MONTERO,sospecha diagnostica,tos ferina,2006-02-01,1.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2006-03-01,1.0,0.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2006-03-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-03-01,1.0,1.0,0.0,0.0,0.0,2.0
71001,MONTERO,sospecha diagnostica,tos ferina,2006-03-01,1.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2006-03-01,1.0,2.0,0.0,0.0,0.0,3.0
60101,TARIJA,sospecha diagnostica,tos ferina,2006-03-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-04-01,3.0,0.0,2.0,0.0,0.0,5.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2006-04-01,0.0,1.0,1.0,0.0,0.0,2.0
70706,CAMIRI,sospecha diagnostica,tos ferina,2006-05-01,0.0,5.0,0.0,0.0,0.0,5.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2006-05-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-05-01,5.0,0.0,5.0,0.0,0.0,10.0
10101,SUCRE,sospecha diagnostica,tos ferina,2006-05-01,1.0,0.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,tos ferina,2006-05-01,2.0,1.0,0.0,0.0,0.0,3.0
70706,CAMIRI,sospecha diagnostica,tos ferina,2006-06-01,0.0,1.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2006-06-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-07-01,7.0,5.0,0.0,0.0,0.0,12.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2006-07-01,0.0,1.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,tos ferina,2006-07-01,2.0,0.0,0.0,0.0,0.0,2.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2006-08-01,0.0,1.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-08-01,5.0,4.0,0.0,0.0,0.0,9.0
31002,COLOMI,sospecha diagnostica,tos ferina,2006-09-01,1.0,1.0,0.0,0.0,0.0,2.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-09-01,4.0,0.0,0.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-10-01,6.0,3.0,0.0,0.0,0.0,9.0
10701,CAMARGO,sospecha diagnostica,tos ferina,2006-11-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-11-01,6.0,5.0,0.0,0.0,0.0,11.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2006-12-01,2.0,3.0,1.0,0.0,0.0,6.0
31401,PUNATA,sospecha diagnostica,tos ferina,2006-12-01,1.0,0.0,0.0,0.0,0.0,1.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2006-12-01,1.0,2.0,4.0,0.0,0.0,7.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2007-01-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-01-01,5.0,0.0,0.0,0.0,0.0,5.0
30901,QUILLACOLLO,sospecha diagnostica,tos ferina,2007-01-01,1.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2007-01-01,1.0,0.0,0.0,0.0,0.0,1.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2007-01-01,0.0,1.0,0.0,0.0,0.0,1.0
30904,VINTO,sospecha diagnostica,tos ferina,2007-01-01,2.0,0.0,0.0,0.0,0.0,2.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2007-02-01,1.0,0.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2007-02-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-02-01,2.0,0.0,0.0,0.0,0.0,2.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2007-02-01,1.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2007-03-01,1.0,0.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2007-03-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-03-01,4.0,1.0,1.0,0.0,0.0,6.0
40101,ORURO,sospecha diagnostica,tos ferina,2007-03-01,0.0,1.0,1.0,0.0,0.0,2.0
71104,SAN JULIAN,sospecha diagnostica,tos ferina,2007-03-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-04-01,12.0,2.0,1.0,0.0,0.0,15.0
40101,ORURO,sospecha diagnostica,tos ferina,2007-04-01,0.0,1.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,tos ferina,2007-04-01,1.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2007-05-01,2.0,0.0,0.0,0.0,0.0,2.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-05-01,3.0,2.0,1.0,0.0,0.0,6.0
30901,QUILLACOLLO,sospecha diagnostica,tos ferina,2007-05-01,0.0,1.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2007-05-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-06-01,3.0,1.0,0.0,0.0,0.0,4.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2007-06-01,0.0,1.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-07-01,5.0,0.0,0.0,0.0,0.0,5.0
31001,SACABA,sospecha diagnostica,tos ferina,2007-07-01,1.0,1.0,2.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-08-01,2.0,0.0,0.0,0.0,0.0,2.0
31001,SACABA,sospecha diagnostica,tos ferina,2007-08-01,0.0,0.0,1.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2007-09-01,1.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-10-01,6.0,0.0,0.0,0.0,0.0,6.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2007-10-01,2.0,0.0,0.0,0.0,0.0,2.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-11-01,1.0,1.0,1.0,0.0,0.0,3.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2007-12-01,6.0,3.0,0.0,0.0,0.0,9.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2007-12-01,1.0,0.0,0.0,0.0,0.0,1.0
