codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
20105,EL ALTO,sospecha diagnostica,colera,2001-05-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,colera,2001-05-01,1.0,0.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2001-08-01,0.0,0.0,0.0,1.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2001-09-01,0.0,0.0,0.0,2.0,0.0,2.0
20105,EL ALTO,sospecha diagnostica,colera,2001-10-01,0.0,0.0,0.0,5.0,0.0,5.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,colera,2001-11-01,0.0,0.0,0.0,1.0,0.0,1.0
60202,BERMEJO,sospecha diagnostica,colera,2002-01-01,0.0,0.0,0.0,2.0,0.0,2.0
60302,CARAPARI,sospecha diagnostica,colera,2002-01-01,0.0,0.0,0.0,1.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2002-01-01,0.0,0.0,0.0,2.0,0.0,2.0
60201,PADCAYA,sospecha diagnostica,colera,2002-01-01,0.0,0.0,0.0,1.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,colera,2002-01-01,0.0,1.0,0.0,0.0,0.0,1.0
60303,VILLA MONTES,sospecha diagnostica,colera,2002-01-01,0.0,0.0,0.0,2.0,0.0,2.0
60301,YACUIBA,sospecha diagnostica,colera,2002-01-01,0.0,0.0,0.0,1.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2002-02-01,0.0,0.0,0.0,2.0,0.0,2.0
60601,ENTRE RIOS,sospecha diagnostica,colera,2002-02-01,0.0,1.0,0.0,0.0,0.0,1.0
31205,PUERTO VILLARROEL,sospecha diagnostica,colera,2002-02-01,0.0,0.0,0.0,1.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,colera,2002-02-01,0.0,0.0,0.0,1.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,colera,2002-03-01,0.0,2.0,0.0,0.0,0.0,2.0
60101,TARIJA,sospecha diagnostica,colera,2002-03-01,0.0,0.0,0.0,1.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2002-04-01,0.0,0.0,0.0,2.0,0.0,2.0
20105,EL ALTO,sospecha diagnostica,colera,2002-05-01,0.0,0.0,0.0,5.0,0.0,5.0
60101,TARIJA,sospecha diagnostica,colera,2002-05-01,0.0,0.0,1.0,1.0,0.0,2.0
20105,EL ALTO,sospecha diagnostica,colera,2002-06-01,0.0,0.0,0.0,3.0,0.0,3.0
31301,MIZQUE,sospecha diagnostica,colera,2002-06-01,0.0,0.0,0.0,2.0,0.0,2.0
60101,TARIJA,sospecha diagnostica,colera,2002-06-01,0.0,0.0,0.0,1.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2002-07-01,0.0,0.0,0.0,2.0,0.0,2.0
20105,EL ALTO,sospecha diagnostica,colera,2002-08-01,0.0,0.0,0.0,0.0,1.0,1.0
70201,WARNES,sospecha diagnostica,colera,2002-08-01,0.0,0.0,0.0,1.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,colera,2002-09-01,0.0,0.0,0.0,0.0,1.0,1.0
70201,WARNES,sospecha diagnostica,colera,2002-09-01,0.0,0.0,0.0,0.0,1.0,1.0
60101,TARIJA,sospecha diagnostica,colera,2002-10-01,0.0,2.0,0.0,0.0,0.0,2.0
70201,WARNES,sospecha diagnostica,colera,2002-10-01,0.0,0.0,0.0,1.0,0.0,1.0
60301,YACUIBA,sospecha diagnostica,colera,2002-10-01,0.0,0.0,0.0,1.0,0.0,1.0
60502,EL PUENTE(TJA),sospecha diagnostica,colera,2002-11-01,0.0,0.0,0.0,1.0,0.0,1.0
60601,ENTRE RIOS,sospecha diagnostica,colera,2002-11-01,0.0,0.0,0.0,0.0,1.0,1.0
60101,TARIJA,sospecha diagnostica,colera,2002-11-01,0.0,0.0,0.0,1.0,0.0,1.0
60303,VILLA MONTES,sospecha diagnostica,colera,2002-11-01,0.0,0.0,0.0,1.0,0.0,1.0
60301,YACUIBA,sospecha diagnostica,colera,2002-11-01,0.0,0.0,0.0,4.0,1.0,5.0
60202,BERMEJO,sospecha diagnostica,colera,2002-12-01,0.0,0.0,0.0,0.0,1.0,1.0
31205,PUERTO VILLARROEL,sospecha diagnostica,colera,2002-12-01,0.0,0.0,0.0,1.0,0.0,1.0
80101,TRINIDAD,sospecha diagnostica,colera,2002-12-01,0.0,0.0,0.0,3.0,2.0,5.0
70201,WARNES,sospecha diagnostica,colera,2002-12-01,0.0,0.0,0.0,1.0,0.0,1.0
60301,YACUIBA,sospecha diagnostica,colera,2002-12-01,0.0,0.0,0.0,2.0,1.0,3.0
60601,ENTRE RIOS,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,1.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,2.0,1.0,3.0
80101,TRINIDAD,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,2.0,0.0,2.0
60303,VILLA MONTES,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,2.0,0.0,2.0
70201,WARNES,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,2.0,0.0,2.0
60301,YACUIBA,sospecha diagnostica,colera,2003-01-01,0.0,0.0,2.0,3.0,1.0,6.0
10602,YAMPARAEZ,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,1.0,0.0,1.0
10102,YOTALA,sospecha diagnostica,colera,2003-01-01,0.0,0.0,0.0,1.0,0.0,1.0
60601,ENTRE RIOS,sospecha diagnostica,colera,2003-02-01,0.0,0.0,0.0,2.0,0.0,2.0
70201,WARNES,sospecha diagnostica,colera,2003-02-01,0.0,0.0,0.0,1.0,0.0,1.0
10401,PADILLA,sospecha diagnostica,colera,2003-03-01,0.0,0.0,0.0,1.0,0.0,1.0
10702,SAN LUCAS,sospecha diagnostica,colera,2003-04-01,2.0,0.0,0.0,2.0,1.0,5.0
60601,ENTRE RIOS,sospecha diagnostica,colera,2003-10-01,0.0,0.0,0.0,1.0,0.0,1.0
10401,PADILLA,sospecha diagnostica,colera,2003-12-01,0.0,0.0,1.0,0.0,0.0,1.0
10501,MONTEAGUDO,sospecha diagnostica,colera,2004-01-01,0.0,0.0,0.0,3.0,0.0,3.0
30701,CAPINOTA,sospecha diagnostica,colera,2004-02-01,0.0,0.0,0.0,1.0,0.0,1.0
10401,PADILLA,sospecha diagnostica,colera,2004-02-01,0.0,0.0,0.0,1.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,colera,2004-04-01,0.0,0.0,0.0,1.0,0.0,1.0
60401,URIONDO (A. CONCEPCION),sospecha diagnostica,colera,2005-02-01,0.0,0.0,0.0,0.0,3.0,3.0
10601,TARABUCO,sospecha diagnostica,colera,2005-03-01,0.0,0.0,0.0,0.0,2.0,2.0
30101,COCHABAMBA,sospecha diagnostica,colera,2006-02-01,0.0,0.0,0.0,0.0,1.0,1.0
70104,LA GUARDIA,sospecha diagnostica,colera,2006-12-01,0.0,0.0,0.0,1.0,0.0,1.0
70301,SAN IGNACIO DE VELASCO,sospecha diagnostica,colera,2007-01-01,2.0,0.0,0.0,0.0,0.0,2.0
60301,YACUIBA,sospecha diagnostica,colera,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
60601,ENTRE RIOS,sospecha diagnostica,colera,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
60301,YACUIBA,sospecha diagnostica,colera,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,colera,2007-03-01,1.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,colera,2007-04-01,1.0,0.0,0.0,1.0,0.0,2.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,colera,2007-05-01,1.0,0.0,0.0,0.0,0.0,1.0
90101,COBIJA,sospecha diagnostica,colera,2007-12-01,0.0,0.0,0.0,1.0,0.0,1.0
50602,VITICHI,sospecha diagnostica,colera,2007-12-01,3.0,0.0,0.0,0.0,0.0,3.0
