codigo_municipio,municipio,grupo,variable,mes,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
30904,VINTO,sospecha diagnostica,tos ferina,2014-02-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31303,ALALAY,sospecha diagnostica,tos ferina,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-03-01,3.0,2.0,0.0,0.0,0.0,0.0,5.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-03-01,6.0,0.0,0.0,0.0,0.0,0.0,6.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50101,POTOSI,sospecha diagnostica,tos ferina,2014-03-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-03-01,3.0,0.0,0.0,0.0,0.0,0.0,3.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-03-01,7.0,0.0,0.0,0.0,0.0,0.0,7.0
60101,TARIJA,sospecha diagnostica,tos ferina,2014-03-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31302,VILA VILA,sospecha diagnostica,tos ferina,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-04-01,3.0,1.0,0.0,0.0,0.0,0.0,4.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-04-01,7.0,0.0,0.0,0.0,0.0,0.0,7.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-04-01,4.0,1.0,0.0,0.0,0.0,0.0,5.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50101,POTOSI,sospecha diagnostica,tos ferina,2014-04-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-04-01,5.0,0.0,0.0,0.0,0.0,0.0,5.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-04-01,2.0,0.0,0.0,0.0,0.0,0.0,2.0
60101,TARIJA,sospecha diagnostica,tos ferina,2014-04-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
80101,TRINIDAD,sospecha diagnostica,tos ferina,2014-04-01,4.0,0.0,0.0,0.0,0.0,0.0,4.0
31302,VILA VILA,sospecha diagnostica,tos ferina,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30301,AYOPAYA (V. DE INDEPENDENCIA),sospecha diagnostica,tos ferina,2014-05-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-05-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-05-01,14.0,3.0,0.0,0.0,0.0,0.0,17.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-05-01,5.0,1.0,0.0,0.0,0.0,0.0,6.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20401,PUERTO ACOSTA,sospecha diagnostica,tos ferina,2014-05-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20403,PUERTO CARABUCO,sospecha diagnostica,tos ferina,2014-05-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-05-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-05-01,4.0,0.0,0.0,0.0,0.0,0.0,4.0
31601,TIRAQUE (CBBA),sospecha diagnostica,tos ferina,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80101,TRINIDAD,sospecha diagnostica,tos ferina,2014-05-01,1.0,3.0,0.0,0.0,0.0,0.0,4.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30904,VINTO,sospecha diagnostica,tos ferina,2014-05-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-06-01,6.0,1.0,0.0,0.0,0.0,0.0,7.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-06-01,7.0,0.0,0.0,0.0,0.0,0.0,7.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-06-01,4.0,5.0,0.0,0.0,0.0,0.0,9.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-06-01,3.0,0.0,0.0,0.0,0.0,0.0,3.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-06-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
80101,TRINIDAD,sospecha diagnostica,tos ferina,2014-06-01,1.0,6.0,0.0,0.0,0.0,0.0,7.0
31302,VILA VILA,sospecha diagnostica,tos ferina,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-07-01,7.0,1.0,0.0,0.0,0.0,0.0,8.0
31405,CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,tos ferina,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-07-01,5.0,0.0,0.0,0.0,0.0,0.0,5.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-07-01,4.0,2.0,0.0,0.0,0.0,0.0,6.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50101,POTOSI,sospecha diagnostica,tos ferina,2014-07-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31401,PUNATA,sospecha diagnostica,tos ferina,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31001,SACABA,sospecha diagnostica,tos ferina,2014-07-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-07-01,4.0,1.0,0.0,0.0,0.0,0.0,5.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-07-01,2.0,1.0,0.0,0.0,0.0,0.0,3.0
60101,TARIJA,sospecha diagnostica,tos ferina,2014-07-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31302,VILA VILA,sospecha diagnostica,tos ferina,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-08-01,2.0,0.0,1.0,0.0,0.0,0.0,3.0
31405,CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,tos ferina,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-08-01,1.0,1.0,0.0,0.0,0.0,0.0,2.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-08-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31401,PUNATA,sospecha diagnostica,tos ferina,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31001,SACABA,sospecha diagnostica,tos ferina,2014-08-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-08-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,tos ferina,2014-08-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31302,VILA VILA,sospecha diagnostica,tos ferina,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-09-01,3.0,0.0,0.0,0.0,0.0,0.0,3.0
31405,CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,tos ferina,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-09-01,4.0,0.0,0.0,0.0,0.0,0.0,4.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-09-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31301,MIZQUE,sospecha diagnostica,tos ferina,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31401,PUNATA,sospecha diagnostica,tos ferina,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31001,SACABA,sospecha diagnostica,tos ferina,2014-09-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-09-01,4.0,1.0,0.0,0.0,0.0,0.0,5.0
60101,TARIJA,sospecha diagnostica,tos ferina,2014-09-01,2.0,1.0,1.0,0.0,0.0,0.0,4.0
31302,VILA VILA,sospecha diagnostica,tos ferina,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31003,VILLA TUNARI,sospecha diagnostica,tos ferina,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60301,YACUIBA,sospecha diagnostica,tos ferina,2014-09-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-10-01,5.0,5.0,0.0,0.0,0.0,0.0,10.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-10-01,3.0,0.0,0.0,0.0,0.0,0.0,3.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-10-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-10-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
60202,BERMEJO,sospecha diagnostica,tos ferina,2014-11-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-11-01,2.0,0.0,0.0,0.0,0.0,0.0,2.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-11-01,8.0,0.0,0.0,0.0,0.0,0.0,8.0
40101,ORURO,sospecha diagnostica,tos ferina,2014-11-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50101,POTOSI,sospecha diagnostica,tos ferina,2014-11-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-11-01,1.0,1.0,1.0,0.0,1.0,0.0,4.0
30101,COCHABAMBA,sospecha diagnostica,tos ferina,2014-12-01,1.0,3.0,0.0,0.0,0.0,0.0,4.0
20105,EL ALTO,sospecha diagnostica,tos ferina,2014-12-01,5.0,1.0,0.0,0.0,0.0,0.0,6.0
40701,HUANUNI,sospecha diagnostica,tos ferina,2014-12-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,tos ferina,2014-12-01,3.0,0.0,0.0,0.0,0.0,0.0,3.0
40101,ORURO,sospecha diagnostica,tos ferina,2014-12-01,0.0,2.0,1.0,0.0,2.0,0.0,5.0
50101,POTOSI,sospecha diagnostica,tos ferina,2014-12-01,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-12-01,1.0,0.0,2.0,0.0,2.0,0.0,5.0
10101,SUCRE,sospecha diagnostica,tos ferina,2014-12-01,2.0,1.0,0.0,0.0,0.0,0.0,3.0
