codigo_municipio,municipio,grupo,variable,mes,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
30101,COCHABAMBA,sospecha diagnostica,rabia humana,2005-01-01,0.0,0.0,1.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2005-02-01,0.0,1.0,0.0,0.0,0.0,1.0
80302,SAN BORJA,sospecha diagnostica,rabia humana,2005-03-01,0.0,0.0,0.0,1.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2005-03-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,rabia humana,2005-05-01,0.0,0.0,1.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,rabia humana,2005-05-01,0.0,0.0,0.0,1.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2005-06-01,0.0,0.0,1.0,0.0,0.0,1.0
60401,URIONDO (A. CONCEPCION),sospecha diagnostica,rabia humana,2005-06-01,0.0,0.0,0.0,2.0,0.0,2.0
30101,COCHABAMBA,sospecha diagnostica,rabia humana,2005-07-01,0.0,0.0,0.0,1.0,0.0,1.0
80302,SAN BORJA,sospecha diagnostica,rabia humana,2005-08-01,0.0,0.0,0.0,1.0,0.0,1.0
40101,ORURO,sospecha diagnostica,rabia humana,2005-09-01,0.0,0.0,1.0,0.0,0.0,1.0
40101,ORURO,sospecha diagnostica,rabia humana,2005-10-01,0.0,0.0,1.0,0.0,0.0,1.0
20105,EL ALTO,sospecha diagnostica,rabia humana,2005-11-01,0.0,0.0,0.0,0.0,1.0,1.0
10501,MONTEAGUDO,sospecha diagnostica,rabia humana,2005-12-01,0.0,0.0,0.0,0.0,4.0,4.0
11001,VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,rabia humana,2005-12-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2006-02-01,0.0,0.0,1.0,0.0,0.0,1.0
50101,POTOSI,sospecha diagnostica,rabia humana,2006-03-01,0.0,0.0,0.0,0.0,1.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2006-03-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2006-05-01,0.0,1.0,0.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2006-05-01,0.0,1.0,1.0,0.0,0.0,2.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2006-06-01,0.0,1.0,1.0,0.0,0.0,2.0
51501,VILLAZON,sospecha diagnostica,rabia humana,2006-08-01,0.0,0.0,0.0,0.0,1.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2006-11-01,0.0,0.0,1.0,0.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2006-11-01,0.0,0.0,0.0,0.0,1.0,1.0
30402,ANZALDO,sospecha diagnostica,rabia humana,2006-12-01,0.0,0.0,0.0,0.0,1.0,1.0
31601,TIRAQUE (CBBA),sospecha diagnostica,rabia humana,2006-12-01,0.0,0.0,0.0,1.0,0.0,1.0
71005,SAN PEDRO,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
80401,SANTA ANA,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2007-01-01,0.0,1.0,0.0,0.0,0.0,1.0
60101,TARIJA,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
51501,VILLAZON,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,1.0,0.0,0.0,1.0
60301,YACUIBA,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,0.0,4.0,4.0
10405,EL VILLAR,sospecha diagnostica,rabia humana,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
71005,SAN PEDRO,sospecha diagnostica,rabia humana,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
70706,CAMIRI,sospecha diagnostica,rabia humana,2007-03-01,0.0,0.0,1.0,1.0,1.0,3.0
50701,SACACA,sospecha diagnostica,rabia humana,2007-03-01,0.0,0.0,0.0,0.0,1.0,1.0
10101,SUCRE,sospecha diagnostica,rabia humana,2007-03-01,0.0,0.0,0.0,2.0,0.0,2.0
50701,SACACA,sospecha diagnostica,rabia humana,2007-04-01,0.0,0.0,1.0,1.0,0.0,2.0
50701,SACACA,sospecha diagnostica,rabia humana,2007-06-01,0.0,0.0,0.0,1.0,1.0,2.0
30101,COCHABAMBA,sospecha diagnostica,rabia humana,2007-07-01,0.0,0.0,0.0,1.0,0.0,1.0
50701,SACACA,sospecha diagnostica,rabia humana,2007-08-01,1.0,0.0,0.0,2.0,0.0,3.0
20602,GUANAY,sospecha diagnostica,rabia humana,2007-09-01,0.0,1.0,0.0,0.0,0.0,1.0
50701,SACACA,sospecha diagnostica,rabia humana,2007-09-01,0.0,0.0,0.0,2.0,0.0,2.0
71501,ASCENCION DE GUARAYOS,sospecha diagnostica,rabia humana,2007-10-01,0.0,0.0,0.0,0.0,1.0,1.0
20602,GUANAY,sospecha diagnostica,rabia humana,2007-10-01,0.0,0.0,1.0,0.0,0.0,1.0
70104,LA GUARDIA,sospecha diagnostica,rabia humana,2007-12-01,0.0,0.0,0.0,1.0,0.0,1.0
