codigo_municipio,municipio,grupo,variable,mes,TOTAL
30402,ANZALDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,1.0
50301,BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,33.0
10701,CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,251.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,147.0
51101,PUNA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,6.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,1520.0
50303,TACOBAMBA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,26.0
10601,TARABUCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,523.0
50801,TUPIZA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,33.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-01-01,488.0
10201,AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-02-01,31.0
21004,COLQUIRI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-02-01,113.0
50701,SACACA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-02-01,13.0
10601,TARABUCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-02-01,17.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-02-01,63.0
51301,ARAMPAMPA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,36.0
50301,BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,508.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,35.0
51101,PUNA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,31.0
30901,QUILLACOLLO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,385.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,51.0
50501,SAN PEDRO DE BUENA VISTA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,61.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,53.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-03-01,47.0
10201,AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,251.0
50601,COTAGAITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,72.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,51.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,3.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,411.0
10601,TARABUCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,1059.0
60101,TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,301.0
10202,TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,3.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-04-01,39.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-05-01,13.0
10202,TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-05-01,320.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-06-01,1.0
10902,CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-08-01,181.0
