codigo_municipio,municipio,grupo,variable,mes,número de eventos,número de afectados,número de fallecidos,total
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2010-01-01,5.0,636.0,0.0,641.0
21002,QUIME,registro de eventos de notificacion inmediata,deslizamiento,2010-01-01,1.0,2.0,0.0,3.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2010-02-01,4.0,180.0,0.0,184.0
60201,PADCAYA,registro de eventos de notificacion inmediata,deslizamiento,2010-02-01,1.0,0.0,0.0,1.0
20606,TIPUANI,registro de eventos de notificacion inmediata,deslizamiento,2010-02-01,1.0,0.0,0.0,1.0
10902,CULPINA,registro de eventos de notificacion inmediata,deslizamiento,2010-05-01,0.0,1.0,0.0,1.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2010-10-01,1.0,3.0,1.0,5.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2010-11-01,1.0,6.0,0.0,7.0
31003,VILLA TUNARI,registro de eventos de notificacion inmediata,deslizamiento,2010-12-01,0.0,1.0,0.0,1.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2011-01-01,1.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-01-01,0.0,0.0,0.0,0.0
60202,BERMEJO,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,2.0,2.0,1.0,5.0
50301,BETANZOS,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,1.0,80.0,0.0,81.0
20501,CHUMA,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,1.0,0.0,0.0,1.0
50204,CHUQUIHUTA AYLLU JUCUMANI,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,1.0,30.0,0.0,31.0
31002,COLOMI,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,2.0,5.0,3.0,10.0
21601,GRAL. J.J. PEREZ (CHARAZANI),registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,5.0,4.0,0.0,9.0
21001,INQUISIVI,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,1.0,0.0,0.0,1.0
21105,LA ASUNTA,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,7.0,4.0,0.0,11.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,4.0,6482.0,0.0,6486.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-02-01,0.0,0.0,0.0,0.0
21601,GRAL. J.J. PEREZ (CHARAZANI),registro de eventos de notificacion inmediata,deslizamiento,2011-03-01,1.0,1.0,1.0,3.0
60201,PADCAYA,registro de eventos de notificacion inmediata,deslizamiento,2011-03-01,1.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-03-01,0.0,0.0,0.0,0.0
70502,PAILON,registro de eventos de notificacion inmediata,deslizamiento,2011-04-01,2.0,0.0,0.0,2.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-04-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-05-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-06-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-07-01,0.0,0.0,0.0,0.0
60502,EL PUENTE(TJA),registro de eventos de notificacion inmediata,deslizamiento,2011-08-01,1.0,0.0,0.0,1.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-08-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-09-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-10-01,0.0,0.0,0.0,0.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-11-01,0.0,0.0,0.0,0.0
21005,ICHOCA,registro de eventos de notificacion inmediata,deslizamiento,2011-12-01,1.0,0.0,0.0,1.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,deslizamiento,2011-12-01,1.0,800.0,0.0,801.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2011-12-01,0.0,0.0,0.0,0.0
21005,ICHOCA,registro de eventos de notificacion inmediata,deslizamiento,2012-01-01,1.0,5.0,0.0,6.0
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,deslizamiento,2012-01-01,0.0,0.0,0.0,0.0
20701,APOLO,registro de eventos de notificacion inmediata,deslizamiento,2012-02-01,2.0,0.0,0.0,2.0
21005,ICHOCA,registro de eventos de notificacion inmediata,deslizamiento,2012-02-01,3.0,75.0,0.0,78.0
21001,INQUISIVI,registro de eventos de notificacion inmediata,deslizamiento,2012-02-01,2.0,0.0,0.0,2.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2012-02-01,1.0,45.0,0.0,46.0
20601,SORATA,registro de eventos de notificacion inmediata,deslizamiento,2012-02-01,1.0,20.0,0.0,21.0
20105,EL ALTO,registro de eventos de notificacion inmediata,deslizamiento,2012-03-01,0.0,10.0,0.0,10.0
21005,ICHOCA,registro de eventos de notificacion inmediata,deslizamiento,2012-04-01,1.0,30.0,0.0,31.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2012-08-01,1.0,0.0,0.0,1.0
50204,CHUQUIHUTA AYLLU JUCUMANI,registro de eventos de notificacion inmediata,deslizamiento,2012-12-01,1.0,55.0,0.0,56.0
21601,GRAL. J.J. PEREZ (CHARAZANI),registro de eventos de notificacion inmediata,deslizamiento,2012-12-01,1.0,2.0,1.0,4.0
21005,ICHOCA,registro de eventos de notificacion inmediata,deslizamiento,2012-12-01,5.0,1179.0,0.0,1184.0
10304,ICLA,registro de eventos de notificacion inmediata,deslizamiento,2012-12-01,1.0,240.0,0.0,241.0
60402,YUNCHARA,registro de eventos de notificacion inmediata,deslizamiento,2012-12-01,1.0,450.0,0.0,451.0
20104,ACHOCALLA,registro de eventos de notificacion inmediata,deslizamiento,2013-01-01,1.0,0.0,0.0,1.0
30902,SIPE SIPE,registro de eventos de notificacion inmediata,deslizamiento,2013-02-01,1.0,1.0,0.0,2.0
22001,CARANAVI,registro de eventos de notificacion inmediata,deslizamiento,2013-09-01,1.0,17.0,22.0,40.0
70703,CABEZAS,registro de eventos de notificacion inmediata,deslizamiento,2013-10-01,11.0,267.0,0.0,278.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,deslizamiento,2013-10-01,1.0,10.0,0.0,11.0
20501,CHUMA,registro de eventos de notificacion inmediata,deslizamiento,2014-01-01,1.0,0.0,0.0,1.0
80304,RURRENABAQUE,registro de eventos de notificacion inmediata,deslizamiento,2014-01-01,1.0,650.0,10.0,661.0
80302,SAN BORJA,registro de eventos de notificacion inmediata,deslizamiento,2014-01-01,2.0,40.0,0.0,42.0
22002,ALTO BENI,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,13.0,111.0,0.0,124.0
22001,CARANAVI,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,2.0,105.0,0.0,107.0
21402,CORIPATA,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,0.0,0.0,1.0
21102,IRUPANA (VILLA DE LANZA),registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,126.0,0.0,127.0
21105,LA ASUNTA,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,2.0,45.0,0.0,47.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,0.0,0.0,1.0
30302,MOROCHATA,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,35.0,14.0,50.0
21104,PALOS BLANCOS,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,2.0,0.0,0.0,2.0
71103,SAN RAMON SCZ,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,0.0,0.0,1.0
20902,SAPAHAQUI,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,1.0,4.0,6.0
10101,SUCRE,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,5.0,0.0,6.0
10202,TARVITA,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,34.0,0.0,35.0
20608,TEOPONTE,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,0.0,0.0,1.0
70403,YAPACANI,registro de eventos de notificacion inmediata,deslizamiento,2014-02-01,1.0,0.0,0.0,1.0
21003,CAJUATA,registro de eventos de notificacion inmediata,deslizamiento,2014-03-01,1.0,2.0,2.0,5.0
80202,GUAYARAMERIN,registro de eventos de notificacion inmediata,deslizamiento,2014-03-01,18.0,18.0,0.0,36.0
20608,TEOPONTE,registro de eventos de notificacion inmediata,deslizamiento,2014-03-01,2.0,0.0,0.0,2.0
70703,CABEZAS,registro de eventos de notificacion inmediata,deslizamiento,2014-04-01,1.0,0.0,0.0,1.0
20101,LA PAZ,registro de eventos de notificacion inmediata,deslizamiento,2014-04-01,2.0,5.0,1.0,8.0
10101,SUCRE,registro de eventos de notificacion inmediata,deslizamiento,2014-09-01,0.0,1.0,0.0,1.0
50204,CHUQUIHUTA AYLLU JUCUMANI,registro de eventos de notificacion inmediata,deslizamiento,2014-12-01,1.0,400.0,0.0,401.0
