codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
10403,SOPACHUY,talla para la edad (t/e),talla baja (tb),2009-06-01,8,7,29,25,103,95,140,127,267
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2009-06-01,8,10,21,13,18,14,47,37,84
20601,SORATA,talla para la edad (t/e),talla baja (tb),2009-06-01,16,8,12,16,23,16,51,40,91
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2009-06-01,37,27,48,36,119,105,204,168,372
20603,TACACOMA,talla para la edad (t/e),talla baja (tb),2009-06-01,1,2,5,4,8,10,14,16,30
50303,TACOBAMBA,talla para la edad (t/e),talla baja (tb),2009-06-01,10,11,14,8,7,13,31,32,63
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2009-06-01,6,12,32,25,31,16,69,53,122
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2009-06-01,0,2,0,1,0,0,0,3,3
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2009-06-01,53,27,76,56,70,58,199,141,340
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2009-06-01,30,20,80,89,158,150,268,259,527
20807,TARACO,talla para la edad (t/e),talla baja (tb),2009-06-01,1,3,3,0,1,0,5,3,8
30401,TARATA,talla para la edad (t/e),talla baja (tb),2009-06-01,5,4,7,4,10,5,22,13,35
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2009-06-01,23,14,26,27,43,24,92,65,157
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2009-06-01,21,18,49,50,171,155,241,223,464
20608,TEOPONTE,talla para la edad (t/e),talla baja (tb),2009-06-01,1,4,17,9,17,15,35,28,63
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2009-06-01,3,3,3,2,3,2,9,7,16
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2009-06-01,55,29,53,53,80,97,188,179,367
20606,TIPUANI,talla para la edad (t/e),talla baja (tb),2009-06-01,3,2,6,2,10,3,19,7,26
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2009-06-01,11,9,25,12,16,27,52,48,100
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2009-06-01,20,18,20,20,15,21,55,59,114
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2009-06-01,1,0,2,0,2,0,5,0,5
30802,TOCO,talla para la edad (t/e),talla baja (tb),2009-06-01,4,5,8,3,10,6,22,14,36
41502,TODOS SANTOS,talla para la edad (t/e),talla baja (tb),2009-06-01,0,0,0,0,0,1,0,1,1
30803,TOLATA,talla para la edad (t/e),talla baja (tb),2009-06-01,0,2,0,0,0,1,0,3,3
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2009-06-01,6,3,5,2,6,6,17,11,28
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2009-06-01,22,16,18,19,46,50,86,85,171
10402,TOMINA,talla para la edad (t/e),talla baja (tb),2009-06-01,9,9,25,24,88,104,122,137,259
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2009-06-01,22,14,35,37,55,63,112,114,226
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2009-06-01,14,10,13,15,9,5,36,30,66
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2009-06-01,4,4,15,5,10,6,29,15,44
70802,TRIGAL,talla para la edad (t/e),talla baja (tb),2009-06-01,0,2,0,0,0,0,0,2,2
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2009-06-01,19,26,16,26,23,13,58,65,123
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2009-06-01,22,21,20,20,43,45,85,86,171
40402,TURCO,talla para la edad (t/e),talla baja (tb),2009-06-01,3,3,7,9,9,9,19,21,40
21302,UMALA,talla para la edad (t/e),talla baja (tb),2009-06-01,1,0,7,2,4,5,12,7,19
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2009-06-01,12,25,48,21,40,36,100,82,182
60401,URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2009-06-01,3,2,4,3,3,5,10,10,20
71502,URUBICHA,talla para la edad (t/e),talla baja (tb),2009-06-01,4,5,15,11,19,27,38,43,81
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2009-06-01,11,5,21,24,34,24,66,53,119
30502,VACAS,talla para la edad (t/e),talla baja (tb),2009-06-01,6,2,12,15,11,24,29,41,70
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2009-06-01,1,0,2,2,5,6,8,8,16
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2009-06-01,20,15,29,16,11,25,60,56,116
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2009-06-01,9,7,17,3,13,10,39,20,59
60303,VILLA MONTES,talla para la edad (t/e),talla baja (tb),2009-06-01,5,5,3,5,7,10,15,20,35
90502,VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2009-06-01,1,0,7,3,1,4,9,7,16
31402,VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2009-06-01,6,0,3,8,9,6,18,14,32
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2009-06-01,16,8,26,15,80,70,122,93,215
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2009-06-01,22,15,45,41,43,54,110,110,220
11001,VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2009-06-01,2,3,4,3,14,19,20,25,45
51501,VILLAZON,talla para la edad (t/e),talla baja (tb),2009-06-01,26,26,51,27,51,48,128,101,229
30904,VINTO,talla para la edad (t/e),talla baja (tb),2009-06-01,4,10,9,9,4,7,17,26,43
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2009-06-01,19,7,21,18,34,51,74,76,150
20306,WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2009-06-01,4,5,3,6,2,4,9,15,24
70201,WARNES,talla para la edad (t/e),talla baja (tb),2009-06-01,0,1,5,2,3,1,8,4,12
20903,YACO,talla para la edad (t/e),talla baja (tb),2009-06-01,7,12,13,4,23,24,43,40,83
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2009-06-01,19,14,33,36,35,43,87,93,180
10602,YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2009-06-01,15,7,27,27,96,93,138,127,265
21103,YANACACHI,talla para la edad (t/e),talla baja (tb),2009-06-01,0,2,2,1,5,2,7,5,12
70403,YAPACANI,talla para la edad (t/e),talla baja (tb),2009-06-01,16,11,4,4,9,9,29,24,53
50103,YOCALLA,talla para la edad (t/e),talla baja (tb),2009-06-01,8,6,7,7,11,8,26,21,47
10102,YOTALA,talla para la edad (t/e),talla baja (tb),2009-06-01,10,3,14,13,50,39,74,55,129
60402,YUNCHARA,talla para la edad (t/e),talla baja (tb),2009-06-01,10,9,35,16,37,26,82,51,133
10301,ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2009-06-01,7,10,16,14,69,76,92,100,192
51302,ACACIO,talla para la edad (t/e),talla baja (tb),2009-07-01,19,23,34,39,69,84,122,146,268
20201,ACHACACHI,talla para la edad (t/e),talla baja (tb),2009-07-01,35,23,20,8,41,29,96,60,156
20104,ACHOCALLA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,2,5,7,14,11,24,20,44
30201,AIQUILE,talla para la edad (t/e),talla baja (tb),2009-07-01,12,15,48,26,77,79,137,120,257
31303,ALALAY,talla para la edad (t/e),talla baja (tb),2009-07-01,13,12,6,12,28,12,47,36,83
10404,ALCALA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,8,0,23,37,34,40,74
20202,ANCORAIMES,talla para la edad (t/e),talla baja (tb),2009-07-01,5,10,15,9,21,32,41,51,92
41201,ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-07-01,8,2,5,10,24,21,37,33,70
40603,ANTEQUERA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,2,5,0,1,3,7,5,12
30402,ANZALDO,talla para la edad (t/e),talla baja (tb),2009-07-01,4,7,5,13,2,4,11,24,35
20701,APOLO,talla para la edad (t/e),talla baja (tb),2009-07-01,11,3,33,14,40,58,84,75,159
51301,ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2009-07-01,10,10,14,12,42,54,66,76,142
30501,ARANI,talla para la edad (t/e),talla baja (tb),2009-07-01,5,4,14,11,16,13,35,28,63
30403,ARBIETO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,10,7,12,10,20,20,42,62
30601,ARQUE,talla para la edad (t/e),talla baja (tb),2009-07-01,44,34,50,51,72,59,166,144,310
50802,ATOCHA,talla para la edad (t/e),talla baja (tb),2009-07-01,4,3,13,9,10,9,27,21,48
20503,AUCAPATA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,9,1,5,2,15,3,18
20502,AYATA,talla para la edad (t/e),talla baja (tb),2009-07-01,13,6,41,16,26,18,80,40,120
21303,AYO AYO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,13,10,3,6,18,18,36
30301,AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2009-07-01,34,14,44,36,41,38,119,88,207
10201,AZURDUY,talla para la edad (t/e),talla baja (tb),2009-07-01,18,24,40,27,140,122,198,173,371
21203,BATALLAS,talla para la edad (t/e),talla baja (tb),2009-07-01,18,6,11,7,14,9,43,22,65
80802,BAURES,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,4,5,6,5,11,10,21
41202,BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,2,2,8,5,10,7,17
50104,BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,0,2,2,7,4,9,13
90104,BELLA FLOR,talla para la edad (t/e),talla baja (tb),2009-07-01,1,2,3,1,5,5,9,8,17
60202,BERMEJO,talla para la edad (t/e),talla baja (tb),2009-07-01,1,5,4,1,4,7,9,13,22
50301,BETANZOS,talla para la edad (t/e),talla baja (tb),2009-07-01,75,49,94,71,112,119,281,239,520
31501,BOLIVAR,talla para la edad (t/e),talla baja (tb),2009-07-01,27,25,47,41,35,30,109,96,205
90103,BOLPEBRA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,2,1,5,5,8,6,14
70707,BOYUIBE,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,2,3,1,2,3,6,9
70401,BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,0,0,2,0,2,1,3
70703,CABEZAS,talla para la edad (t/e),talla baja (tb),2009-07-01,3,5,9,3,4,14,16,22,38
20905,CAIROMA,talla para la edad (t/e),talla baja (tb),2009-07-01,11,2,7,9,16,15,34,26,60
51102,"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2009-07-01,12,31,18,22,25,29,55,82,137
21003,CAJUATA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,4,6,6,15,10,24,20,44
20303,CALACOTO,talla para la edad (t/e),talla baja (tb),2009-07-01,6,5,9,4,14,15,29,24,53
21304,CALAMARCA,talla para la edad (t/e),talla baja (tb),2009-07-01,17,14,16,7,22,18,55,39,94
10701,CAMARGO,talla para la edad (t/e),talla baja (tb),2009-07-01,25,15,33,23,67,81,125,119,244
10901,CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,6,8,9,8,16,17,33
70706,CAMIRI,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,4,3,4,6,10,11,21
30701,CAPINOTA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,4,14,16,19,17,38,37,75
20302,CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2009-07-01,14,9,12,6,15,14,41,29,70
40102,CARACOLLO,talla para la edad (t/e),talla baja (tb),2009-07-01,21,18,29,21,22,23,72,62,134
22001,CARANAVI,talla para la edad (t/e),talla baja (tb),2009-07-01,14,22,16,22,29,42,59,86,145
41503,CARANGAS,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,0,0,0,0,1,0,1
60302,CARAPARI,talla para la edad (t/e),talla baja (tb),2009-07-01,6,1,10,5,0,9,16,15,31
50702,CARIPUYO,talla para la edad (t/e),talla baja (tb),2009-07-01,41,34,48,42,101,83,190,159,349
71403,CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2009-07-01,3,0,1,0,1,0,5,0,5
21902,CATACORA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,3,2,7,4,12,7,19
21803,CHACARILLA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,0,7,4,1,2,13,6,19
40201,CHALLAPATA,talla para la edad (t/e),talla baja (tb),2009-07-01,56,30,56,45,58,60,170,135,305
50302,CHAQUI,talla para la edad (t/e),talla baja (tb),2009-07-01,19,16,17,16,15,11,51,43,94
70702,CHARAGUA,talla para la edad (t/e),talla baja (tb),2009-07-01,8,5,13,9,16,16,37,30,67
20305,CHARAÑA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,0,1,2,1,2,5,4,9
50202,CHAYANTA,talla para la edad (t/e),talla baja (tb),2009-07-01,23,22,29,30,43,54,95,106,201
31204,CHIMORE,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,6,5,18,8,26,14,40
40903,CHIPAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,2,3,5,6,9,9,18
40302,CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,1,1,0,1,1,2,3
21101,CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2009-07-01,0,3,6,6,4,6,10,15,25
20501,CHUMA,talla para la edad (t/e),talla baja (tb),2009-07-01,10,13,14,13,19,27,43,53,96
30801,CLIZA,talla para la edad (t/e),talla baja (tb),2009-07-01,7,3,10,10,13,8,30,21,51
90101,COBIJA,talla para la edad (t/e),talla baja (tb),2009-07-01,49,25,66,41,27,28,142,94,236
30101,COCHABAMBA,talla para la edad (t/e),talla baja (tb),2009-07-01,26,33,41,31,41,64,108,128,236
40902,COIPASA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,0,0,2,3,3,3,6
30905,COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2009-07-01,6,3,8,8,7,8,21,19,40
50901,"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2009-07-01,17,8,14,12,18,15,49,35,84
21307,COLLANA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,1,2,0,0,2,3,5
31002,COLOMI,talla para la edad (t/e),talla baja (tb),2009-07-01,22,22,39,28,22,22,83,72,155
70603,COLPA BELGICA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,4,4,0,0,2,7,6,13
50401,COLQUECHACA,talla para la edad (t/e),talla baja (tb),2009-07-01,96,82,146,130,78,91,320,303,623
21306,COLQUENCHA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,8,4,11,7,9,20,28,48
21004,COLQUIRI,talla para la edad (t/e),talla baja (tb),2009-07-01,19,17,30,26,46,50,95,93,188
20304,COMANCHE,talla para la edad (t/e),talla baja (tb),2009-07-01,7,3,9,5,3,7,19,15,34
71301,COMARAPA,talla para la edad (t/e),talla baja (tb),2009-07-01,17,15,8,10,14,9,39,34,73
20605,COMBAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,1,0,4,7,7,8,15
71101,CONCEPCION,talla para la edad (t/e),talla baja (tb),2009-07-01,5,4,9,4,1,3,15,11,26
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,3,3,3,6,3,14,9,23
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,4,4,7,6,12,11,23
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2009-07-01,5,6,7,3,12,8,24,17,41
21401,COROICO,talla para la edad (t/e),talla baja (tb),2009-07-01,4,3,4,4,13,14,21,21,42
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2009-07-01,5,1,10,6,7,6,22,13,35
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2009-07-01,24,6,50,38,67,63,141,107,248
70102,COTOCA,talla para la edad (t/e),talla baja (tb),2009-07-01,8,15,6,8,10,15,24,38,62
71106,CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,0,2,3,4,3,7,10
31405,CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,2,0,0,0,2,0,2
70704,CUEVO,talla para la edad (t/e),talla baja (tb),2009-07-01,4,0,6,0,13,10,23,10,33
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2009-07-01,25,11,22,29,67,65,114,105,219
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2009-07-01,17,5,15,11,9,9,41,25,66
21602,CURVA,talla para la edad (t/e),talla baja (tb),2009-07-01,4,3,3,3,14,8,21,14,35
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,4,1,5,2,12,6,18
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2009-07-01,606,404,434,308,312,291,1352,1003,2355
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2009-07-01,5,3,1,3,11,3,17,9,26
71503,EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2009-07-01,0,3,4,7,9,10,13,20,33
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2009-07-01,9,6,14,3,13,16,36,25,61
70105,EL TORNO,talla para la edad (t/e),talla baja (tb),2009-07-01,6,7,6,4,8,5,20,16,36
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2009-07-01,4,1,15,6,33,34,52,41,93
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-07-01,3,7,8,6,16,12,27,25,52
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-07-01,6,8,11,15,11,8,28,31,59
40502,ESCARA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,0,0,1,0,1,1
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2009-07-01,6,6,15,12,27,21,48,39,87
90503,EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,0,1,1,1,1,2
80402,EXALTACION,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,1,0,2,1,3,1,4
71004,FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,6,5,4,5,10,10,20
90203,FILADELFIA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,3,1,0,1,0,4,3,7
71002,GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2009-07-01,10,2,10,9,14,12,34,23,57
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2009-07-01,15,12,21,7,32,14,68,33,101
20602,GUANAY,talla para la edad (t/e),talla baja (tb),2009-07-01,7,8,20,7,18,14,45,29,74
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2009-07-01,5,1,5,3,4,1,14,5,19
80202,GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2009-07-01,18,10,7,14,13,15,38,39,77
70705,GUTIERREZ,talla para la edad (t/e),talla baja (tb),2009-07-01,17,7,31,19,46,49,94,75,169
10502,HUACARETA,talla para la edad (t/e),talla baja (tb),2009-07-01,8,9,8,3,21,20,37,32,69
11002,HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,1,1,6,5,8,6,14
40501,HUACHACALLA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,1,0,7,2,10,3,13
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2009-07-01,36,17,22,20,20,16,78,53,131
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,1,0,3,1,6,1,7
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,4,2,2,7,6,10,12,22
21005,ICHOCA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,14,7,7,15,14,31,35,66
10304,ICLA,talla para la edad (t/e),talla baja (tb),2009-07-01,15,8,35,32,114,129,164,169,333
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2009-07-01,43,40,70,96,187,281,300,417,717
90402,INGAVI (HUMAITA),talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,3,2,7,3,10,5,15
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2009-07-01,3,4,6,4,11,11,20,19,39
21102,IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2009-07-01,7,1,4,4,2,4,13,9,22
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2009-07-01,5,1,7,8,8,6,20,15,35
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-07-01,4,10,7,7,11,11,22,28,50
21105,LA ASUNTA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,0,4,17,0,2,7,19,26
70104,LA GUARDIA,talla para la edad (t/e),talla baja (tb),2009-07-01,18,16,15,13,16,13,49,42,91
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2009-07-01,332,252,326,149,270,195,928,596,1524
70701,LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2009-07-01,5,3,11,11,19,17,35,31,66
21202,LAJA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,7,3,4,3,2,15,13,28
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2009-07-01,3,1,2,2,7,3,12,6,18
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,1,1,7,9,10,10,20
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2009-07-01,31,40,51,47,74,90,156,177,333
51401,LLICA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,4,7,5,4,10,13,19,32
80601,LORETO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,4,5,4,3,10,9,19
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2009-07-01,7,2,5,2,4,8,16,12,28
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,0,5,1,5,1,19,2,21
11003,MACHARETI,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,7,1,11,13,20,16,36
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,0,4,1,4,2,9,11
70903,MAIRANA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,6,6,3,11,9,19,18,37
20904,MALLA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,1,13,8,26,22,44,31,75
20607,MAPIRI,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,7,11,7,7,14,19,33
20103,MECAPACA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,3,3,13,8,18,12,30
71003,MINEROS,talla para la edad (t/e),talla baja (tb),2009-07-01,14,5,17,4,16,7,47,16,63
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2009-07-01,12,18,22,22,43,42,77,82,159
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2009-07-01,4,8,18,7,31,25,53,40,93
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,5,4,8,18,16,27,29,56
10501,MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2009-07-01,8,3,16,7,50,40,74,50,124
71001,MONTERO,talla para la edad (t/e),talla baja (tb),2009-07-01,16,9,22,24,20,22,58,55,113
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,1,1,1,2,0,6,2,8
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2009-07-01,36,26,35,57,39,60,110,143,253
90401,NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,1,2,5,3,7,6,13
20307,NAZACARA DE PACAJES,talla para la edad (t/e),talla baja (tb),2009-07-01,1,2,3,1,0,2,4,5,9
90501,NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,3,5,5,5,8,10,18
50404,OCURI,talla para la edad (t/e),talla baja (tb),2009-07-01,60,51,101,91,124,118,285,260,545
70202,OKINAWA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,1,0,2,0,6,3,9
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,2,2,1,1,3,4,7
40101,ORURO,talla para la edad (t/e),talla baja (tb),2009-07-01,199,86,149,86,110,81,458,253,711
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,11,9,10,10,24,22,46
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2009-07-01,12,6,21,10,76,60,109,76,185
70502,PAILON,talla para la edad (t/e),talla baja (tb),2009-07-01,3,1,3,5,3,6,9,12,21
20102,PALCA,talla para la edad (t/e),talla baja (tb),2009-07-01,14,8,8,15,9,15,31,38,69
21104,PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2009-07-01,8,12,22,17,34,25,64,54,118
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2009-07-01,7,3,17,4,7,14,31,21,52
70902,PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,1,5,5,0,6,6,12
21802,PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,1,0,1,0,2,2
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,0,1,9,2,11,5,16
21305,PATACAMAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,10,11,6,6,6,26,22,48
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,5,10,8,21,24,40,37,77
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,3,3,3,1,8,6,14
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2009-07-01,48,32,87,82,60,74,195,188,383
31203,POCONA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,7,21,14,15,22,39,43,82
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2009-07-01,1,4,3,2,7,3,11,9,20
40601,POOPO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,0,5,6,3,3,11,9,20
51203,PORCO,talla para la edad (t/e),talla baja (tb),2009-07-01,13,10,24,11,2,10,39,31,70
10103,POROMA,talla para la edad (t/e),talla baja (tb),2009-07-01,26,14,32,32,36,62,94,108,202
70103,PORONGO,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,0,0,0,0,1,0,1
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,3,1,6,2,11,3,14
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,2,4,0,5,3,9,12
70804,POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,1,2,1,1,2,3,5
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2009-07-01,232,149,175,122,153,148,560,419,979
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2009-07-01,13,4,28,23,94,70,135,97,232
70805,PUCARA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,4,1,1,1,5,3,8
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2009-07-01,19,10,19,5,13,9,51,24,75
20401,PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2009-07-01,13,9,26,25,27,15,66,49,115
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2009-07-01,8,5,14,8,23,31,45,44,89
