codigo_municipio,municipio,grupo,variable,mes,TOTAL
31204,CHIMORE,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,81.0
20405,ESCOMA,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,121.0
10103,POROMA,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,94.0
31205,PUERTO VILLARROEL,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,1.0
10601,TARABUCO,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,5.0
80501,SAN IGNACIO,eventos - notificacion inmediata parte ii,inundacion,2016-03-01,642.0
80401,SANTA ANA,eventos - notificacion inmediata parte ii,inundacion,2016-03-01,15.0
80401,SANTA ANA,eventos - notificacion inmediata parte ii,inundacion,2016-04-01,15.0
10303,MOJOCOYA,eventos - notificacion inmediata parte ii,inundacion,2016-11-01,50.0
70104,LA GUARDIA,eventos - notificacion inmediata parte ii,inundacion,2016-12-01,243.0
30801,CLIZA,eventos - notificacion inmediata parte ii,inundacion,2017-01-01,1.0
31204,CHIMORE,eventos - notificacion inmediata parte ii,inundacion,2017-03-01,192.0
20602,GUANAY,eventos - notificacion inmediata parte ii,inundacion,2017-03-01,726.0
11003,MACHARETI,eventos - notificacion inmediata parte ii,inundacion,2017-03-01,416.0
60303,VILLA MONTES,eventos - notificacion inmediata parte ii,inundacion,2017-03-01,11.0
31003,VILLA TUNARI,eventos - notificacion inmediata parte ii,inundacion,2017-03-01,898.0
21104,PALOS BLANCOS,eventos - notificacion inmediata parte ii,inundacion,2017-04-01,521.0
80101,TRINIDAD,eventos - notificacion inmediata parte ii,inundacion,2017-04-01,370.0
60303,VILLA MONTES,eventos - notificacion inmediata parte ii,inundacion,2017-04-01,31.0
20607,MAPIRI,eventos - notificacion inmediata parte ii,inundacion,2017-10-01,11.0
20607,MAPIRI,eventos - notificacion inmediata parte ii,inundacion,2017-11-01,11.0
31204,CHIMORE,eventos - notificacion inmediata parte ii,inundacion,2017-12-01,61.0
10304,ICLA,eventos - notificacion inmediata parte ii,inundacion,2017-12-01,11.0
80304,RURRENABAQUE,eventos - notificacion inmediata parte ii,inundacion,2017-12-01,151.0
80101,TRINIDAD,eventos - notificacion inmediata parte ii,inundacion,2017-12-01,1.0
70102,COTOCA,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,1469.0
70104,LA GUARDIA,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,104.0
80601,LORETO,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,483.0
11003,MACHARETI,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,294.0
70103,PORONGO,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,125.0
80102,SAN JAVIER(BNI),eventos - notificacion inmediata parte ii,inundacion,2018-01-01,1.0
70101,SANTA CRUZ DE LA SIERRA,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,368.0
80303,SANTA ROSA,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,42.0
80101,TRINIDAD,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,1014.0
60301,YACUIBA,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,444.0
10102,YOTALA,eventos - notificacion inmediata parte ii,inundacion,2018-01-01,36.0
30403,ARBIETO,eventos - notificacion inmediata parte ii,inundacion,2018-02-01,41.0
